,IOB
129357,O
129358,O
129359,O
129360,B-AM-TMP
129361,B-V
129362,B-A1
129363,I-A1
129364,I-A1
129365,O
129366,B-A0
129367,B-V
129368,B-A1
129369,I-A1
129370,I-A1
129371,I-A1
129372,B-A0
129373,I-A0
129374,I-A0
129375,I-A0
129376,I-A0
129377,I-A0
129378,I-A0
129379,B-V
129380,B-A1
129381,I-A1
129382,I-A1
129383,I-A1
129384,I-A1
129385,I-A1
129386,I-A1
129387,I-A1
129388,I-A1
129389,I-A1
129390,I-A1
129391,I-A1
129392,I-A1
129393,I-A1
129394,O
129395,B-A1
129396,I-A1
129397,B-V
129398,B-A2
129399,I-A2
129400,I-A2
129401,I-A2
129402,I-A2
129403,I-A2
129404,I-A2
129405,I-A2
129406,I-A2
129407,I-A2
129408,I-A2
129409,I-A2
129410,O
129411,B-A1
129412,I-A1
129413,B-V
129414,B-AM-TMP
129415,I-AM-TMP
129416,I-AM-TMP
129417,B-AM-CAU
129418,I-AM-CAU
129419,I-AM-CAU
129420,I-AM-CAU
129421,I-AM-CAU
129422,I-AM-CAU
129423,I-AM-CAU
129424,I-AM-CAU
129425,I-AM-CAU
129426,I-AM-CAU
129427,O
129428,O
129429,B-AM-NEG
129430,B-V
129431,B-C-V
129432,B-A1
129433,I-A1
129434,I-A1
129435,O
129436,O
129437,O
129438,O
129439,O
129440,O
129441,B-V
129442,B-A1
129443,O
129444,B-A1
129445,I-A1
129446,I-A1
129447,I-A1
129448,I-A1
129449,I-A1
129450,I-A1
129451,I-A1
129452,I-A1
129453,O
129454,O
129455,B-V
129456,B-A0
129457,I-A0
129458,I-A0
129459,I-A0
129460,I-A0
129461,I-A0
129462,O
129463,B-A0
129464,I-A0
129465,B-V
129466,B-A1
129467,I-A1
129468,I-A1
129469,I-A1
129470,I-A1
129471,I-A1
129472,O
129473,O
129474,O
129475,O
129476,B-V
129477,B-A1
129478,B-A0
129479,I-A0
129480,I-A0
129481,B-A0
129482,I-A0
129483,O
129484,O
129485,B-V
129486,B-A1
129487,I-A1
129488,I-A1
129489,B-C-A1
129490,I-C-A1
129491,I-C-A1
129492,I-C-A1
129493,O
129494,B-C-A1
129495,B-C-A1
129496,I-C-A1
129497,I-C-A1
129498,O
129499,B-C-A1
129500,I-C-A1
129501,I-C-A1
129502,I-C-A1
129503,I-C-A1
129504,I-C-A1
129505,I-C-A1
129506,I-C-A1
129507,I-C-A1
129508,O
129509,B-A0
129510,I-A0
129511,I-A0
129512,I-A0
129513,I-A0
129514,I-A0
129515,I-A0
129516,I-A0
129517,I-A0
129518,I-A0
129519,I-A0
129520,I-A0
129521,I-A0
129522,I-A0
129523,I-A0
129524,I-A0
129525,I-A0
129526,I-A0
129527,I-A0
129528,I-A0
129529,I-A0
129530,I-A0
129531,B-V
129532,O
129533,B-A1
129534,I-A1
129535,I-A1
129536,I-A1
129537,I-A1
129538,I-A1
129539,I-A1
129540,I-A1
129541,I-A1
129542,O
129543,O
129544,O
129545,O
129546,O
129547,O
129548,O
129549,O
129550,O
129551,O
129552,O
129553,O
129554,O
129555,O
129556,O
129557,O
129558,O
129559,O
129560,O
129561,O
129562,O
129563,O
129564,O
129565,O
129566,O
129567,O
129568,O
129569,O
129570,B-V
129571,B-A1
129572,I-A1
129573,I-A1
129574,B-A0
129575,I-A0
129576,I-A0
129577,O
129578,O
129579,B-A0
129580,B-AM-ADV
129581,B-V
129582,B-A1
129583,I-A1
129584,I-A1
129585,I-A1
129586,I-A1
129587,I-A1
129588,I-A1
129589,I-A1
129590,I-A1
129591,I-A1
129592,I-A1
129593,I-A1
129594,I-A1
129595,I-A1
129596,I-A1
129597,O
129598,O
129599,O
129600,O
129601,O
129602,O
129603,B-A0
129604,I-A0
129605,I-A0
129606,B-V
129607,B-A1
129608,I-A1
129609,I-A1
129610,I-A1
129611,I-A1
129612,I-A1
129613,I-A1
129614,I-A1
129615,I-A1
129616,O
129617,O
129618,O
129619,B-A1
129620,B-V
129621,O
129622,O
129623,O
129624,O
129625,O
129626,O
129627,O
129628,O
129629,O
129630,O
129631,O
129632,O
129633,O
129634,O
129635,O
129636,O
129637,B-A1
129638,I-A1
129639,I-A1
129640,I-A1
129641,I-A1
129642,I-A1
129643,I-A1
129644,I-A1
129645,I-A1
129646,I-A1
129647,I-A1
129648,I-A1
129649,I-A1
129650,I-A1
129651,I-A1
129652,I-A1
129653,I-A1
129654,O
129655,B-V
129656,O
129657,B-V
129658,B-A1
129659,I-A1
129660,I-A1
129661,B-AM-PRD
129662,I-AM-PRD
129663,I-AM-PRD
129664,I-AM-PRD
129665,I-AM-PRD
129666,I-AM-PRD
129667,I-AM-PRD
129668,I-AM-PRD
129669,I-AM-PRD
129670,I-AM-PRD
129671,I-AM-PRD
129672,I-AM-PRD
129673,I-AM-PRD
129674,B-A0
129675,B-V
129676,B-A1
129677,I-A1
129678,I-A1
129679,B-AM-LOC
129680,I-AM-LOC
129681,I-AM-LOC
129682,O
129683,B-AM-TMP
129684,I-AM-TMP
129685,I-AM-TMP
129686,I-AM-TMP
129687,I-AM-TMP
129688,I-AM-TMP
129689,I-AM-TMP
129690,I-AM-TMP
129691,I-AM-TMP
129692,I-AM-TMP
129693,I-AM-TMP
129694,I-AM-TMP
129695,O
129696,O
129697,O
129698,O
129699,O
129700,B-V
129701,B-A1
129702,I-A1
129703,I-A1
129704,I-A1
129705,I-A1
129706,B-AM-LOC
129707,I-AM-LOC
129708,I-AM-LOC
129709,O
129710,O
129711,O
129712,O
129713,O
129714,O
129715,O
129716,O
129717,O
129718,O
129719,O
129720,B-AM-TMP
129721,I-AM-TMP
129722,O
129723,B-AM-TMP
129724,I-AM-TMP
129725,I-AM-TMP
129726,I-AM-TMP
129727,I-AM-TMP
129728,I-AM-TMP
129729,I-AM-TMP
129730,I-AM-TMP
129731,I-AM-TMP
129732,I-AM-TMP
129733,O
129734,B-A0
129735,B-V
129736,B-A1
129737,I-A1
129738,O
129739,B-AM-ADV
129740,I-AM-ADV
129741,I-AM-ADV
129742,I-AM-ADV
129743,O
129744,O
129745,O
129746,O
129747,O
129748,O
129749,O
129750,O
129751,O
129752,O
129753,O
129754,O
129755,O
129756,O
129757,O
129758,O
129759,O
129760,O
129761,O
129762,O
129763,B-V
129764,B-AM-LOC
129765,I-AM-LOC
129766,I-AM-LOC
129767,O
129768,B-A0
129769,B-V
129770,B-A2
129771,I-A2
129772,B-AM-LOC
129773,I-AM-LOC
129774,B-AM-LOC
129775,I-AM-LOC
129776,I-AM-LOC
129777,B-A0
129778,I-A0
129779,I-A0
129780,I-A0
129781,I-A0
129782,B-V
129783,B-AM-TMP
129784,B-A1
129785,I-A1
129786,I-A1
129787,I-A1
129788,I-A1
129789,O
129790,B-AM-LOC
129791,I-AM-LOC
129792,O
129793,B-A0
129794,B-AM-NEG
129795,B-V
129796,B-A1
129797,I-A1
129798,I-A1
129799,I-A1
129800,I-A1
129801,I-A1
129802,I-A1
129803,O
129804,O
129805,O
129806,O
129807,O
129808,B-A0
129809,B-V
129810,B-A1
129811,I-A1
129812,O
129813,O
129814,O
129815,O
129816,O
129817,O
129818,O
129819,B-A0
129820,I-A0
129821,I-A0
129822,I-A0
129823,I-A0
129824,I-A0
129825,I-A0
129826,I-A0
129827,O
129828,B-V
129829,B-A1
129830,I-A1
129831,I-A1
129832,I-A1
129833,O
129834,B-AM-DIS
129835,I-AM-DIS
129836,I-AM-DIS
129837,I-AM-DIS
129838,I-AM-DIS
129839,I-AM-DIS
129840,I-AM-DIS
129841,I-AM-DIS
129842,B-AM-ADV
129843,O
129844,B-V
129845,B-A1
129846,I-A1
129847,B-AM-LOC
129848,I-AM-LOC
129849,I-AM-LOC
129850,I-AM-LOC
129851,B-AM-TMP
129852,I-AM-TMP
129853,I-AM-TMP
129854,I-AM-TMP
129855,I-AM-TMP
129856,I-AM-TMP
129857,O
129858,B-A0
129859,B-V
129860,B-A1
129861,B-AM-LOC
129862,I-AM-LOC
129863,I-AM-LOC
129864,B-A0
129865,I-A0
129866,O
129867,B-V
129868,B-A1
129869,I-A1
129870,I-A1
129871,I-A1
129872,I-A1
129873,I-A1
129874,I-A1
129875,I-A1
129876,I-A1
129877,I-A1
129878,I-A1
129879,I-A1
129880,I-A1
129881,I-A1
129882,I-A1
129883,I-A1
129884,I-A1
129885,I-A1
129886,I-A1
129887,I-A1
129888,I-A1
129889,I-A1
129890,B-AM-LOC
129891,I-AM-LOC
129892,I-AM-LOC
129893,I-AM-LOC
129894,I-AM-LOC
129895,I-AM-LOC
129896,I-AM-LOC
129897,I-AM-LOC
129898,I-AM-LOC
129899,I-AM-LOC
129900,O
129901,B-A1
129902,I-A1
129903,O
129904,B-V
129905,B-A0
129906,I-A0
129907,I-A0
129908,I-A0
129909,I-A0
129910,I-A0
129911,I-A0
129912,O
129913,B-AM-TMP
129914,I-AM-TMP
129915,I-AM-TMP
129916,I-AM-TMP
129917,O
129918,B-A1
129919,I-A1
129920,I-A1
129921,O
129922,B-V
129923,B-AM-TMP
129924,I-AM-TMP
129925,I-AM-TMP
129926,I-AM-TMP
129927,O
129928,B-A0
129929,B-V
129930,B-A1
129931,I-A1
129932,B-A2
129933,I-A2
129934,I-A2
129935,I-A2
129936,I-A2
129937,I-A2
129938,I-A2
129939,I-A2
129940,I-A2
129941,I-A2
129942,O
129943,O
129944,O
129945,O
129946,O
129947,O
129948,B-V
129949,B-A1
129950,I-A1
129951,I-A1
129952,O
129953,B-AM-PNC
129954,I-AM-PNC
129955,I-AM-PNC
129956,I-AM-PNC
129957,O
129958,O
129959,O
129960,O
129961,O
129962,O
129963,O
129964,O
129965,O
129966,O
129967,O
129968,O
129969,B-V
129970,B-A1
129971,I-A1
129972,O
129973,O
129974,O
129975,O
129976,O
129977,O
129978,O
129979,O
129980,O
129981,O
129982,O
129983,O
129984,B-A0
129985,I-A0
129986,B-V
129987,O
129988,O
129989,O
129990,O
129991,O
129992,O
129993,O
129994,O
129995,O
129996,O
129997,B-V
129998,B-A1
129999,I-A1
130000,B-A3
130001,I-A3
130002,I-A3
130003,O
130004,O
130005,O
130006,O
130007,O
130008,O
130009,O
130010,B-A1
130011,O
130012,B-AM-PRD
130013,I-AM-PRD
130014,I-AM-PRD
130015,I-AM-PRD
130016,I-AM-PRD
130017,I-AM-PRD
130018,I-AM-PRD
130019,I-AM-PRD
130020,I-AM-PRD
130021,I-AM-PRD
130022,O
130023,B-AM-DIS
130024,O
130025,B-V
130026,O
130027,B-AM-TMP
130028,O
130029,B-A0
130030,I-A0
130031,O
130032,B-V
130033,B-A1
130034,I-A1
130035,B-AM-CAU
130036,I-AM-CAU
130037,I-AM-CAU
130038,I-AM-CAU
130039,I-AM-CAU
130040,I-AM-CAU
130041,I-AM-CAU
130042,O
130043,O
130044,B-AM-ADV
130045,I-AM-ADV
130046,I-AM-ADV
130047,O
130048,B-A0
130049,B-V
130050,B-A1
130051,I-A1
130052,I-A1
130053,O
130054,O
130055,O
130056,O
130057,O
130058,O
130059,O
130060,B-V
130061,B-A1
130062,I-A1
130063,O
130064,O
130065,B-A0
130066,B-V
130067,B-A1
130068,I-A1
130069,I-A1
130070,I-A1
130071,I-A1
130072,I-A1
130073,O
130074,O
130075,O
130076,O
130077,O
130078,O
130079,O
130080,O
130081,B-V
130082,B-A1
130083,I-A1
130084,O
130085,O
130086,O
130087,B-A0
130088,O
130089,O
130090,O
130091,O
130092,O
130093,B-A1
130094,B-V
130095,O
130096,O
130097,O
130098,O
130099,O
130100,O
130101,O
130102,O
130103,O
130104,O
130105,O
130106,O
130107,O
130108,O
130109,O
130110,O
130111,O
130112,O
130113,O
130114,O
130115,O
130116,O
130117,O
130118,O
130119,O
130120,O
130121,B-V
130122,B-A1
130123,I-A1
130124,I-A1
130125,I-A1
130126,I-A1
130127,I-A1
130128,I-A1
130129,I-A1
130130,I-A1
130131,I-A1
130132,I-A1
130133,O
130134,O
130135,O
130136,O
130137,O
130138,O
130139,O
130140,O
130141,O
130142,O
130143,O
130144,O
130145,O
130146,O
130147,O
130148,O
130149,O
130150,B-AM-PRD
130151,I-AM-PRD
130152,I-AM-PRD
130153,I-AM-PRD
130154,I-AM-PRD
130155,I-AM-PRD
130156,I-AM-PRD
130157,I-AM-PRD
130158,I-AM-PRD
130159,I-AM-PRD
130160,I-AM-PRD
130161,I-AM-PRD
130162,I-AM-PRD
130163,I-AM-PRD
130164,I-AM-PRD
130165,I-AM-PRD
130166,I-AM-PRD
130167,I-AM-PRD
130168,I-AM-PRD
130169,I-AM-PRD
130170,I-AM-PRD
130171,I-AM-PRD
130172,I-AM-PRD
130173,I-AM-PRD
130174,I-AM-PRD
130175,I-AM-PRD
130176,I-AM-PRD
130177,I-AM-PRD
130178,I-AM-PRD
130179,I-AM-PRD
130180,I-AM-PRD
130181,I-AM-PRD
130182,I-AM-PRD
130183,I-AM-PRD
130184,I-AM-PRD
130185,I-AM-PRD
130186,I-AM-PRD
130187,B-A0
130188,I-A0
130189,B-V
130190,B-A1
130191,I-A1
130192,I-A1
130193,I-A1
130194,I-A1
130195,I-A1
130196,I-A1
130197,I-A1
130198,I-A1
130199,I-A1
130200,I-A1
130201,I-A1
130202,O
130203,B-A0
130204,I-A0
130205,B-V
130206,B-A1
130207,I-A1
130208,I-A1
130209,I-A1
130210,I-A1
130211,I-A1
130212,I-A1
130213,I-A1
130214,I-A1
130215,I-A1
130216,I-A1
130217,I-A1
130218,I-A1
130219,I-A1
130220,O
130221,B-V
130222,B-A1
130223,I-A1
130224,I-A1
130225,I-A1
130226,I-A1
130227,I-A1
130228,I-A1
130229,I-A1
130230,I-A1
130231,I-A1
130232,I-A1
130233,I-A1
130234,I-A1
130235,I-A1
130236,I-A1
130237,I-A1
130238,O
130239,O
130240,O
130241,O
130242,O
130243,O
130244,O
130245,O
130246,O
130247,O
130248,O
130249,O
130250,B-A1
130251,B-AM-TMP
130252,I-AM-TMP
130253,I-AM-TMP
130254,B-V
130255,B-C-V
130256,O
130257,O
130258,B-A1
130259,B-V
130260,O
130261,O
130262,O
130263,O
130264,O
130265,O
130266,O
130267,O
130268,O
130269,O
130270,O
130271,O
130272,B-AM-ADV
130273,I-AM-ADV
130274,I-AM-ADV
130275,O
130276,B-A1
130277,O
130278,B-V
130279,B-C-V
130280,I-C-V
130281,B-AM-TMP
130282,I-AM-TMP
130283,I-AM-TMP
130284,I-AM-TMP
130285,I-AM-TMP
130286,O
130287,O
130288,O
130289,O
130290,O
130291,B-A1
130292,O
130293,O
130294,O
130295,O
130296,B-AM-TMP
130297,B-V
130298,B-A4
130299,I-A4
130300,I-A4
130301,O
130302,B-A0
130303,I-A0
130304,I-A0
130305,I-A0
130306,I-A0
130307,I-A0
130308,I-A0
130309,I-A0
130310,I-A0
130311,I-A0
130312,I-A0
130313,I-A0
130314,I-A0
130315,B-V
130316,B-C-V
130317,B-A1
130318,I-A1
130319,I-A1
130320,I-A1
130321,I-A1
130322,I-A1
130323,I-A1
130324,I-A1
130325,I-A1
130326,I-A1
130327,I-A1
130328,I-A1
130329,I-A1
130330,I-A1
130331,I-A1
130332,I-A1
130333,I-A1
130334,I-A1
130335,I-A1
130336,I-A1
130337,I-A1
130338,I-A1
130339,I-A1
130340,I-A1
130341,I-A1
130342,I-A1
130343,I-A1
130344,O
130345,O
130346,O
130347,O
130348,O
130349,O
130350,O
130351,O
130352,O
130353,O
130354,O
130355,O
130356,O
130357,O
130358,O
130359,O
130360,O
130361,O
130362,O
130363,O
130364,O
130365,O
130366,O
130367,O
130368,O
130369,O
130370,O
130371,O
130372,O
130373,O
130374,O
130375,O
130376,O
130377,O
130378,O
130379,O
130380,O
130381,O
130382,O
130383,B-A1
130384,I-A1
130385,O
130386,B-V
130387,O
130388,O
130389,O
130390,O
130391,O
130392,O
130393,O
130394,O
130395,O
130396,O
130397,O
130398,O
130399,O
130400,O
130401,O
130402,O
130403,O
130404,O
130405,O
130406,B-V
130407,B-A1
130408,I-A1
130409,I-A1
130410,I-A1
130411,I-A1
130412,I-A1
130413,I-A1
130414,I-A1
130415,O
130416,O
130417,O
130418,B-V
130419,B-A1
130420,I-A1
130421,B-AM-TMP
130422,I-AM-TMP
130423,I-AM-TMP
130424,O
130425,O
130426,O
130427,B-V
130428,O
130429,B-AM-DIS
130430,O
130431,B-A2
130432,I-A2
130433,I-A2
130434,I-A2
130435,I-A2
130436,I-A2
130437,I-A2
130438,O
130439,O
130440,O
130441,O
130442,O
130443,O
130444,O
130445,O
130446,B-V
130447,B-A1
130448,I-A1
130449,B-A2
130450,I-A2
130451,I-A2
130452,O
130453,B-A1
130454,I-A1
130455,I-A1
130456,I-A1
130457,O
130458,O
130459,B-V
130460,B-A0
130461,I-A0
130462,I-A0
130463,O
130464,O
130465,O
130466,B-A1
130467,B-V
130468,B-A2
130469,I-A2
130470,I-A2
130471,I-A2
130472,I-A2
130473,O
130474,O
130475,O
130476,O
130477,O
130478,O
130479,O
130480,O
130481,O
130482,O
130483,O
130484,O
130485,O
130486,O
130487,O
130488,O
130489,O
130490,O
130491,O
130492,O
130493,O
130494,O
130495,O
130496,O
130497,O
130498,O
130499,O
130500,O
130501,O
130502,O
130503,O
130504,O
130505,O
130506,O
130507,O
130508,O
130509,O
130510,B-A0
130511,O
130512,B-V
130513,B-A4
130514,I-A4
130515,I-A4
130516,O
130517,B-AM-CAU
130518,I-AM-CAU
130519,I-AM-CAU
130520,I-AM-CAU
130521,I-AM-CAU
130522,I-AM-CAU
130523,I-AM-CAU
130524,I-AM-CAU
130525,I-AM-CAU
130526,I-AM-CAU
130527,O
130528,O
130529,O
130530,O
130531,O
130532,O
130533,O
130534,O
130535,O
130536,O
130537,O
130538,O
130539,O
130540,O
130541,O
130542,O
130543,O
130544,O
130545,O
130546,O
130547,O
130548,O
130549,O
130550,B-A0
130551,I-A0
130552,I-A0
130553,I-A0
130554,I-A0
130555,B-V
130556,B-A1
130557,I-A1
130558,I-A1
130559,O
130560,B-AM-TMP
130561,I-AM-TMP
130562,I-AM-TMP
130563,O
130564,B-A1
130565,I-A1
130566,I-A1
130567,B-V
130568,B-A2
130569,I-A2
130570,I-A2
130571,O
130572,B-AM-PNC
130573,I-AM-PNC
130574,I-AM-PNC
130575,I-AM-PNC
130576,I-AM-PNC
130577,I-AM-PNC
130578,I-AM-PNC
130579,I-AM-PNC
130580,I-AM-PNC
130581,I-AM-PNC
130582,I-AM-PNC
130583,I-AM-PNC
130584,I-AM-PNC
130585,I-AM-PNC
130586,I-AM-PNC
130587,O
130588,O
130589,O
130590,O
130591,O
130592,O
130593,O
130594,O
130595,O
130596,O
130597,O
130598,O
130599,O
130600,O
130601,O
130602,O
130603,O
130604,O
130605,B-A0
130606,O
130607,B-AM-TMP
130608,I-AM-TMP
130609,I-AM-TMP
130610,O
130611,B-V
130612,B-A2
130613,I-A2
130614,I-A2
130615,O
130616,B-AM-TMP
130617,O
130618,B-A0
130619,I-A0
130620,B-V
130621,B-A1
130622,I-A1
130623,I-A1
130624,I-A1
130625,I-A1
130626,I-A1
130627,I-A1
130628,I-A1
130629,I-A1
130630,I-A1
130631,I-A1
130632,I-A1
130633,I-A1
130634,I-A1
130635,I-A1
130636,I-A1
130637,I-A1
130638,I-A1
130639,I-A1
130640,O
130641,O
130642,O
130643,O
130644,O
130645,O
130646,O
130647,O
130648,O
130649,O
130650,O
130651,O
130652,O
130653,O
130654,O
130655,O
130656,O
130657,B-A1
130658,B-V
130659,B-AM-TMP
130660,I-AM-TMP
130661,I-AM-TMP
130662,I-AM-TMP
130663,I-AM-TMP
130664,I-AM-TMP
130665,O
130666,B-AM-LOC
130667,I-AM-LOC
130668,I-AM-LOC
130669,O
130670,B-A1
130671,I-A1
130672,B-V
130673,B-A3
130674,I-A3
130675,I-A3
130676,I-A3
130677,I-A3
130678,I-A3
130679,B-A4
130680,I-A4
130681,I-A4
130682,I-A4
130683,I-A4
130684,I-A4
130685,O
130686,O
130687,O
130688,O
130689,O
130690,O
130691,O
130692,O
130693,O
130694,O
130695,O
130696,O
130697,O
130698,O
130699,O
130700,O
130701,O
130702,O
130703,B-V
130704,B-A1
130705,I-A1
130706,B-A3
130707,I-A3
130708,I-A3
130709,I-A3
130710,I-A3
130711,I-A3
130712,B-A4
130713,I-A4
130714,I-A4
130715,I-A4
130716,I-A4
130717,I-A4
130718,O
130719,B-A0
130720,I-A0
130721,I-A0
130722,I-A0
130723,I-A0
130724,I-A0
130725,B-V
130726,B-AM-TMP
130727,B-A1
130728,I-A1
130729,I-A1
130730,I-A1
130731,I-A1
130732,I-A1
130733,I-A1
130734,I-A1
130735,I-A1
130736,I-A1
130737,I-A1
130738,I-A1
130739,I-A1
130740,I-A1
130741,O
130742,B-AM-PRD
130743,I-AM-PRD
130744,I-AM-PRD
130745,I-AM-PRD
130746,I-AM-PRD
130747,I-AM-PRD
130748,I-AM-PRD
130749,I-AM-PRD
130750,I-AM-PRD
130751,I-AM-PRD
130752,I-AM-PRD
130753,I-AM-PRD
130754,I-AM-PRD
130755,I-AM-PRD
130756,I-AM-PRD
130757,O
130758,O
130759,O
130760,O
130761,O
130762,O
130763,O
130764,O
130765,O
130766,O
130767,O
130768,O
130769,O
130770,O
130771,O
130772,O
130773,O
130774,O
130775,O
130776,O
130777,O
130778,O
130779,O
130780,O
130781,B-V
130782,B-A1
130783,I-A1
130784,I-A1
130785,I-A1
130786,I-A1
130787,I-A1
130788,I-A1
130789,I-A1
130790,I-A1
130791,I-A1
130792,I-A1
130793,I-A1
130794,I-A1
130795,I-A1
130796,O
130797,O
130798,O
130799,O
130800,O
130801,O
130802,O
130803,O
130804,O
130805,O
130806,O
130807,O
130808,O
130809,O
130810,O
130811,O
130812,O
130813,O
130814,O
130815,O
130816,O
130817,O
130818,O
130819,O
130820,O
130821,O
130822,B-A0
130823,I-A0
130824,B-V
130825,B-A1
130826,I-A1
130827,I-A1
130828,I-A1
130829,I-A1
130830,I-A1
130831,I-A1
130832,B-AM-TMP
130833,I-AM-TMP
130834,I-AM-TMP
130835,O
130836,O
130837,B-V
130838,B-A2
130839,I-A2
130840,I-A2
130841,I-A2
130842,I-A2
130843,I-A2
130844,I-A2
130845,O
130846,B-A1
130847,I-A1
130848,O
130849,O
130850,O
130851,O
130852,O
130853,O
130854,O
130855,O
130856,O
130857,O
130858,O
130859,O
130860,O
130861,O
130862,O
130863,O
130864,B-AM-DIS
130865,I-AM-DIS
130866,I-AM-DIS
130867,I-AM-DIS
130868,I-AM-DIS
130869,I-AM-DIS
130870,I-AM-DIS
130871,I-AM-DIS
130872,I-AM-DIS
130873,O
130874,B-A1
130875,I-A1
130876,O
130877,B-V
130878,B-AM-CAU
130879,I-AM-CAU
130880,I-AM-CAU
130881,I-AM-CAU
130882,I-AM-CAU
130883,I-AM-CAU
130884,I-AM-CAU
130885,I-AM-CAU
130886,I-AM-CAU
130887,I-AM-CAU
130888,I-AM-CAU
130889,I-AM-CAU
130890,I-AM-CAU
130891,O
130892,O
130893,O
130894,O
130895,O
130896,O
130897,O
130898,O
130899,O
130900,O
130901,O
130902,B-A1
130903,I-A1
130904,O
130905,O
130906,O
130907,B-V
130908,B-A2
130909,I-A2
130910,I-A2
130911,I-A2
130912,I-A2
130913,I-A2
130914,I-A2
130915,I-A2
130916,I-A2
130917,I-A2
130918,I-A2
130919,O
130920,O
130921,O
130922,O
130923,O
130924,O
130925,O
130926,O
130927,O
130928,O
130929,O
130930,O
130931,O
130932,O
130933,O
130934,O
130935,O
130936,O
130937,O
130938,O
130939,O
130940,O
130941,B-A2
130942,I-A2
130943,B-V
130944,B-AM-TMP
130945,I-AM-TMP
130946,I-AM-TMP
130947,O
130948,B-A1
130949,I-A1
130950,I-A1
130951,B-V
130952,B-AM-MNR
130953,B-A4
130954,I-A4
130955,I-A4
130956,O
130957,B-A0
130958,I-A0
130959,I-A0
130960,I-A0
130961,B-AM-NEG
130962,B-V
130963,B-A2
130964,I-A2
130965,I-A2
130966,O
130967,O
130968,B-V
130969,B-A1
130970,I-A1
130971,O
130972,O
130973,O
130974,O
130975,O
130976,O
130977,O
130978,O
130979,O
130980,O
130981,O
130982,O
130983,O
130984,B-AM-PNC
130985,I-AM-PNC
130986,I-AM-PNC
130987,I-AM-PNC
130988,O
130989,B-AM-TMP
130990,I-AM-TMP
130991,I-AM-TMP
130992,I-AM-TMP
130993,I-AM-TMP
130994,I-AM-TMP
130995,B-A0
130996,I-A0
130997,B-V
130998,B-A1
130999,I-A1
131000,O
131001,B-A0
131002,I-A0
131003,I-A0
131004,I-A0
131005,B-V
131006,B-AM-TMP
131007,I-AM-TMP
131008,I-AM-TMP
131009,B-A1
131010,I-A1
131011,I-A1
131012,O
131013,B-AM-PRD
131014,I-AM-PRD
131015,I-AM-PRD
131016,O
131017,B-A1
131018,I-A1
131019,I-A1
131020,I-A1
131021,I-A1
131022,I-A1
131023,I-A1
131024,I-A1
131025,B-V
131026,B-AM-MNR
131027,I-AM-MNR
131028,I-AM-MNR
131029,I-AM-MNR
131030,I-AM-MNR
131031,I-AM-MNR
131032,I-AM-MNR
131033,I-AM-MNR
131034,I-AM-MNR
131035,I-AM-MNR
131036,I-AM-MNR
131037,I-AM-MNR
131038,I-AM-MNR
131039,I-AM-MNR
131040,O
131041,O
131042,O
131043,O
131044,O
131045,O
131046,O
131047,O
131048,O
131049,O
131050,O
131051,O
131052,O
131053,O
131054,O
131055,B-A0
131056,I-A0
131057,I-A0
131058,I-A0
131059,I-A0
131060,I-A0
131061,I-A0
131062,I-A0
131063,O
131064,O
131065,O
131066,O
131067,O
131068,O
131069,O
131070,O
131071,O
131072,O
131073,O
131074,O
131075,O
131076,O
131077,O
131078,O
131079,O
131080,B-V
131081,B-A1
131082,I-A1
131083,I-A1
131084,I-A1
131085,B-A2
131086,I-A2
131087,I-A2
131088,O
131089,B-AM-NEG
131090,O
131091,B-V
131092,B-A1
131093,I-A1
131094,I-A1
131095,I-A1
131096,I-A1
131097,I-A1
131098,I-A1
131099,I-A1
131100,I-A1
131101,I-A1
131102,I-A1
131103,I-A1
131104,I-A1
131105,I-A1
131106,I-A1
131107,I-A1
131108,I-A1
131109,I-A1
131110,I-A1
131111,I-A1
131112,I-A1
131113,O
131114,O
131115,O
131116,O
131117,O
131118,O
131119,O
131120,O
131121,O
131122,O
131123,B-V
131124,B-A2
131125,O
131126,O
131127,O
131128,O
131129,O
131130,O
131131,O
131132,O
131133,O
131134,O
131135,O
131136,O
131137,O
131138,O
131139,O
131140,O
131141,O
131142,O
131143,O
131144,O
131145,O
131146,O
131147,O
131148,O
131149,O
131150,O
131151,O
131152,B-V
131153,B-AM-ADV
131154,B-A1
131155,I-A1
131156,I-A1
131157,I-A1
131158,I-A1
131159,I-A1
131160,I-A1
131161,I-A1
131162,I-A1
131163,O
131164,O
131165,O
131166,O
131167,O
131168,O
131169,O
131170,O
131171,O
131172,O
131173,O
131174,O
131175,B-AM-NEG
131176,O
131177,O
131178,B-V
131179,B-C-V
131180,B-A1
131181,I-A1
131182,I-A1
131183,I-A1
131184,O
131185,O
131186,B-AM-DIS
131187,I-AM-DIS
131188,O
131189,B-A0
131190,B-AM-NEG
131191,O
131192,B-V
131193,B-A1
131194,I-A1
131195,I-A1
131196,I-A1
131197,I-A1
131198,I-A1
131199,I-A1
131200,I-A1
131201,I-A1
131202,I-A1
131203,I-A1
131204,I-A1
131205,I-A1
131206,I-A1
131207,O
131208,O
131209,O
131210,O
131211,B-A0
131212,O
131213,O
131214,O
131215,O
131216,O
131217,B-V
131218,B-A1
131219,I-A1
131220,I-A1
131221,I-A1
131222,B-AM-MNR
131223,I-AM-MNR
131224,I-AM-MNR
131225,I-AM-MNR
131226,I-AM-MNR
131227,I-AM-MNR
131228,I-AM-MNR
131229,O
131230,B-A0
