,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3,LEMMA_GRAND_PARENT,LEMMA_PARENT
98595,,,,,sobreviver
98596,,,,sobreviver,esperar
98597,,,,sobreviver,esperar
98598,,,,sobreviver,esperar
98599,onde,menos,se,,sobreviver
98600,,,,,sobreviver
98601,,,,,sobreviver
98602,,,,,sobreviver
98603,,,,sobreviver,tentar
98604,por_mais_que,matar,,,sobreviver
98605,craque,,,sobreviver,tentar
98606,,,,matar,craque
98607,o,,,tentar,matar
98608,,,,,sobreviver
98609,,,,,sobreviver
98610,,,,,sobreviver
98611,afinal,-,tentar,,
98612,,,,,sobreviver
98613,ou,ali,,,sobreviver
98614,,,,sobreviver,aqui
98615,,,,sobreviver,aqui
98616,,,,,sobreviver
98617,,,,sobreviver,esperar
98618,,,,sobreviver,esperar
98619,,,,sobreviver,esperar
98620,onde,menos,se,,sobreviver
98621,,,,,sobreviver
98622,,,,,sobreviver
98623,,,,,sobreviver
98624,,,,sobreviver,tentar
98625,por_mais_que,matar,,,sobreviver
98626,craque,,,sobreviver,tentar
98627,,,,matar,craque
98628,o,,,tentar,matar
98629,,,,,sobreviver
98630,,,,,sobreviver
98631,,,,,sobreviver
98632,afinal,-,tentar,,
98633,,,,,sobreviver
98634,ou,ali,,,sobreviver
98635,,,,sobreviver,aqui
98636,,,,sobreviver,aqui
98637,,,,,sobreviver
98638,,,,sobreviver,esperar
98639,,,,sobreviver,esperar
98640,,,,sobreviver,esperar
98641,onde,menos,se,,sobreviver
98642,,,,,sobreviver
98643,,,,,lançar
98644,,,,,lançar
98645,Menem,se,candidato,,
98646,,,,,lançar
98647,2003,,,,lançar
98648,,,,lançar,em
98649,,,,dizer,presidente
98650,o,argentino,-,,dizer
98651,,,,dizer,presidente
98652,,,,dizer,presidente
98653,,,,dizer,presidente
98654,,,,dizer,presidente
98655,presidente,lançar,ser,,
98656,,,,dizer,lançar
98657,que,candidatura,,,dizer
98658,,,,lançar,candidatura
98659,seu,para,,dizer,lançar
98660,eleição,,,lançar,candidatura
98661,,,,para,eleição
98662,o,de,,candidatura,para
98663,2003,,,para,eleição
98664,,,,eleição,de
98665,,,,dizer,ser
98666,se,eleger,,,dizer
98667,em,,,dizer,ser
98668,1995,,,ser,eleger
98669,,,,eleger,em
98670,,,,,dizer
98671,,,,dizer,presidente
98672,o,argentino,-,,dizer
98673,,,,dizer,presidente
98674,,,,dizer,presidente
98675,,,,dizer,presidente
98676,,,,dizer,presidente
98677,presidente,lançar,ser,,
98678,,,,dizer,lançar
98679,que,candidatura,,,dizer
98680,,,,lançar,candidatura
98681,seu,para,,dizer,lançar
98682,eleição,,,lançar,candidatura
98683,,,,para,eleição
98684,o,de,,candidatura,para
98685,2003,,,para,eleição
98686,,,,eleição,de
98687,,,,dizer,ser
98688,se,eleger,,,dizer
98689,em,,,dizer,ser
98690,1995,,,ser,eleger
98691,,,,eleger,em
98692,,,,,dizer
98693,,,,dizer,presidente
98694,o,argentino,-,,dizer
98695,,,,dizer,presidente
98696,,,,dizer,presidente
98697,,,,dizer,presidente
98698,,,,dizer,presidente
98699,presidente,lançar,ser,,
98700,,,,dizer,lançar
98701,que,candidatura,,,dizer
98702,,,,lançar,candidatura
98703,seu,para,,dizer,lançar
98704,eleição,,,lançar,candidatura
98705,,,,para,eleição
98706,o,de,,candidatura,para
98707,2003,,,para,eleição
98708,,,,eleição,de
98709,,,,dizer,ser
98710,se,eleger,,,dizer
98711,em,,,dizer,ser
98712,1995,,,ser,eleger
98713,,,,eleger,em
98714,,,,,dizer
98715,de,,,ser,reeleger
98716,mandato,,,reeleger,depois
98717,,,,de,mandato
98718,dois,,,depois,de
98719,,,,,poder
98720,,,,,poder
98721,,,,ser,reeleger
98722,-,Menem,ser,,
98723,reeleger,,,,poder
98724,depois,não,em,poder,ser
98725,1999,,,ser,reeleger
98726,,,,reeleger,em
98727,,,,,poder
98728,,,,dizer,esperar
98729,-,ano,e,,dizer
98730,,,,esperar,ano
98731,quatro,,,dizer,esperar
98732,,,,dizer,esperar
98733,a,,,dizer,esperar
98734,apresentar,,,esperar,voltar
98735,,,,a,apresentar
98736,eu,,,voltar,a
98737,,,,dizer,esperar
98738,,,,,dizer
98739,esperar,-,-,,
98740,,,,,dizer
98741,,,,dizer,esperar
98742,-,ano,e,,dizer
98743,,,,esperar,ano
98744,quatro,,,dizer,esperar
98745,,,,dizer,esperar
98746,a,,,dizer,esperar
98747,apresentar,,,esperar,voltar
98748,,,,a,apresentar
98749,eu,,,voltar,a
98750,,,,dizer,esperar
98751,,,,,dizer
98752,esperar,-,-,,
98753,,,,,dizer
98754,,,,,matar
98755,bomba,pessoa,em,,
98756,,,,matar,pessoa
98757,dois,,,,matar
98758,Irã,,,,matar
98759,,,,em,Irã
98760,o,,,matar,em
98761,,,,matar,bomba
98762,dois,,,,matar
98763,bomba,pessoa,em,,
98764,,,,matar,pessoa
98765,dois,,,,matar
98766,Teerã,,,,matar
98767,,,,matar,em
98768,,,,,matar
98769,,,,,matar
98770,agência,,,,matar
98771,,,,segundo,agência
98772,o,oficial,de,matar,segundo
98773,,,,segundo,agência
98774,notícia,,,segundo,agência
98775,-,Irna,-,agência,de
98776,,,,de,notícia
98777,,,,de,notícia
98778,,,,de,notícia
98779,,,,,matar
98780,,,,ser,apontar
98781,apontar,suspeito,-,,
98782,não,ter,achar,,ser
98783,por,,,,ser
98784,atentado,,,ser,suspeito
98785,,,,por,atentado
98786,o,,,suspeito,por
98787,,,,apontar,ter
98788,embora,ser,,ser,apontar
98789,dizer,,,apontar,ter
98790,,,,ter,ser
98791,,,,apontar,achar
98792,,,,achar,polícia
98793,o,,,apontar,achar
98794,que,polícia,pista,ser,apontar
98795,de,,,apontar,achar
98796,terrorista,,,achar,pista
98797,,,,de,terrorista
98798,o,,,pista,de
98799,,,,,ser
98800,,,,ser,apontar
98801,apontar,suspeito,-,,
98802,não,ter,achar,,ser
98803,por,,,,ser
98804,atentado,,,ser,suspeito
98805,,,,por,atentado
98806,o,,,suspeito,por
98807,,,,apontar,ter
98808,embora,ser,,ser,apontar
98809,dizer,,,apontar,ter
98810,,,,ter,ser
98811,,,,apontar,achar
98812,,,,achar,polícia
98813,o,,,apontar,achar
98814,que,polícia,pista,ser,apontar
98815,de,,,apontar,achar
98816,terrorista,,,achar,pista
98817,,,,de,terrorista
98818,o,,,pista,de
98819,,,,,ser
98820,,,,incidir,eísfora
98821,o,,,,incidir
98822,eísfora,sobre,-,,
98823,valor,,,,incidir
98824,,,,sobre,valor
98825,o,de,,incidir,sobre
98826,propriedade,,,sobre,valor
98827,,,,de,propriedade
98828,o,-,estar,valor,de
98829,,,,de,propriedade
98830,,,,propriedade,estar
98831,o_qual,devidamente,registrar,de,propriedade
98832,,,,propriedade,estar
98833,em,,,propriedade,estar
98834,diagrama,,,estar,registrar
98835,,,,em,diagrama
98836,,,,em,diagrama
98837,o,-,-,registrar,em
98838,,,,em,diagrama
98839,,,,em,diagrama
98840,,,,,incidir
98841,,,,incidir,eísfora
98842,o,,,,incidir
98843,eísfora,sobre,-,,
98844,valor,,,,incidir
98845,,,,sobre,valor
98846,o,de,,incidir,sobre
98847,propriedade,,,sobre,valor
98848,,,,de,propriedade
98849,o,-,estar,valor,de
98850,,,,de,propriedade
98851,,,,propriedade,estar
98852,o_qual,devidamente,registrar,de,propriedade
98853,,,,propriedade,estar
98854,em,,,propriedade,estar
98855,diagrama,,,estar,registrar
98856,,,,em,diagrama
98857,,,,em,diagrama
98858,o,-,-,registrar,em
98859,,,,em,diagrama
98860,,,,em,diagrama
98861,,,,,incidir
98862,se,de,-,,
98863,,,,,tratar
98864,imposto,,,,tratar
98865,,,,de,imposto
98866,um,sobre,,tratar,de
98867,capital,,,de,imposto
98868,,,,sobre,capital
98869,o,,,imposto,sobre
98870,,,,,tratar
98871,se,de,-,,
98872,,,,,tratar
98873,contribuição,,,,tratar
98874,para,,,tratar,de
98875,construir,,,de,contribuição
98876,barco,,,contribuição,para
98877,,,,construir,barco
98878,,,,construir,barco
98879,o,ágil,trirreme,para,construir
98880,,,,construir,barco
98881,,,,,tratar
98882,,,,,correr
98883,,,,correr,construção
98884,o,quanto_a,manutenção,,correr
98885,,,,correr,construção
98886,de,,,correr,construção
98887,equipagem,,,construção,manutenção
98888,,,,de,equipagem
98889,o,,,manutenção,de
98890,tanto,construção,por_conta,,
98891,de,,,,correr
98892,o,,,correr,por_conta
98893,ter,,,por_conta,de
98894,,,,o,ter
98895,que,recurso,,de,o
98896,,,,ter,recurso
98897,muito,,,o,ter
98898,,,,,correr
98899,,,,,correr
98900,,,,correr,construção
98901,o,quanto_a,manutenção,,correr
98902,,,,correr,construção
98903,de,,,correr,construção
98904,equipagem,,,construção,manutenção
98905,,,,de,equipagem
98906,o,,,manutenção,de
98907,tanto,construção,por_conta,,
98908,de,,,,correr
98909,o,,,correr,por_conta
98910,ter,,,por_conta,de
98911,,,,o,ter
98912,que,recurso,,de,o
98913,,,,ter,recurso
98914,muito,,,o,ter
98915,,,,,correr
98916,,,,ser,Movimento_Zona_Sul
98917,o,,,,ser
98918,Movimento_Zona_Sul,criar,-,,
98919,em,durante,,,ser
98920,ano,,,ser,criar
98921,,,,em,ano
98922,o,passar,,criar,em
98923,,,,em,ano
98924,,,,,ser
98925,polêmica,,,ser,criar
98926,,,,durante,polêmica
98927,o,a_respeito_de,,criar,durante
98928,realização,,,durante,polêmica
98929,,,,a_respeito_de,realização
98930,o,de,,polêmica,a_respeito_de
98931,obra,,,a_respeito_de,realização
98932,,,,de,obra
98933,o,de,,realização,de
98934,prolongamento,,,de,obra
98935,de,,,obra,de
98936,avenida,-,zona,de,prolongamento
98937,,,,de,avenida
98938,o,Faria_Lima,,prolongamento,de
98939,,,,de,avenida
98940,,,,prolongamento,de
98941,sul,,,prolongamento,de
98942,,,,de,zona
98943,,,,prolongamento,de
98944,,,,,ser
98945,por,,,,defender
98946,advogado,,,defender,comandar
98947,,,,por,advogado
98948,o,Luiz_Antonio_Siqueira_Dias,,comandar,por
98949,,,,por,advogado
98950,,,,,defender
98951,,,,defender,grupo
98952,o,,,,defender
98953,comandar,-,grupo,,
98954,,,,defender,obra
98955,o,-,ser,,defender
98956,,,,defender,obra
98957,,,,obra,ser
98958,que,iniciar,,defender,obra
98959,recentemente,,,obra,ser
98960,,,,ser,iniciar
98961,,,,,defender
98962,por,,,,defender
98963,advogado,,,defender,comandar
98964,,,,por,advogado
98965,o,Luiz_Antonio_Siqueira_Dias,,comandar,por
98966,,,,por,advogado
98967,,,,,defender
98968,,,,defender,grupo
98969,o,,,,defender
98970,comandar,-,grupo,,
98971,,,,defender,obra
98972,o,-,ser,,defender
98973,,,,defender,obra
98974,,,,obra,ser
98975,que,iniciar,,defender,obra
98976,recentemente,,,obra,ser
98977,,,,ser,iniciar
98978,,,,,defender
98979,,,,usar,pessoa
98980,3.978,,,,usar
98981,pessoa,Folha_Informações,,,
98982,,,,usar,Folha_Informações
98983,o,,,,usar
98984,,,,atender,Folha_Informações
98985,o,,,,atender
98986,Folha_Informações,em,pessoa,,
98987,fim-de-semana,,,,atender
98988,,,,em,fim-de-semana
98989,,,,em,fim-de-semana
98990,o,último,,atender,em
98991,,,,atender,pessoa
98992,3.978,-,acionar,,atender
98993,,,,atender,pessoa
98994,,,,pessoa,acionar
98995,que,serviço,para,atender,pessoa
98996,,,,acionar,serviço
98997,o,,,pessoa,acionar
98998,saber,,,pessoa,acionar
98999,resultado,,,acionar,para
99000,,,,saber,resultado
99001,o,de,,para,saber
99002,Guarani,,,saber,resultado
99003,e,Palmeiras,,resultado,de
99004,,,,de,Guarani
99005,,,,de,Guarani
99006,,,,,atender
99007,,,,atender,Folha_Informações
99008,o,,,,atender
99009,Folha_Informações,em,pessoa,,
99010,fim-de-semana,,,,atender
99011,,,,em,fim-de-semana
99012,,,,em,fim-de-semana
99013,o,último,,atender,em
99014,,,,atender,pessoa
99015,3.978,-,acionar,,atender
99016,,,,atender,pessoa
99017,,,,pessoa,acionar
99018,que,serviço,para,atender,pessoa
99019,,,,acionar,serviço
99020,o,,,pessoa,acionar
99021,saber,,,pessoa,acionar
99022,resultado,,,acionar,para
99023,,,,saber,resultado
99024,o,de,,para,saber
99025,Guarani,,,saber,resultado
99026,e,Palmeiras,,resultado,de
99027,,,,de,Guarani
99028,,,,de,Guarani
99029,,,,,atender
99030,,,,atender,Folha_Informações
99031,o,,,,atender
99032,Folha_Informações,em,pessoa,,
99033,fim-de-semana,,,,atender
99034,,,,em,fim-de-semana
99035,,,,em,fim-de-semana
99036,o,último,,atender,em
99037,,,,atender,pessoa
99038,3.978,-,acionar,,atender
99039,,,,atender,pessoa
99040,,,,pessoa,acionar
99041,que,serviço,para,atender,pessoa
99042,,,,acionar,serviço
99043,o,,,pessoa,acionar
99044,saber,,,pessoa,acionar
99045,resultado,,,acionar,para
99046,,,,saber,resultado
99047,o,de,,para,saber
99048,Guarani,,,saber,resultado
99049,e,Palmeiras,,resultado,de
99050,,,,de,Guarani
99051,,,,de,Guarani
99052,,,,,atender
99053,,,,acontecer,pico
99054,o,de,,,acontecer
99055,audiência,,,acontecer,pico
99056,,,,pico,de
99057,pico,entre,-,,
99058,20h,,,,acontecer
99059,,,,entre,20h
99060,o,e,21h,acontecer,entre
99061,,,,entre,20h
99062,,,,entre,20h
99063,sábado,,,entre,20h
99064,-,atender,,20h,de
99065,,,,de,sábado
99066,,,,sábado,atender
99067,,,,atender,sistema
99068,o,,,sábado,atender
99069,quando,sistema,ligação,de,sábado
99070,,,,atender,ligação
99071,309,,,sábado,atender
99072,,,,,acontecer
99073,,,,acontecer,pico
99074,o,de,,,acontecer
99075,audiência,,,acontecer,pico
99076,,,,pico,de
99077,pico,entre,-,,
99078,20h,,,,acontecer
99079,,,,entre,20h
99080,o,e,21h,acontecer,entre
99081,,,,entre,20h
99082,,,,entre,20h
99083,sábado,,,entre,20h
99084,-,atender,,20h,de
99085,,,,de,sábado
99086,,,,sábado,atender
99087,,,,atender,sistema
99088,o,,,sábado,atender
99089,quando,sistema,ligação,de,sábado
99090,,,,atender,ligação
99091,309,,,sábado,atender
99092,,,,,acontecer
99093,com,,,,atrair
99094,nome,,,atrair,instituto
99095,de,,,instituto,com
99096,Ulysses,,,com,nome
99097,,,,nome,de
99098,,,,,atrair
99099,instituto,não,PMDB,,
99100,,,,,atrair
99101,,,,comparecer,dirigente
99102,nenhum,de,,,comparecer
99103,PMDB,,,comparecer,dirigente
99104,,,,de,PMDB
99105,o,,,dirigente,de
99106,dirigente,ontem,-,,
99107,,,,,comparecer
99108,,,,,comparecer
99109,São_Paulo,,,,comparecer
99110,,,,comparecer,em
99111,,,,,comparecer
99112,cerimônia,,,,comparecer
99113,,,,a,cerimônia
99114,o,de,,comparecer,a
99115,instalação,,,a,cerimônia
99116,de,,,cerimônia,de
99117,Instituto_Ulysses_Guimarães_de_Estudos_Políticos_e_Sociais,,,de,instalação
99118,,,,de,Instituto_Ulysses_Guimarães_de_Estudos_Políticos_e_Sociais
99119,o,,,instalação,de
99120,,,,,comparecer
99121,,,,,morrer
99122,Ulysses,em,como,,
99123,1992,,,,morrer
99124,,,,morrer,em
99125,presidente,,,,morrer
99126,nacional,de,,morrer,como
99127,,,,como,presidente
99128,partido,,,como,presidente
99129,,,,de,partido
99130,o,,,presidente,de
99131,,,,,morrer
99132,e,Luiz_Antonio_Fleury_Filho,,,estar
99133,,,,estar,Orestes_Quércia
99134,,,,estar,Orestes_Quércia
99135,,,,,estar
99136,Orestes_Quércia,não,em,,
99137,sede,,,,estar
99138,,,,em,sede
99139,o,de,,estar,em
99140,entidade,,,em,sede
99141,,,,de,entidade
99142,o,,,sede,de
99143,,,,,estar
99144,,,,ganhar,carro
99145,o,,,,ganhar
99146,carro,ainda,proteção,,
99147,,,,,ganhar
99148,sob,,,,ganhar
99149,cárter,e,sob,ganhar,proteção
99150,,,,sob,cárter
99151,o,,,proteção,sob
99152,,,,proteção,sob
99153,tanque,,,proteção,sob
99154,,,,sob,tanque
99155,o,de,,sob,sob
99156,gasolina,,,sob,tanque
99157,,,,tanque,de
99158,,,,,ganhar
99159,suportar,,,,ganhar
99160,com,choque,,ganhar,para
99161,risco,,,para,suportar
99162,,,,com,risco
99163,pequeno,,,suportar,com
99164,,,,suportar,choque
99165,o,contra,,para,suportar
99166,pedra,,,suportar,choque
99167,,,,contra,pedra
99168,o,,,choque,contra
99169,,,,,ganhar
99170,,,,ganhar,carro
99171,o,,,,ganhar
99172,carro,ainda,proteção,,
99173,,,,,ganhar
99174,sob,,,,ganhar
99175,cárter,e,sob,ganhar,proteção
99176,,,,sob,cárter
99177,o,,,proteção,sob
99178,,,,proteção,sob
99179,tanque,,,proteção,sob
99180,,,,sob,tanque
99181,o,de,,sob,sob
99182,gasolina,,,sob,tanque
99183,,,,tanque,de
99184,,,,,ganhar
99185,suportar,,,,ganhar
99186,com,choque,,ganhar,para
99187,risco,,,para,suportar
99188,,,,com,risco
99189,pequeno,,,suportar,com
99190,,,,suportar,choque
99191,o,contra,,para,suportar
99192,pedra,,,suportar,choque
99193,,,,contra,pedra
99194,o,,,choque,contra
99195,,,,,ganhar
99196,,,,ser,altura
99197,o,de,,,ser
99198,solo,,,ser,altura
99199,,,,de,solo
99200,o,,,altura,de
99201,altura,ampliar,-,,
99202,em,para,,,ser
99203,centímetro,,,ser,ampliar
99204,,,,em,centímetro
99205,algum,,,ampliar,em
99206,facilitar,,,ser,ampliar
99207,investida,,,ampliar,para
99208,,,,facilitar,investida
99209,o,fora_de,,para,facilitar
99210,estrada,,,facilitar,investida
99211,,,,investida,fora_de
99212,,,,,ser
99213,,,,ser,altura
99214,o,de,,,ser
99215,solo,,,ser,altura
99216,,,,de,solo
99217,o,,,altura,de
99218,altura,ampliar,-,,
99219,em,para,,,ser
99220,centímetro,,,ser,ampliar
99221,,,,em,centímetro
99222,algum,,,ampliar,em
99223,facilitar,,,ser,ampliar
99224,investida,,,ampliar,para
99225,,,,facilitar,investida
99226,o,fora_de,,para,facilitar
99227,estrada,,,facilitar,investida
99228,,,,investida,fora_de
99229,,,,,ser
99230,,,,dever,crise
99231,o,em,,,dever
99232,México,,,dever,crise
99233,,,,em,México
99234,o,,,crise,em
99235,crise,fazer,-,,
99236,com,,,,dever
99237,receber,,,dever,fazer
99238,,,,com,receber
99239,,,,receber,país
99240,,,,receber,país
99241,todo,o,emergente,com,receber
99242,,,,receber,país
99243,que,país,volume,fazer,com
99244,,,,receber,volume
99245,,,,receber,volume
99246,um,pequeno,de,com,receber
99247,capital,,,receber,volume
99248,externo,de,-,volume,de
99249,,,,de,capital
99250,renda,,,de,capital
99251,fixo,,,capital,de
99252,,,,de,renda
99253,,,,de,capital
99254,-,por_exemplo,-,de,capital
99255,,,,capital,aplicar
99256,,,,capital,aplicar
99257,,,,capital,aplicar
99258,eurobônus,,,capital,aplicar
99259,,,,aplicar,em
99260,,,,de,capital
99261,,,,,dever
99262,,,,dever,crise
99263,o,em,,,dever
99264,México,,,dever,crise
99265,,,,em,México
99266,o,,,crise,em
99267,crise,fazer,-,,
99268,com,,,,dever
99269,receber,,,dever,fazer
99270,,,,com,receber
99271,,,,receber,país
99272,,,,receber,país
99273,todo,o,emergente,com,receber
99274,,,,receber,país
99275,que,país,volume,fazer,com
99276,,,,receber,volume
99277,,,,receber,volume
99278,um,pequeno,de,com,receber
99279,capital,,,receber,volume
99280,externo,de,-,volume,de
99281,,,,de,capital
99282,renda,,,de,capital
99283,fixo,,,capital,de
99284,,,,de,renda
99285,,,,de,capital
99286,-,por_exemplo,-,de,capital
99287,,,,capital,aplicar
99288,,,,capital,aplicar
99289,,,,capital,aplicar
99290,eurobônus,,,capital,aplicar
99291,,,,aplicar,em
99292,,,,de,capital
99293,,,,,dever
99294,,,,,acreditar
99295,ele,-,no_entanto,,
99296,,,,,acreditar
99297,,,,,acreditar
99298,,,,,acreditar
99299,,,,acreditar,dever
99300,,,,dever,mercado
99301,o,acionário,brasileiro,acreditar,dever
99302,,,,dever,mercado
99303,,,,dever,mercado
99304,que,mercado,crescer,,acreditar
99305,em,,,acreditar,dever
99306,1995,,,dever,crescer
99307,,,,crescer,em
99308,,,,,acreditar
99309,,,,,acreditar
99310,ele,-,no_entanto,,
99311,,,,,acreditar
99312,,,,,acreditar
99313,,,,,acreditar
99314,,,,acreditar,dever
99315,,,,dever,mercado
99316,o,acionário,brasileiro,acreditar,dever
99317,,,,dever,mercado
99318,,,,dever,mercado
99319,que,mercado,crescer,,acreditar
99320,em,,,acreditar,dever
99321,1995,,,dever,crescer
99322,,,,crescer,em
99323,,,,,acreditar
99324,dia,,,,haver
99325,,,,em,dia
99326,,,,em,dia
99327,o,último,,haver,em
99328,,,,,haver
99329,em,-,saída,,
99330,,,,haver,saída
99331,um,de,de,,haver
99332,US$,,,haver,saída
99333,milhão,,,saída,de
99334,,,,US$,milhão
99335,100,,,de,US$
99336,custódia,,,haver,saída
99337,,,,de,custódia
99338,o,de,,saída,de
99339,instituição,,,de,custódia
99340,,,,de,instituição
99341,o,,,custódia,de
99342,,,,,haver
99343,crise,,,,haver
99344,,,,por_causa_de,crise
99345,o,de,,haver,por_causa_de
99346,México,,,por_causa_de,crise
99347,,,,de,México
99348,o,,,crise,de
99349,,,,,haver
99350,,,,,afirmar
99351,Meirelles,sair,-,,
99352,,,,afirmar,sair
99353,,,,sair,recurso
99354,esse,,,afirmar,sair
99355,,,,afirmar,sair
99356,que,recurso,não,,afirmar
99357,negócio,-,mas,afirmar,sair
99358,tradicional,de,,sair,de
99359,,,,de,negócio
99360,bolsa,,,de,negócio
99361,,,,negócio,de
99362,,,,sair,de
99363,,,,sair,de
99364,,,,sair,de
99365,operação,,,sair,de
99366,de,-,financiamento,de,de
99367,-,box,-,de,operação
99368,,,,operação,de
99369,,,,operação,de
99370,,,,operação,de
99371,,,,de,operação
99372,ter,,,de,operação
99373,como,,,operação,financiamento
99374,lastro,ação,,financiamento,ter
99375,,,,ter,como
99376,,,,ter,como
99377,,,,de,operação
99378,,,,,afirmar
99379,,,,,afirmar
99380,Meirelles,sair,-,,
99381,,,,afirmar,sair
99382,,,,sair,recurso
99383,esse,,,afirmar,sair
99384,,,,afirmar,sair
99385,que,recurso,não,,afirmar
99386,negócio,-,mas,afirmar,sair
99387,tradicional,de,,sair,de
99388,,,,de,negócio
99389,bolsa,,,de,negócio
99390,,,,negócio,de
99391,,,,sair,de
99392,,,,sair,de
99393,,,,sair,de
99394,operação,,,sair,de
99395,de,-,financiamento,de,de
99396,-,box,-,de,operação
99397,,,,operação,de
99398,,,,operação,de
99399,,,,operação,de
99400,,,,de,operação
99401,ter,,,de,operação
99402,como,,,operação,financiamento
99403,lastro,ação,,financiamento,ter
99404,,,,ter,como
99405,,,,ter,como
99406,,,,de,operação
99407,,,,,afirmar
99408,,,,,prever
99409,ele,-,contudo,,
99410,,,,,prever
99411,,,,,prever
99412,,,,,prever
99413,,,,prever,crescer
99414,,,,crescer,mercado
99415,o,acionário,,prever,crescer
99416,,,,crescer,mercado
99417,que,mercado,,,prever
99418,,,,,prever
99419,,,,chegar,custódia
99420,o,de,,prever,chegar
99421,ação,,,chegar,custódia
99422,de,,,custódia,de
99423,investidor,,,de,ação
99424,estrangeiro,em,,ação,de
99425,,,,de,investidor
99426,instituição,,,de,investidor
99427,,,,em,instituição
99428,o,,,investidor,em
99429,custódia,a,a,,prever
99430,US$,,,prever,chegar
99431,bilhão,,,chegar,a
99432,,,,US$,bilhão
99433,"5,5",,,a,US$
99434,final,,,prever,chegar
99435,,,,a,final
99436,o,de,,chegar,a
99437,1995,,,a,final
99438,,,,final,de
99439,,,,,prever
99440,,,,,prever
99441,ele,-,contudo,,
99442,,,,,prever
99443,,,,,prever
99444,,,,,prever
99445,,,,prever,crescer
99446,,,,crescer,mercado
99447,o,acionário,,prever,crescer
99448,,,,crescer,mercado
99449,que,mercado,,,prever
99450,,,,,prever
99451,,,,chegar,custódia
99452,o,de,,prever,chegar
99453,ação,,,chegar,custódia
99454,de,,,custódia,de
99455,investidor,,,de,ação
99456,estrangeiro,em,,ação,de
99457,,,,de,investidor
99458,instituição,,,de,investidor
99459,,,,em,instituição
99460,o,,,investidor,em
99461,custódia,a,a,,prever
99462,US$,,,prever,chegar
99463,bilhão,,,chegar,a
99464,,,,US$,bilhão
99465,"5,5",,,a,US$
99466,final,,,prever,chegar
99467,,,,a,final
99468,o,de,,chegar,a
99469,1995,,,a,final
99470,,,,final,de
99471,,,,,prever
99472,evitar,,,,deixar
99473,dar,,,deixar,apesar_de
99474,não,,,apesar_de,evitar
99475,,,,dar,não
99476,um,definitivo,,evitar,dar
99477,,,,dar,não
99478,,,,,deixar
99479,,,,,deixar
99480,apesar_de,-,Marise,,
99481,,,,,deixar
99482,,,,deixar,dever
99483,que,recusar,,,deixar
99484,convite,,,deixar,dever
99485,,,,recusar,convite
99486,o,de,,dever,recusar
99487,Brizola,,,recusar,convite
99488,,,,convite,de
99489,,,,,deixar
99490,evitar,,,,deixar
99491,dar,,,deixar,apesar_de
99492,não,,,apesar_de,evitar
99493,,,,dar,não
99494,um,definitivo,,evitar,dar
99495,,,,dar,não
99496,,,,,deixar
99497,,,,,deixar
99498,apesar_de,-,Marise,,
99499,,,,,deixar
99500,,,,deixar,dever
99501,que,recusar,,,deixar
99502,convite,,,deixar,dever
99503,,,,recusar,convite
99504,o,de,,dever,recusar
99505,Brizola,,,recusar,convite
99506,,,,convite,de
99507,,,,,deixar
99508,evitar,,,,deixar
99509,dar,,,deixar,apesar_de
99510,não,,,apesar_de,evitar
99511,,,,dar,não
99512,um,definitivo,,evitar,dar
99513,,,,dar,não
99514,,,,,deixar
99515,,,,,deixar
99516,apesar_de,-,Marise,,
99517,,,,,deixar
99518,,,,deixar,dever
99519,que,recusar,,,deixar
99520,convite,,,deixar,dever
99521,,,,recusar,convite
99522,o,de,,dever,recusar
99523,Brizola,,,recusar,convite
99524,,,,convite,de
99525,,,,,deixar
99526,evitar,,,,deixar
99527,dar,,,deixar,apesar_de
99528,não,,,apesar_de,evitar
99529,,,,dar,não
99530,um,definitivo,,evitar,dar
99531,,,,dar,não
99532,,,,,deixar
99533,,,,,deixar
99534,apesar_de,-,Marise,,
99535,,,,,deixar
99536,,,,deixar,dever
99537,que,recusar,,,deixar
99538,convite,,,deixar,dever
99539,,,,recusar,convite
99540,o,de,,dever,recusar
99541,Brizola,,,recusar,convite
99542,,,,convite,de
99543,,,,,deixar
99544,,,,afirmar,ficar
99545,-,honrar,-,,afirmar
99546,,,,ficar,honrar
99547,muito,com,,afirmar,ficar
99548,proposta,,,ficar,honrar
99549,,,,com,proposta
99550,o,,,honrar,com
99551,,,,afirmar,ficar
99552,,,,afirmar,ficar
99553,,,,ter,governador
99554,o,Brizola,,ficar,ter
99555,,,,ter,governador
99556,governador,nome,,afirmar,ficar
99557,bom,,,ficar,ter
99558,,,,nome,bom
99559,muito,para,,ter,nome
99560,compor,,,nome,bom
99561,chapa,,,bom,para
99562,,,,compor,chapa
99563,seu,,,para,compor
99564,,,,afirmar,ficar
99565,,,,,afirmar
99566,ficar,-,-,,
99567,,,,,afirmar
99568,,,,afirmar,ficar
99569,-,honrar,-,,afirmar
99570,,,,ficar,honrar
99571,muito,com,,afirmar,ficar
99572,proposta,,,ficar,honrar
99573,,,,com,proposta
99574,o,,,honrar,com
99575,,,,afirmar,ficar
99576,,,,afirmar,ficar
99577,,,,ter,governador
99578,o,Brizola,,ficar,ter
99579,,,,ter,governador
99580,governador,nome,,afirmar,ficar
99581,bom,,,ficar,ter
99582,,,,nome,bom
99583,muito,para,,ter,nome
99584,compor,,,nome,bom
99585,chapa,,,bom,para
