,ID,S,P,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG0,ARG1,ARG2,ARG3,ARG4,ARG5,ARG6
42530,19,2017,3548,carteiros,carteiro,N,M|P,5,N<PRED,(CU(NP*,-,*,,,,,,
42531,20,2017,3548,de,de,PRP,-,19,N<,(PP*,-,*,,,,,,
42532,21,2017,3548,a,o,ART,F|S,22,>N,(NP*,-,*,,,,,,
42533,22,2017,3548,ECT,ECT,PROP,F|S,20,P<,*,-,*,,,,,,
42534,23,2017,3548,(,-,PU,-,22,PU,*,-,*,,,,,,
42535,24,2017,3548,Empresa_de_Correios_e_Telégrafos,Empresa_de_Correios_e_Telégrafos,PROP,F|S,22,APP,(NP*),-,*,,,,,,
42536,25,2017,3548,),-,PU,-,22,PU,*))),-,*,,,,,,
42537,26,2017,3548,",",-,PU,-,19,PU,*,-,*,,,,,,
42538,27,2017,3548,agências,agência,N,F|P,19,CJT,(NP*),-,*,,,,,,
42539,28,2017,3548,e,e,CONJ-C,-,19,CO,*,-,*,,,,,,
42540,29,2017,3548,postos,posto,N,M|P,19,CJT,(NP*,-,*,,,,,,
42541,30,2017,3548,de,de,PRP,-,29,N<,(PP*,-,*,,,,,,
42542,31,2017,3548,atendimentos,atendimento,N,M|P,30,P<,(NP*)),-,*,,,,,,
42543,32,2017,3548,de,de,PRP,-,29,N<,(PP*,-,*,,,,,,
42544,33,2017,3548,o,o,ART,M|S,34,>N,(NP*,-,*,,,,,,
42545,34,2017,3548,Banco_do_Brasil,Banco_do_Brasil,PROP,M|S,32,P<,*))),-,*,,,,,,
42546,35,2017,3548,",",-,PU,-,19,PU,*,-,*,,,,,,
42547,36,2017,3548,Caixa_Econômica_Federal,Caixa_Econômica_Federal,PROP,F|S,19,CJT,(NP*),-,*,,,,,,
42548,37,2017,3548,",",-,PU,-,19,PU,*,-,*,,,,,,
42549,38,2017,3548,além_de,além_de,PRP,-,19,CO,*,-,*,,,,,,
42550,39,2017,3548,postos,posto,N,M|P,19,CJT,(NP*,-,*,,,,,,
42551,40,2017,3548,lotéricos,lotérico,ADJ,M|P,39,N<,(ADJP*)))),-,*),,,,,,
42552,41,2017,3548,.,-,PU,-,3,PU,*),-,*,,,,,,
42553,1,2018,3548,«,-,PU,-,8,PU,(FCL*,-,*,,,,,,
42554,2,2018,3548,Durante,durante,PRP,-,10,ADVL,(PP*,-,(AM-TMP*,,,,,,
42555,3,2018,3548,15,15,NUM,M|P,4,>N,(NP*,-,*,,,,,,
42556,4,2018,3548,dias,dia,N,M|P,2,P<,*)),-,*),,,,,,
42557,5,2018,3548,",",-,PU,-,8,PU,*,-,*,,,,,,
42558,6,2018,3548,os,o,ART,M|P,7,>N,(NP*,-,(A0*,,,,,,
42559,7,2018,3548,bancos,banco,N,M|P,8,SUBJ,*),-,*),,,,,,
42560,8,2018,3548,vão,ir,V-FIN,PR|3P|IND,0,STA,(VP-*),-,*,,,,,,
42561,9,2018,3548,lhe,ele,PRON-PERS,M/F|3S|DAT,10,DAT,(NP*),-,(A2*),,,,,,
42562,10,2018,3549,dar,dar,V-INF,-,8,MV,(-VP*),dar,(V*),,,,,,
42563,11,2018,3549,reais,real,N,M|P,10,ACC,(NP*),-,(A1*),,,,,,
42564,12,2018,3549,em_troca,em_troca,ADV,-,10,ADVL,(ADVP*,-,(C-V*),,,,,,
42565,13,2018,3549,de,de,PRP,-,12,A<,(PP*,-,(A3*,,,,,,
42566,14,2018,3549,cruzeiros,cruzeiro,N,M|P,13,P<,(NP*,-,*,,,,,,
42567,15,2018,3549,reais,real,ADJ,M|P,14,N<,(ADJP*)))),-,*),,,,,,
42568,16,2018,3549,.,-,PU,-,8,PU,*),-,*,,,,,,
42569,1,2019,3549,Se,se,CONJ-S,-,2,SUB,(FCL(FCL*,-,(AM-ADV*,,,,,,
42570,2,2019,3549,for,ser,V-FIN,FUT|3S|SUBJ,8,ADVL,(VP*),-,*,,,,,,
42571,3,2019,3549,necessário,necessário,ADJ,M|S,2,SC,(ADJP*)),-,*),,,,,,
42572,4,2019,3549,",",-,PU,-,7,PU,*,-,*,,,,,,
42573,5,2019,3549,esse,esse,PRON-DET,M|S,6,>N,(NP*,-,(A1*,,,,,,
42574,6,2019,3549,prazo,prazo,N,M|S,7,SUBJ,*),-,*),,,,,,
42575,7,2019,3549,será,ser,V-FIN,FUT|3S|IND,0,STA,(VP*,-,*,,,,,,
42576,8,2019,3550,prorrogado,prorrogar,V-PCP,M|S,7,MV,*),prorrogar,(V*),,,,,,
42577,9,2019,3550,.,-,PU,-,7,PU,*),-,*,,,,,,
42578,1,2020,3550,Por,por,PRP,-,6,ADVL,(FCL(PP*,-,(AM-CAU*,*,,,,,
42579,2,2020,3550,isso,isso,PRON-INDP,M|S,1,P<,(NP*)),-,*),*,,,,,
42580,3,2020,3550,",",-,PU,-,6,PU,*,-,*,*,,,,,
42581,4,2020,3550,você,você,PRON-PERS,M/F|3S|NOM,6,SUBJ,(NP*),-,(A1*),*,,,,,
42582,5,2020,3550,não,não,ADV,-,6,ADVL,(ADVP*),-,(AM-NEG*),*,,,,,
42583,6,2020,3550,precisa,precisar,V-FIN,PR|3S|IND,0,STA,(VP*),-,*,*,,,,,
42584,7,2020,3551,correr,correr,V-INF,-,6,ACC,(ICL(VP*),correr,(V*),*,,,,,
42585,8,2020,3551,para,para,PRP,-,7,ADVL,(PP*,-,(A2*,*,,,,,
42586,9,2020,3552,trocar,trocar,V-INF,-,8,P<,(ICL(VP*),trocar,*,(V*),,,,,
42587,10,2020,3552,o,o,ART,M|S,12,>N,(NP*,-,*,(A1*,,,,,
42588,11,2020,3552,seu,seu,PRON-DET,M|S,12,>N,*,-,*,*,,,,,
42589,12,2020,3552,dinheiro,dinheiro,N,M|S,9,ACC,*)))),-,*),*),,,,,
42590,13,2020,3552,»,-,PU,-,6,PU,*,-,*,*,,,,,
42591,14,2020,3552,.,-,PU,-,6,PU,*),-,*,*,,,,,
42592,1,2021,3552,Para,para,PRP,-,4,ADVL,(FCL(PP*,-,(AM-DIS*,,,,,,
42593,2,2021,3552,jogador,jogador,N,M|S,1,P<,(NP*)),-,*),,,,,,
42594,3,2021,3552,",",-,PU,-,4,PU,*,-,*,,,,,,
42595,4,2021,3553,falta,faltar,V-FIN,PR|3S|IND,0,STA,(VP*),faltar,(V*),,,,,,
42596,5,2021,3553,entrosamento,entrosamento,N,M|S,4,SUBJ,(NP*,-,(A1*,,,,,,
42597,6,2021,3553,em,em,PRP,-,5,N<,(PP*,-,*,,,,,,
42598,7,2021,3553,o,o,ART,M|S,8,>N,(NP*,-,*,,,,,,
42599,8,2021,3553,grupo,grupo,N,M|S,6,P<,*)))),-,*),,,,,,
42600,1,2022,3553,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,,,,,,
42601,2,2022,3553,atacante,atacante,N,M|S,4,SUBJ,*,-,*,,,,,,
42602,3,2022,3553,Casagrande,Casagrande,PROP,M|S,2,N<,(NP*)),-,*),,,,,,
42603,4,2022,3554,aponta,apontar,V-FIN,PR|3S|IND,0,STA,(VP*),apontar,(V*),,,,,,
42604,5,2022,3554,a,o,ART,F|S,6,>N,(NP*,-,(A1*,,,,,,
42605,6,2022,3554,falta,falta,N,F|S,4,ACC,*,-,*,,,,,,
42606,7,2022,3554,de,de,PRP,-,6,N<ARGO,(PP*,-,*,,,,,,
42607,8,2022,3554,entrosamento,entrosamento,N,M|S,7,P<,(NP*))),-,*),,,,,,
42608,9,2022,3554,como,como,ADV,-,4,OC,(ACL*,-,(A2*,,,,,,
42609,10,2022,3554,uma,uma,NUM,F|S,9,SC,(ADJP*,-,*,,,,,,
42610,11,2022,3554,de,de,PRP,-,10,N<,(PP*,-,*,,,,,,
42611,12,2022,3554,as,o,ART,F|P,13,>N,(NP*,-,*,,,,,,
42612,13,2022,3554,causas,causa,N,F|P,11,P<,*,-,*,,,,,,
42613,14,2022,3554,para,para,PRP,-,13,N<,(PP*,-,*,,,,,,
42614,15,2022,3554,o,o,ART,M|S,18,>N,(NP*,-,*,,,,,,
42615,16,2022,3554,seu,seu,PRON-DET,M|S,18,>N,*,-,*,,,,,,
42616,17,2022,3554,baixo,baixo,ADJ,M|S,18,>N,*,-,*,,,,,,
42617,18,2022,3554,desempenho,desempenho,N,M|S,14,P<,*)))))),-,*),,,,,,
42618,19,2022,3554,.,-,PU,-,4,PU,*),-,*,,,,,,
42619,1,2023,3554,«,-,PU,-,2,PU,(FCL(CU*,-,*,*,*,(A1*,,,
42620,2,2023,3555,Sei,saber,V-FIN,PR|1S|IND,17,ACC,(FCL(VP*),saber,(V*),*,*,*,,,
42621,3,2023,3555,que,que,CONJ-S,-,5,SUB,(FCL*,-,(A1*,*,*,*,,,
42622,4,2023,3555,não,não,ADV,-,6,ADVL,(ADVP*),-,*,(AM-NEG*),*,*,,,
42623,5,2023,3555,estou,estar,V-FIN,PR|1S|IND,2,ACC,(VP*,-,*,*,*,*,,,
42624,6,2023,3556,rendendo,render,V-GER,-,5,MV,*),render,*,(V*),*,*,,,
42625,7,2023,3556,tudo,tudo,PRON-INDP,M|S,6,ACC,(NP*,-,*,(A1*,*,*,,,
42626,8,2023,3556,que,que,PRON-INDP,M|S,9,ACC,(FCL(NP*),-,*,*,*,*,,,
42627,9,2023,3556,posso,poder,V-FIN,PR|1S|IND,7,N<,(VP*))))),-,*),*),*,*,,,
42628,10,2023,3556,",",-,PU,-,2,PU,*,-,*,*,*,*,,,
42629,11,2023,3556,mas,mas,CONJ-C,-,2,CO,*,-,*,*,*,*,,,
42630,12,2023,3557,estou,estar,V-FIN,PR|1S|IND,2,CJT,(FCL(VP*),estar,*,*,(V*),*,,,
42631,13,2023,3557,em,em,PRP,-,12,SA,(PP*,-,*,*,(A2*,*,,,
42632,14,2023,3557,evolução,evolução,N,F|S,13,P<,(NP*))),-,*,*,*),*,,,
42633,15,2023,3557,»,-,PU,-,2,PU,*),-,*,*,*,*),,,
42634,16,2023,3557,",",-,PU,-,17,PU,*,-,*,*,*,*,,,
42635,17,2023,3558,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),dizer,*,*,*,(V*),,,
42636,18,2023,3558,.,-,PU,-,17,PU,*),-,*,*,*,*,,,
42637,1,2024,3558,Folha,Folha,PROP,F|S,0,UTT,(SQ(NP*),-,(AM-DIS*),*,,,,,
42638,2,2024,3558,--,-,PU,-,1,PU,*,-,*,*,,,,,
42639,3,2024,3558,o_que,o_que,PRON-INDP,M|S,5,ACC,(FCL(NP*),-,(A2*),*,,,,,
42640,4,2024,3558,você,você,PRON-PERS,M/F|3S|NOM,5,SUBJ,(NP*),-,(A0*),(A0*),,,,,
42641,5,2024,3559,acha,achar,V-FIN,PR|3S|IND,1,QUE,(VP*),achar,(V*),*,,,,,
42642,6,2024,3559,de,de,PRP,-,5,PIV,(PP*,-,(A1*,*,,,,,
42643,7,2024,3559,as,o,ART,F|P,8,>N,(NP*,-,*,*,,,,,
42644,8,2024,3559,críticas,crítica,N,F|P,6,P<,*,-,*,*,,,,,
42645,9,2024,3559,que,que,PRON-INDP,F|P,11,ACC,(FCL(NP*),-,*,(A1*),,,,,
42646,10,2024,3559,vem,vir,V-FIN,PR|3S|IND,8,N<,(VP*,-,*,*,,,,,
42647,11,2024,3560,recebendo,receber,V-GER,-,10,MV,*),receber,*,(V*),,,,,
42648,12,2024,3560,de,de,PRP,-,11,PIV,(CU(PP*,-,*,(A2*,,,,,
42649,13,2024,3560,a,o,ART,F|S,14,>N,(NP*,-,*,*,,,,,
42650,14,2024,3560,torcida,torcida,N,F|S,12,P<,*)),-,*,*,,,,,
42651,15,2024,3560,e,e,CONJ-C,-,12,CO,*,-,*,*,,,,,
42652,16,2024,3560,de,de,PRP,-,12,CJT,(PP*,-,*,*,,,,,
42653,17,2024,3560,a,o,ART,F|S,18,>N,(NP*,-,*,*,,,,,
42654,18,2024,3560,imprensa,imprensa,N,F|S,16,P<,*)))))),-,*),*),,,,,
42655,19,2024,3560,?,-,PU,-,5,PU,*)),-,*,*,,,,,
42656,1,2025,3560,Segundo,segundo,PRP,-,13,ADVL,(CU(FCL(PP*,-,(AM-DIS*,*,,,,,
42657,2,2025,3560,o,o,ART,M|S,3,>N,(NP*,-,*,*,,,,,
42658,3,2025,3560,médico,médico,N,M|S,1,P<,*,-,*,*,,,,,
42659,4,2025,3560,Flávio_Pozzuto,Flávio_Pozzuto,PROP,M|S,3,N<,(NP*))),-,*),*,,,,,
42660,5,2025,3560,",",-,PU,-,13,PU,*,-,*,*,,,,,
42661,6,2025,3560,as,o,ART,F|P,7,>N,(NP*,-,(A1*,*,,,,,
42662,7,2025,3560,funções,função,N,F|P,13,SUBJ,*,-,*,*,,,,,
42663,8,2025,3560,neurológicas,neurológico,ADJ,F|P,7,N<,(ADJP*),-,*,*,,,,,
42664,9,2025,3560,de,de,PRP,-,7,N<,(PP*,-,*,*,,,,,
42665,10,2025,3560,o,o,ART,M|S,11,>N,(NP*,-,*,*,,,,,
42666,11,2025,3560,torcedor,torcedor,N,M|S,9,P<,*))),-,*),*,,,,,
42667,12,2025,3560,se,se,PRON-PERS,F|3P|ACC,13,ACC,(NP*),-,(V*),*,,,,,
42668,13,2025,3561,mantêm,manter,V-FIN,PR|3P|IND,0,STA,(VP*),manter,(C-V*),*,,,,,
42669,14,2025,3561,sem,sem,PRP,-,13,ADVL,(PP*,-,(A3*,*,,,,,
42670,15,2025,3561,alteração,alteração,N,F|S,14,P<,(NP*))),-,*),*,,,,,
42671,16,2025,3561,ele,ele,PRON-PERS,M|3S|NOM,17,SUBJ,(FCL(NP*),-,*,(A0*),,,,,
42672,17,2025,3562,respira,respirar,V-FIN,PR|3S|IND,13,CJT,(VP*),respirar,*,(V*),,,,,
42673,18,2025,3562,com,com,PRP,-,17,ADVL,(PP*,-,*,(AM-MNR*,,,,,
42674,19,2025,3562,ajuda,ajuda,N,F|S,18,P<,(NP*,-,*,*,,,,,
42675,20,2025,3562,de,de,PRP,-,19,N<,(PP*,-,*,*,,,,,
42676,21,2025,3562,aparelhos,aparelho,N,M|P,20,P<,(NP*))))),-,*,*),,,,,
42677,22,2025,3562,.,-,PU,-,13,PU,*),-,*,*,,,,,
42678,1,2026,3562,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,,,,,,
42679,2,2026,3562,médico,médico,N,M|S,3,SUBJ,*),-,*),,,,,,
42680,3,2026,3563,diz,dizer,V-FIN,PR|3S|IND,0,STA,(VP*),dizer,(V*),,,,,,
42681,4,2026,3563,que,que,CONJ-S,-,10,SUB,(FCL*,-,(A1*,,,,,,
42682,5,2026,3563,o,o,ART,M|S,6,>N,(NP*,-,*,,,,,,
42683,6,2026,3563,edema,edema,N,M|S,10,SUBJ,*),-,*,,,,,,
42684,7,2026,3563,em,em,PRP,-,10,ADVL,(PP*,-,*,,,,,,
42685,8,2026,3563,este,este,PRON-DET,M|S,9,>N,(NP*,-,*,,,,,,
42686,9,2026,3563,caso,caso,N,M|S,7,P<,*)),-,*,,,,,,
42687,10,2026,3563,é,ser,V-FIN,PR|3S|IND,3,ACC,(VP*),-,*,,,,,,
42688,11,2026,3563,irreversível,irreversível,ADJ,M|S,10,SC,(ADJP*)),-,*),,,,,,
42689,12,2026,3563,.,-,PU,-,3,PU,*),-,*,,,,,,
42690,1,2027,3563,«,-,PU,-,4,PU,(FCL*,-,*,,,,,,
42691,2,2027,3563,A,o,ART,F|S,3,>N,(NP*,-,(A0*,,,,,,
42692,3,2027,3563,lesão,lesão,N,F|S,4,SUBJ,*),-,*),,,,,,
42693,4,2027,3563,foi,ser,V-FIN,PS|3S|IND,0,STA,(CU(X(VP*),-,*,,,,,,
42694,5,2027,3563,grande,grande,ADJ,F|S,4,SC,(ADJP*)),-,*,,,,,,
42695,6,2027,3563,e,e,CONJ-C,-,4,CO,*,-,*,,,,,,
42696,7,2027,3563,vai,ir,V-FIN,PR|3S|IND,4,CJT,(X(VP*,-,*,,,,,,
42697,8,2027,3564,deixar,deixar,V-INF,-,7,MV,*),deixar,(V*),,,,,,
42698,9,2027,3564,sequelas,sequela,N,F|P,8,ACC,(NP*))),-,(A1*),,,,,,
42699,10,2027,3564,»,-,PU,-,4,PU,*,-,*,,,,,,
42700,11,2027,3564,.,-,PU,-,4,PU,*),-,*,,,,,,
42701,1,2028,3564,A,o,ART,F|S,2,>N,(FCL(NP*,-,(A0*,*,,,,,
42702,2,2028,3564,polícia,polícia,N,F|S,3,SUBJ,*),-,*),*,,,,,
42703,3,2028,3565,pretende,pretender,V-FIN,PR|3S|IND,0,STA,(VP*),pretender,(V*),*,,,,,
42704,4,2028,3566,localizar,localizar,V-INF,-,3,ACC,(ICL(VP*),localizar,(A1*,(V*),,,,,
42705,5,2028,3566,todos,todo,PRON-DET,M|P,7,>N,(NP*,-,*,(A1*,,,,,
42706,6,2028,3566,os,o,ART,M|P,7,>N,*,-,*,*,,,,,
42707,7,2028,3566,envolvidos,envolver,V-PCP,M|P,4,ACC,*,-,*,*,,,,,
42708,8,2028,3566,em,em,PRP,-,7,N<,(PP*,-,*,*,,,,,
42709,9,2028,3566,a,o,ART,F|S,10,>N,(NP*,-,*,*,,,,,
42710,10,2028,3566,briga,briga,N,F|S,8,P<,*))),-,*,*),,,,,
42711,11,2028,3566,até,até,PRP,-,4,ADVL,(PP*,-,*,(AM-TMP*,,,,,
42712,12,2028,3566,o,o,ART,M|S,13,>N,(NP*,-,*,*,,,,,
42713,13,2028,3566,dia,dia,N,M|S,11,P<,*,-,*,*,,,,,
42714,14,2028,3566,21,21,NUM,M|P,13,N<,(ADJP*),-,*,*,,,,,
42715,15,2028,3566,de,de,PRP,-,13,N<,(PP*,-,*,*,,,,,
42716,16,2028,3566,outubro,outubro,N,M|S,15,P<,(NP*))))),-,*),*),,,,,
42717,17,2028,3566,.,-,PU,-,3,PU,*),-,*,*,,,,,
42718,1,2029,3566,BC,BC,PROP,M|S,2,SUBJ,(FCL(NP*),-,(A0*),,,,,,
42719,2,2029,3567,libera,liberar,V-FIN,PR|3S|IND,0,STA,(VP*),liberar,(V*),,,,,,
42720,3,2029,3567,linha,linha,N,F|S,2,ACC,(NP*,-,(A1*,,,,,,
42721,4,2029,3567,de,de,PRP,-,3,N<,(PP*,-,*,,,,,,
42722,5,2029,3567,empréstimos,empréstimo,N,M|P,4,P<,(NP*,-,*,,,,,,
42723,6,2029,3567,a,a,PRP,-,5,N<,(PP*,-,*,,,,,,
42724,7,2029,3567,bancos,banco,N,M|P,6,P<,(NP*)))))),-,*),,,,,,
42725,1,2030,3567,Prazo,prazo,N,M|S,2,SUBJ,(CU(FCL(NP*),-,*,,,,,,
42726,2,2030,3567,é,ser,V-FIN,PR|3S|IND,0,STA,(VP*),-,*,,,,,,
42727,3,2030,3567,ampliado,ampliar,V-PCP,M|S,2,X,(CU(X*,-,*,,,,,,
42728,4,2030,3567,para,para,PRP,-,3,ADVL,(PP*,-,*,,,,,,
42729,5,2030,3567,até,até,PRP,-,4,P<,(PP*,-,*,,,,,,
42730,6,2030,3567,180,180,NUM,M|P,7,>N,(NP*,-,*,,,,,,
42731,7,2030,3567,dias,dia,N,M|P,5,P<,*)))),-,*,,,,,,
42732,8,2030,3567,e,e,CONJ-C,-,3,CO,*,-,*,,,,,,
42733,9,2030,3567,estendido,estender,V-PCP,M|S,3,CJT,(X*,-,*,,,,,,
42734,10,2030,3567,a,a,PRP,-,9,ADVL,(PP*,-,*,,,,,,
42735,11,2030,3567,todos,todo,PRON-DET,M|P,13,>N,(NP*,-,*,,,,,,
42736,12,2030,3567,os,o,ART,M|P,13,>N,*,-,*,,,,,,
42737,13,2030,3567,bancos,banco,N,M|P,10,P<,*))))),-,*,,,,,,
42738,14,2030,3567,;,-,PU,-,2,PU,*,-,*,,,,,,
42739,15,2030,3567,BB,BB,PROP,M|S,16,SUBJ,(FCL(NP*),-,(A0*),,,,,,
42740,16,2030,3568,tem,ter,V-FIN,PR|3S|IND,2,CJT,(VP*),ter,(V*),,,,,,
42741,17,2030,3568,regra,regra,N,F|S,16,ACC,(NP*,-,(A1*,,,,,,
42742,18,2030,3568,especial,especial,ADJ,F|S,17,N<,(ADJP*),-,*,,,,,,
42743,19,2030,3568,evitar,evitar,V-INF,-,17,N<,(ICL(VP*),-,*,,,,,,
42744,20,2030,3568,prejuízo,prejuízo,N,M|S,19,ACC,(NP*,-,*,,,,,,
42745,21,2030,3568,em,em,PRP,-,20,N<,(PP*,-,*,,,,,,
42746,22,2030,3568,o,o,ART,M|S,23,>N,(NP*,-,*,,,,,,
42747,23,2030,3568,balanço,balanço,N,M|S,21,P<,*))))))),-,*),,,,,,
42748,1,2031,3568,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,*,,,,,
42749,2,2031,3568,Conselho_Monetário_Nacional,Conselho_Monetário_Nacional,PROP,M|S,3,SUBJ,*),-,*),*,,,,,
42750,3,2031,3569,aprovou,aprovar,V-FIN,PS|3S|IND,0,STA,(VP*),aprovar,(V*),*,,,,,
42751,4,2031,3569,ontem,ontem,ADV,-,3,ADVL,(ADVP*),-,(AM-TMP*),*,,,,,
42752,5,2031,3569,uma,um,ART,F|S,7,>N,(NP*,-,(A1*,*,,,,,
42753,6,2031,3569,nova,novo,ADJ,F|S,7,>N,*,-,*,*,,,,,
42754,7,2031,3569,linha,linha,N,F|S,3,ACC,*,-,*,*,,,,,
42755,8,2031,3569,de,de,PRP,-,7,N<,(PP*,-,*,*,,,,,
42756,9,2031,3569,empréstimos,empréstimo,N,M|P,8,P<,(NP*),-,*,*,,,,,
42757,10,2031,3569,de,de,PRP,-,7,N<,*,-,*,*,,,,,
42758,11,2031,3569,o,o,ART,M|S,12,>N,(NP*,-,*,*,,,,,
42759,12,2031,3569,Banco_Central,Banco_Central,PROP,M|S,10,P<,*)),-,*,*,,,,,
42760,13,2031,3569,para,para,PRP,-,3,ACC,*,-,*,*,,,,,
42761,14,2031,3570,socorrer,socorrer,V-INF,-,13,P<,(ICL(VP*),socorrer,*,(V*),,,,,
42762,15,2031,3570,bancos,banco,N,M|P,14,ACC,(NP*,-,*,(A1*,,,,,
42763,16,2031,3570,de,de,PRP,-,15,N<,(PP*,-,*,*,,,,,
42764,17,2031,3570,qualquer,qualquer,PRON-DET,M|S,18,>N,(NP*,-,*,*,,,,,
42765,18,2031,3570,porte,porte,N,M|S,16,P<,*))))),-,*),*),,,,,
42766,19,2031,3570,.,-,PU,-,3,PU,*),-,*,*,,,,,
42767,1,2032,3570,É,ser,V-FIN,PR|3S|IND,0,STA,(FCL(VP*),-,*,,,,,,
42768,2,2032,3570,a,o,ART,F|S,4,>N,(NP*,-,*,,,,,,
42769,3,2032,3570,terceira,terceiro,ADJ,F|S,4,>N,*,-,*,,,,,,
42770,4,2032,3570,linha,linha,N,F|S,1,SC,*,-,*,,,,,,
42771,5,2032,3570,especial,especial,ADJ,F|S,4,N<,(ADJP*),-,*,,,,,,
42772,6,2032,3570,de,de,PRP,-,4,N<,(PP*,-,*,,,,,,
42773,7,2032,3570,socorro,socorro,N,M|S,6,P<,(NP*,-,*,,,,,,
42774,8,2032,3570,criada,criar,V-PCP,F|S,7,N<,(ICL(VP*),-,*,,,,,,
42775,9,2032,3570,por,por,PRP,-,8,PASS,(PP*,-,*,,,,,,
42776,10,2032,3570,o,o,ART,M|S,11,>N,(NP*,-,*,,,,,,
42777,11,2032,3570,BC,BC,PROP,M|S,9,P<,*)),-,*,,,,,,
42778,12,2032,3570,desde,desde,PRP,-,8,ADVL,(PP*,-,*,,,,,,
42779,13,2032,3570,o,o,ART,M|S,14,>N,(NP*,-,*,,,,,,
42780,14,2032,3570,lançamento,lançamento,N,M|S,12,P<,*,-,*,,,,,,
42781,15,2032,3570,de,de,PRP,-,14,N<ARGO,(PP*,-,*,,,,,,
42782,16,2032,3570,o,o,ART,M|S,17,>N,(NP*,-,*,,,,,,
42783,17,2032,3570,real,real,N,M|S,15,P<,*))))))),-,*,,,,,,
42784,18,2032,3570,",",-,PU,-,4,PU,*,-,*,,,,,,
42785,19,2032,3570,todas,todo,PRON-DET,F|P,4,N<PRED,(NP*,-,*,,,,,,
42786,20,2032,3570,com,com,PRP,-,19,N<,(PP*,-,*,,,,,,
42787,21,2032,3570,o,o,ART,M|S,22,>N,(NP*,-,*,,,,,,
42788,22,2032,3570,objetivo,objetivo,N,M|S,20,P<,*,-,*,,,,,,
42789,23,2032,3570,de,de,PRP,-,22,N<ARGO,(PP*,-,*,,,,,,
42790,24,2032,3571,atender,atender,V-INF,-,23,P<,(ICL(VP*),atender,(V*),,,,,,
42791,25,2032,3571,bancos,banco,N,M|P,24,ACC,(NP*,-,(A1*,,,,,,
42792,26,2032,3571,que,que,PRON-INDP,M|P,27,SUBJ,(FCL(NP*),-,*,,,,,,
42793,27,2032,3571,tiveram,ter,V-FIN,PS/MQP|3P|IND,25,N<,(VP*),-,*,,,,,,
42794,28,2032,3571,sua,seu,PRON-DET,F|S,29,>N,(NP*,-,*,,,,,,
42795,29,2032,3571,saúde,saúde,N,F|S,27,ACC,*,-,*,,,,,,
42796,30,2032,3571,financeira,financeiro,ADJ,F|S,29,N<,(ADJP*),-,*,,,,,,
42797,31,2032,3571,comprometida,comprometer,V-PCP,F|S,29,N<,*))))))))),-,*),,,,,,
42798,32,2032,3571,.,-,PU,-,1,PU,*),-,*,,,,,,
42799,1,2033,3571,A,o,ART,F|S,2,>N,(FCL(NP*,-,*,*,,,,,
42800,2,2033,3571,frase,frase,N,F|S,7,SUBJ,*,-,*,*,,,,,
42801,3,2033,3571,de,de,PRP,-,2,N<,(PP*,-,*,*,,,,,
42802,4,2033,3571,o,o,ART,M|S,6,>N,(NP*,-,*,*,,,,,
42803,5,2033,3571,ex-,ex-,EC,-,6,>N,*,-,*,*,,,,,
42804,6,2033,3571,presidente,presidente,N,M|S,3,P<,*))),-,*,*,,,,,
42805,7,2033,3571,é,ser,V-FIN,PR|3S|IND,0,STA,(VP*),-,*,*,,,,,
42806,8,2033,3571,uma,um,ART,F|S,9,>N,(NP*,-,*,*,,,,,
42807,9,2033,3571,referência,referência,N,F|S,7,SC,*,-,*,*,,,,,
42808,10,2033,3571,a,a,PRP,-,9,N<,(PP*,-,*,*,,,,,
42809,11,2033,3571,uma,uma,NUM,F|S,10,P<,(ADJP*,-,*,*,,,,,
42810,12,2033,3571,de,de,PRP,-,11,N<,(PP*,-,*,*,,,,,
42811,13,2033,3571,as,o,ART,F|P,14,>N,(NP*,-,*,*,,,,,
42812,14,2033,3571,promessas,promessa,N,F|P,12,P<,*,-,*,*,,,,,
42813,15,2033,3571,feitas,fazer,V-PCP,F|P,14,N<,(ICL(VP*),-,*,*,,,,,
42814,16,2033,3571,por,por,PRP,-,15,PASS,(PP*,-,*,*,,,,,
42815,17,2033,3571,Cafeteira,Cafeteira,PROP,M|S,16,P<,(NP*,-,*,*,,,,,
42816,18,2033,3571,",",-,PU,-,17,PU,*,-,*,*,,,,,
42817,19,2033,3571,um,um,ART,M|S,21,>N,(NP*,-,*,*,,,,,
42818,20,2033,3571,ex-,ex-,EC,-,21,>N,*,-,*,*,,,,,
42819,21,2033,3571,sarneyzista,sarneyzista,ADJ,M|S,17,N<PRED,*,-,*,*,,,,,
42820,22,2033,3571,que,que,PRON-INDP,M|S,23,SUBJ,(FCL(NP*),-,(A0*),*,,,,,
42821,23,2033,3572,insinuava,insinuar,V-FIN,IMPF|3S|IND,21,N<,(VP*),insinuar,(V*),*,,,,,
42822,24,2033,3572,",",-,PU,-,23,PU,*,-,*,*,,,,,
42823,25,2033,3572,durante,durante,PRP,-,23,ADVL,(PP*,-,(AM-TMP*,*,,,,,
