,SHALLOW_CHUNKS
118622,B-NP
118623,O
118624,B-VP
118625,B-NP
118626,I-NP
118627,I-NP
118628,B-NP
118629,I-NP
118630,I-NP
118631,B-PP
118632,I-PP
118633,I-PP
118634,O
118635,B-NP
118636,B-VP
118637,B-NP
118638,I-NP
118639,O
118640,B-NP
118641,B-VP
118642,I-VP
118643,I-VP
118644,I-VP
118645,I-VP
118646,I-VP
118647,I-VP
118648,I-VP
118649,B-PP
118650,I-PP
118651,I-PP
118652,O
118653,B-NP
118654,B-NP
118655,B-ADVP
118656,I-ADVP
118657,B-VP
118658,B-NP
118659,I-NP
118660,O
118661,B-ADVP
118662,O
118663,B-NP
118664,I-NP
118665,B-VP
118666,B-NP
118667,O
118668,B-VP
118669,B-NP
118670,O
118671,B-VP
118672,B-NP
118673,O
118674,B-VP
118675,B-NP
118676,I-NP
118677,I-NP
118678,B-NP
118679,I-NP
118680,I-NP
118681,B-PP
118682,I-PP
118683,I-PP
118684,O
118685,B-NP
118686,B-VP
118687,B-NP
118688,I-NP
118689,O
118690,B-NP
118691,B-VP
118692,I-VP
118693,I-VP
118694,I-VP
118695,I-VP
118696,I-VP
118697,I-VP
118698,I-VP
118699,B-PP
118700,I-PP
118701,I-PP
118702,O
118703,B-NP
118704,B-NP
118705,B-ADVP
118706,I-ADVP
118707,B-VP
118708,B-NP
118709,I-NP
118710,O
118711,B-ADVP
118712,O
118713,B-NP
118714,I-NP
118715,B-VP
118716,B-NP
118717,O
118718,B-VP
118719,B-NP
118720,O
118721,B-VP
118722,B-NP
118723,O
118724,B-VP
118725,B-NP
118726,I-NP
118727,I-NP
118728,B-NP
118729,I-NP
118730,I-NP
118731,B-PP
118732,I-PP
118733,I-PP
118734,O
118735,B-NP
118736,B-VP
118737,B-NP
118738,I-NP
118739,O
118740,B-NP
118741,B-VP
118742,I-VP
118743,I-VP
118744,I-VP
118745,I-VP
118746,I-VP
118747,I-VP
118748,I-VP
118749,B-PP
118750,I-PP
118751,I-PP
118752,O
118753,B-NP
118754,B-NP
118755,B-ADVP
118756,I-ADVP
118757,B-VP
118758,B-NP
118759,I-NP
118760,O
118761,B-ADVP
118762,O
118763,B-NP
118764,I-NP
118765,B-VP
118766,B-NP
118767,O
118768,B-VP
118769,B-NP
118770,O
118771,B-VP
118772,B-NP
118773,O
118774,B-VP
118775,B-NP
118776,I-NP
118777,I-NP
118778,B-NP
118779,I-NP
118780,I-NP
118781,B-PP
118782,I-PP
118783,I-PP
118784,O
118785,B-NP
118786,B-VP
118787,B-NP
118788,I-NP
118789,O
118790,B-NP
118791,B-VP
118792,I-VP
118793,I-VP
118794,I-VP
118795,I-VP
118796,I-VP
118797,I-VP
118798,I-VP
118799,B-PP
118800,I-PP
118801,I-PP
118802,O
118803,B-NP
118804,B-NP
118805,B-ADVP
118806,I-ADVP
118807,B-VP
118808,B-NP
118809,I-NP
118810,O
118811,B-ADVP
118812,O
118813,B-NP
118814,I-NP
118815,B-VP
118816,B-NP
118817,O
118818,B-VP
118819,B-NP
118820,O
118821,B-VP
118822,B-NP
118823,O
118824,B-VP
118825,B-NP
118826,I-NP
118827,I-NP
118828,B-NP
118829,I-NP
118830,I-NP
118831,B-PP
118832,I-PP
118833,I-PP
118834,O
118835,B-NP
118836,B-VP
118837,B-NP
118838,I-NP
118839,O
118840,B-NP
118841,B-VP
118842,I-VP
118843,I-VP
118844,I-VP
118845,I-VP
118846,I-VP
118847,I-VP
118848,I-VP
118849,B-PP
118850,I-PP
118851,I-PP
118852,O
118853,B-NP
118854,B-NP
118855,B-ADVP
118856,I-ADVP
118857,B-VP
118858,B-NP
118859,I-NP
118860,O
118861,B-ADVP
118862,O
118863,B-NP
118864,I-NP
118865,B-VP
118866,B-NP
118867,O
118868,B-VP
118869,B-NP
118870,O
118871,B-VP
118872,B-NP
118873,O
118874,B-VP
118875,B-NP
118876,I-NP
118877,I-NP
118878,B-NP
118879,I-NP
118880,I-NP
118881,B-PP
118882,I-PP
118883,I-PP
118884,O
118885,B-NP
118886,B-VP
118887,B-NP
118888,I-NP
118889,O
118890,B-NP
118891,B-VP
118892,I-VP
118893,I-VP
118894,I-VP
118895,I-VP
118896,I-VP
118897,I-VP
118898,I-VP
118899,B-PP
118900,I-PP
118901,I-PP
118902,O
118903,B-NP
118904,B-NP
118905,B-ADVP
118906,I-ADVP
118907,B-VP
118908,B-NP
118909,I-NP
118910,O
118911,B-ADVP
118912,O
118913,B-NP
118914,I-NP
118915,B-VP
118916,B-NP
118917,O
118918,B-VP
118919,B-NP
118920,O
118921,B-VP
118922,B-NP
118923,O
118924,B-VP
118925,B-NP
118926,I-NP
118927,I-NP
118928,B-NP
118929,I-NP
118930,I-NP
118931,B-PP
118932,I-PP
118933,I-PP
118934,O
118935,B-NP
118936,B-VP
118937,B-NP
118938,I-NP
118939,O
118940,B-NP
118941,B-VP
118942,I-VP
118943,I-VP
118944,I-VP
118945,I-VP
118946,I-VP
118947,I-VP
118948,I-VP
118949,B-PP
118950,I-PP
118951,I-PP
118952,O
118953,B-NP
118954,B-NP
118955,B-ADVP
118956,I-ADVP
118957,B-VP
118958,B-NP
118959,I-NP
118960,O
118961,B-VP
118962,B-NP
118963,O
118964,B-NP
118965,O
118966,B-NP
118967,O
118968,B-PP
118969,I-PP
118970,I-PP
118971,I-PP
118972,I-PP
118973,I-PP
118974,I-PP
118975,B-PP
118976,I-PP
118977,O
118978,O
118979,B-VP
118980,B-ADVP
118981,B-PP
118982,I-PP
118983,I-PP
118984,B-NP
118985,O
118986,O
118987,B-VP
118988,B-NP
118989,O
118990,B-VP
118991,B-ADJP
118992,I-ADJP
118993,B-PP
118994,B-VP
118995,B-VP
118996,B-ADJP
118997,O
118998,B-VP
118999,B-NP
119000,O
119001,B-NP
119002,O
119003,B-NP
119004,O
119005,B-PP
119006,I-PP
119007,I-PP
119008,I-PP
119009,I-PP
119010,I-PP
119011,I-PP
119012,B-PP
119013,I-PP
119014,O
119015,O
119016,B-VP
119017,B-ADVP
119018,B-PP
119019,I-PP
119020,I-PP
119021,B-NP
119022,O
119023,O
119024,B-VP
119025,B-NP
119026,O
119027,B-VP
119028,B-ADJP
119029,I-ADJP
119030,B-PP
119031,B-VP
119032,B-VP
119033,B-ADJP
119034,O
119035,B-VP
119036,B-NP
119037,B-PP
119038,I-PP
119039,I-PP
119040,O
119041,B-NP
119042,B-VP
119043,B-ADJP
119044,B-NP
119045,I-NP
119046,I-NP
119047,I-NP
119048,I-NP
119049,B-NP
119050,B-VP
119051,I-VP
119052,I-VP
119053,I-VP
119054,I-VP
119055,O
119056,B-VP
119057,B-NP
119058,B-PP
119059,I-PP
119060,I-PP
119061,O
119062,B-NP
119063,B-VP
119064,B-ADJP
119065,B-NP
119066,I-NP
119067,I-NP
119068,I-NP
119069,I-NP
119070,B-NP
119071,B-VP
119072,I-VP
119073,I-VP
119074,I-VP
119075,I-VP
119076,O
119077,O
119078,B-VP
119079,B-ADJP
119080,B-ADVP
119081,O
119082,O
119083,B-VP
119084,O
119085,B-NP
119086,I-NP
119087,I-NP
119088,B-VP
119089,B-NP
119090,I-NP
119091,I-NP
119092,B-PP
119093,I-PP
119094,I-PP
119095,I-PP
119096,I-PP
119097,I-PP
119098,O
119099,B-VP
119100,B-NP
119101,I-NP
119102,I-NP
119103,I-NP
119104,I-NP
119105,I-NP
119106,I-NP
119107,B-VP
119108,B-PP
119109,I-PP
119110,B-PP
119111,I-PP
119112,O
119113,B-NP
119114,I-NP
119115,I-NP
119116,B-VP
119117,B-NP
119118,I-NP
119119,I-NP
119120,B-PP
119121,I-PP
119122,I-PP
119123,I-PP
119124,I-PP
119125,I-PP
119126,O
119127,B-VP
119128,B-NP
119129,I-NP
119130,I-NP
119131,I-NP
119132,I-NP
119133,I-NP
119134,I-NP
119135,B-VP
119136,B-PP
119137,I-PP
119138,B-PP
119139,I-PP
119140,O
119141,B-PP
119142,B-VP
119143,B-NP
119144,I-NP
119145,B-PP
119146,I-PP
119147,I-PP
119148,B-PP
119149,I-PP
119150,I-PP
119151,O
119152,B-NP
119153,I-NP
119154,B-VP
119155,B-PP
119156,I-PP
119157,I-PP
119158,I-PP
119159,I-PP
119160,I-PP
119161,O
119162,B-ADVP
119163,O
119164,B-VP
119165,O
119166,B-NP
119167,I-NP
119168,I-NP
119169,O
119170,B-ADVP
119171,O
119172,B-VP
119173,B-NP
119174,B-PP
119175,I-PP
119176,I-PP
119177,I-PP
119178,I-PP
119179,I-PP
119180,B-PP
119181,I-PP
119182,I-PP
119183,I-PP
119184,O
119185,B-PP
119186,I-PP
119187,B-PP
119188,I-PP
119189,I-PP
119190,I-PP
119191,I-PP
119192,B-ADVP
119193,B-NP
119194,B-VP
119195,B-NP
119196,I-NP
119197,B-PP
119198,I-PP
119199,B-NP
119200,I-NP
119201,I-NP
119202,I-NP
119203,O
119204,B-ADVP
119205,O
119206,B-VP
119207,B-NP
119208,B-PP
119209,I-PP
119210,I-PP
119211,I-PP
119212,I-PP
119213,I-PP
119214,B-PP
119215,I-PP
119216,I-PP
119217,I-PP
119218,O
119219,B-PP
119220,I-PP
119221,B-PP
119222,I-PP
119223,I-PP
119224,I-PP
119225,I-PP
119226,B-ADVP
119227,B-NP
119228,B-VP
119229,B-NP
119230,I-NP
119231,B-PP
119232,I-PP
119233,B-NP
119234,I-NP
119235,I-NP
119236,I-NP
119237,O
119238,B-NP
119239,I-NP
119240,B-PP
119241,I-PP
119242,I-PP
119243,I-PP
119244,B-VP
119245,B-NP
119246,I-NP
119247,B-PP
119248,I-PP
119249,I-PP
119250,B-PP
119251,I-PP
119252,I-PP
119253,I-PP
119254,I-PP
119255,I-PP
119256,B-NP
119257,B-VP
119258,B-NP
119259,I-NP
119260,B-PP
119261,I-PP
119262,I-PP
119263,I-PP
119264,O
119265,B-NP
119266,I-NP
119267,B-PP
119268,I-PP
119269,I-PP
119270,I-PP
119271,B-VP
119272,B-NP
119273,I-NP
119274,B-PP
119275,I-PP
119276,I-PP
119277,B-PP
119278,I-PP
119279,I-PP
119280,I-PP
119281,I-PP
119282,I-PP
119283,B-NP
119284,B-VP
119285,B-NP
119286,I-NP
119287,B-PP
119288,I-PP
119289,I-PP
119290,I-PP
119291,O
119292,B-PP
119293,I-PP
119294,I-PP
119295,I-PP
119296,I-PP
119297,I-PP
119298,O
119299,B-NP
119300,I-NP
119301,I-NP
119302,B-PP
119303,I-PP
119304,B-VP
119305,I-VP
119306,B-PP
119307,I-PP
119308,I-PP
119309,I-PP
119310,I-PP
119311,I-PP
119312,I-PP
119313,O
119314,B-PP
119315,I-PP
119316,I-PP
119317,I-PP
119318,O
119319,B-NP
119320,I-NP
119321,B-VP
119322,B-NP
119323,I-NP
119324,B-PP
119325,I-PP
119326,O
119327,B-NP
119328,B-PP
119329,I-PP
119330,I-PP
119331,B-VP
119332,B-PP
119333,I-PP
119334,B-NP
119335,I-NP
119336,B-PP
119337,I-PP
119338,I-PP
119339,I-PP
119340,I-PP
119341,I-PP
119342,B-NP
119343,I-NP
119344,I-NP
119345,I-NP
119346,I-NP
119347,B-VP
119348,B-PP
119349,I-PP
119350,I-PP
119351,I-PP
119352,I-PP
119353,B-ADVP
119354,B-PP
119355,I-PP
119356,O
119357,B-NP
119358,B-VP
119359,B-ADJP
119360,B-NP
119361,I-NP
119362,I-NP
119363,B-PP
119364,I-PP
119365,I-PP
119366,B-PP
119367,I-PP
119368,I-PP
119369,O
119370,B-PP
119371,I-PP
119372,I-PP
119373,I-PP
119374,I-PP
119375,I-PP
119376,I-PP
119377,O
119378,B-ADVP
119379,O
119380,B-ADVP
119381,O
119382,B-VP
119383,B-NP
119384,I-NP
119385,B-PP
119386,I-PP
119387,I-PP
119388,O
119389,B-VP
119390,B-PP
119391,I-PP
119392,I-PP
119393,O
119394,B-NP
119395,B-VP
119396,B-ADJP
119397,B-NP
119398,I-NP
119399,I-NP
119400,B-PP
119401,I-PP
119402,I-PP
119403,B-PP
119404,I-PP
119405,I-PP
119406,O
119407,B-PP
119408,I-PP
119409,I-PP
119410,I-PP
119411,I-PP
119412,I-PP
119413,I-PP
119414,O
119415,B-ADVP
119416,O
119417,B-ADVP
119418,O
119419,B-VP
119420,B-NP
119421,I-NP
119422,B-PP
119423,I-PP
119424,I-PP
119425,O
119426,B-VP
119427,B-PP
119428,I-PP
119429,I-PP
119430,O
119431,B-NP
119432,B-VP
119433,B-ADJP
119434,B-NP
119435,I-NP
119436,I-NP
119437,B-PP
119438,I-PP
119439,I-PP
119440,B-PP
119441,I-PP
119442,I-PP
119443,O
119444,B-PP
119445,I-PP
119446,I-PP
119447,I-PP
119448,I-PP
119449,I-PP
119450,I-PP
119451,O
119452,B-ADVP
119453,O
119454,B-ADVP
119455,O
119456,B-VP
119457,B-NP
119458,I-NP
119459,B-PP
119460,I-PP
119461,I-PP
119462,O
119463,B-VP
119464,B-PP
119465,I-PP
119466,I-PP
119467,O
119468,B-ADVP
119469,O
119470,B-NP
119471,I-NP
119472,O
119473,B-NP
119474,I-NP
119475,O
119476,B-ADVP
119477,O
119478,B-VP
119479,B-NP
119480,I-NP
119481,I-NP
119482,B-NP
119483,I-NP
119484,O
119485,B-NP
119486,I-NP
119487,O
119488,B-ADVP
119489,O
119490,B-NP
119491,I-NP
119492,B-VP
119493,O
119494,B-NP
119495,I-NP
119496,B-PP
119497,I-PP
119498,B-VP
119499,B-PP
119500,I-PP
119501,I-PP
119502,B-PP
119503,I-PP
119504,I-PP
119505,B-NP
119506,I-NP
119507,I-NP
119508,B-PP
119509,I-PP
119510,I-PP
119511,I-PP
119512,I-PP
119513,I-PP
119514,B-NP
119515,I-NP
119516,O
119517,B-NP
119518,I-NP
119519,B-VP
119520,O
119521,B-NP
119522,I-NP
119523,B-PP
119524,I-PP
119525,B-VP
119526,B-PP
119527,I-PP
119528,I-PP
119529,B-PP
119530,I-PP
119531,I-PP
119532,B-NP
119533,I-NP
119534,I-NP
119535,B-PP
119536,I-PP
119537,I-PP
119538,I-PP
119539,I-PP
119540,I-PP
119541,B-NP
119542,I-NP
119543,O
119544,B-NP
119545,B-PP
119546,I-PP
119547,I-PP
119548,B-VP
119549,B-NP
119550,I-NP
119551,B-NP
119552,I-NP
119553,B-PP
119554,I-PP
119555,I-PP
119556,I-PP
119557,I-PP
119558,I-PP
119559,B-VP
119560,B-NP
119561,I-NP
119562,B-PP
119563,I-PP
119564,I-PP
119565,B-ADVP
119566,B-PP
119567,B-VP
119568,B-NP
119569,B-PP
119570,I-PP
119571,I-PP
119572,I-PP
119573,I-PP
119574,I-PP
119575,I-PP
119576,O
119577,B-NP
119578,I-NP
119579,B-PP
119580,I-PP
119581,I-PP
119582,I-PP
119583,I-PP
119584,I-PP
119585,B-VP
119586,B-NP
119587,I-NP
119588,B-PP
119589,I-PP
119590,I-PP
119591,B-ADVP
119592,B-PP
119593,B-VP
119594,B-NP
119595,B-PP
119596,I-PP
119597,I-PP
119598,I-PP
119599,I-PP
119600,I-PP
119601,I-PP
119602,O
119603,O
119604,B-VP
119605,B-ADVP
119606,B-NP
119607,I-NP
119608,O
119609,B-PP
119610,I-PP
119611,I-PP
119612,B-ADJP
119613,O
119614,B-ADJP
119615,O
119616,B-ADJP
119617,B-PP
119618,O
119619,B-NP
119620,I-NP
119621,I-NP
119622,B-PP
119623,I-PP
119624,I-PP
119625,O
119626,O
119627,O
119628,B-VP
119629,I-VP
119630,B-ADVP
119631,B-NP
119632,I-NP
119633,B-NP
119634,B-NP
119635,I-NP
119636,B-VP
119637,O
119638,O
119639,B-VP
119640,O
119641,B-PP
119642,I-PP
119643,B-VP
119644,B-PP
119645,I-PP
119646,I-PP
119647,O
119648,O
119649,B-VP
119650,B-ADVP
119651,B-NP
119652,I-NP
119653,O
119654,B-PP
119655,I-PP
119656,I-PP
119657,B-ADJP
119658,O
119659,B-ADJP
119660,O
119661,B-ADJP
119662,B-PP
119663,O
119664,B-NP
119665,I-NP
119666,I-NP
119667,B-PP
119668,I-PP
119669,I-PP
119670,O
119671,O
119672,O
119673,B-VP
119674,I-VP
119675,B-ADVP
119676,B-NP
119677,I-NP
119678,B-NP
119679,B-NP
119680,I-NP
119681,B-VP
119682,O
119683,O
119684,B-VP
119685,O
119686,B-PP
119687,I-PP
119688,B-VP
119689,B-PP
119690,I-PP
119691,I-PP
119692,O
119693,O
119694,B-VP
119695,B-ADVP
119696,B-NP
119697,I-NP
119698,O
119699,B-PP
119700,I-PP
119701,I-PP
119702,B-ADJP
119703,O
119704,B-ADJP
119705,O
119706,B-ADJP
119707,B-PP
119708,O
119709,B-NP
119710,I-NP
119711,I-NP
119712,B-PP
119713,I-PP
119714,I-PP
119715,O
119716,O
119717,O
119718,B-VP
119719,I-VP
119720,B-ADVP
119721,B-NP
119722,I-NP
119723,B-NP
119724,B-NP
119725,I-NP
119726,B-VP
119727,O
119728,O
119729,B-VP
119730,O
119731,B-PP
119732,I-PP
119733,B-VP
119734,B-PP
119735,I-PP
119736,I-PP
119737,O
119738,O
119739,B-VP
119740,B-ADVP
119741,B-NP
119742,I-NP
119743,O
119744,B-PP
119745,I-PP
119746,I-PP
119747,B-ADJP
119748,O
119749,B-ADJP
119750,O
119751,B-ADJP
119752,B-PP
119753,O
119754,B-NP
119755,I-NP
119756,I-NP
119757,B-PP
119758,I-PP
119759,I-PP
119760,O
119761,O
119762,O
119763,B-VP
119764,I-VP
119765,B-ADVP
119766,B-NP
119767,I-NP
119768,B-NP
119769,B-NP
119770,I-NP
119771,B-VP
119772,O
119773,O
119774,B-VP
119775,O
119776,B-PP
119777,I-PP
119778,B-VP
119779,B-PP
119780,I-PP
119781,I-PP
119782,O
119783,B-NP
119784,B-VP
119785,B-PP
119786,I-PP
119787,I-PP
119788,I-PP
119789,I-PP
119790,I-PP
119791,B-NP
119792,I-NP
119793,B-PP
119794,I-PP
119795,B-VP
119796,I-VP
119797,B-NP
119798,I-NP
119799,I-NP
119800,B-PP
119801,I-PP
119802,O
119803,B-NP
119804,I-NP
119805,I-NP
119806,B-VP
119807,B-PP
119808,I-PP
119809,B-PP
119810,B-VP
119811,B-NP
119812,I-NP
119813,B-PP
119814,I-PP
119815,O
119816,B-NP
119817,I-NP
119818,I-NP
119819,B-VP
119820,B-PP
119821,I-PP
119822,B-PP
119823,B-VP
119824,B-NP
119825,I-NP
119826,B-PP
119827,I-PP
119828,O
119829,O
119830,B-VP
119831,B-NP
119832,I-NP
119833,B-NP
119834,B-ADVP
119835,B-VP
119836,B-PP
119837,B-NP
119838,B-VP
119839,O
119840,O
119841,B-VP
119842,B-NP
119843,I-NP
119844,B-NP
119845,B-ADVP
119846,B-VP
119847,B-PP
119848,B-NP
119849,B-VP
119850,O
119851,B-VP
119852,B-PP
119853,I-PP
119854,I-PP
119855,I-PP
119856,I-PP
119857,I-PP
119858,O
119859,B-ADVP
119860,B-VP
119861,B-NP
119862,B-PP
119863,I-PP
119864,I-PP
119865,I-PP
119866,O
119867,O
119868,B-VP
119869,B-NP
119870,I-NP
119871,I-NP
119872,I-NP
119873,I-NP
119874,B-PP
119875,I-PP
119876,I-PP
119877,O
119878,B-VP
119879,B-PP
119880,I-PP
119881,I-PP
119882,I-PP
119883,I-PP
119884,I-PP
119885,O
119886,B-ADVP
119887,B-VP
119888,B-NP
119889,B-PP
119890,I-PP
119891,I-PP
119892,I-PP
119893,O
119894,O
119895,B-VP
119896,B-NP
119897,I-NP
119898,I-NP
119899,I-NP
119900,I-NP
119901,B-PP
119902,I-PP
119903,I-PP
119904,O
119905,B-VP
119906,B-PP
119907,I-PP
119908,I-PP
119909,I-PP
119910,I-PP
119911,I-PP
119912,O
119913,B-ADVP
119914,B-VP
119915,B-NP
119916,B-PP
119917,I-PP
119918,I-PP
119919,I-PP
119920,O
119921,O
119922,B-VP
119923,B-NP
119924,I-NP
119925,I-NP
119926,I-NP
119927,I-NP
119928,B-PP
119929,I-PP
119930,I-PP
119931,O
119932,B-PP
119933,I-PP
119934,I-PP
119935,I-PP
119936,I-PP
119937,I-PP
119938,I-PP
119939,I-PP
119940,I-PP
119941,I-PP
119942,I-PP
119943,O
119944,B-ADVP
119945,B-VP
119946,B-NP
119947,I-NP
119948,O
119949,B-ADVP
119950,B-VP
119951,I-VP
119952,I-VP
119953,B-NP
119954,I-NP
119955,B-NP
119956,B-VP
119957,I-VP
119958,O
119959,O
119960,B-PP
119961,I-PP
119962,I-PP
119963,I-PP
119964,I-PP
119965,I-PP
119966,I-PP
119967,I-PP
119968,I-PP
119969,I-PP
119970,I-PP
119971,O
119972,B-ADVP
119973,B-VP
119974,B-NP
119975,I-NP
119976,O
119977,B-ADVP
119978,B-VP
119979,I-VP
119980,I-VP
119981,B-NP
119982,I-NP
119983,B-NP
119984,B-VP
119985,I-VP
119986,O
119987,O
119988,B-NP
119989,B-VP
119990,B-NP
119991,I-NP
119992,I-NP
119993,B-PP
119994,I-PP
119995,I-PP
119996,I-PP
119997,I-PP
119998,I-PP
119999,I-PP
120000,I-PP
120001,I-PP
120002,I-PP
120003,I-PP
120004,I-PP
120005,O
120006,B-NP
120007,I-NP
120008,I-NP
120009,B-PP
120010,I-PP
120011,I-PP
120012,I-PP
120013,I-PP
120014,I-PP
120015,I-PP
120016,I-PP
120017,I-PP
120018,I-PP
120019,I-PP
120020,I-PP
120021,I-PP
120022,I-PP
120023,O
120024,B-PP
120025,I-PP
120026,I-PP
120027,O
120028,B-NP
120029,I-NP
120030,B-PP
120031,I-PP
120032,I-PP
120033,I-PP
120034,I-PP
120035,B-VP
120036,I-VP
120037,B-PP
120038,I-PP
120039,I-PP
120040,I-PP
120041,O
120042,B-NP
120043,O
120044,O
120045,B-NP
120046,O
120047,B-NP
120048,I-NP
120049,B-VP
120050,I-VP
120051,I-VP
120052,I-VP
120053,O
120054,B-NP
120055,B-NP
120056,B-VP
120057,B-PP
120058,I-PP
120059,I-PP
120060,I-PP
120061,I-PP
120062,B-VP
120063,I-VP
120064,O
120065,B-NP
120066,I-NP
120067,B-VP
120068,O
120069,B-VP
120070,B-NP
120071,I-NP
120072,I-NP
120073,B-PP
120074,I-PP
120075,I-PP
120076,O
120077,B-NP
120078,I-NP
120079,B-VP
120080,I-VP
120081,I-VP
120082,I-VP
120083,O
120084,B-NP
120085,B-NP
120086,B-VP
120087,B-PP
120088,I-PP
120089,I-PP
120090,I-PP
120091,I-PP
120092,B-VP
120093,I-VP
120094,O
120095,B-NP
120096,I-NP
120097,B-VP
120098,O
120099,B-VP
120100,B-NP
120101,I-NP
120102,I-NP
120103,B-PP
120104,I-PP
120105,I-PP
120106,O
120107,B-NP
120108,I-NP
120109,B-VP
120110,I-VP
120111,I-VP
120112,I-VP
120113,O
120114,B-NP
120115,B-NP
120116,B-VP
120117,B-PP
120118,I-PP
120119,I-PP
120120,I-PP
120121,I-PP
120122,B-VP
120123,I-VP
120124,O
120125,B-NP
120126,I-NP
120127,B-VP
120128,O
120129,B-VP
120130,B-NP
120131,I-NP
120132,I-NP
120133,B-PP
120134,I-PP
120135,I-PP
120136,O
120137,B-NP
120138,I-NP
120139,B-VP
120140,I-VP
120141,O
120142,B-ADVP
120143,B-VP
120144,B-NP
120145,I-NP
120146,O
120147,B-VP
120148,B-NP
120149,I-NP
120150,B-ADVP
120151,B-PP
120152,I-PP
120153,I-PP
120154,I-PP
120155,I-PP
120156,O
120157,B-NP
120158,I-NP
120159,B-VP
120160,I-VP
120161,O
120162,B-ADVP
120163,B-VP
120164,B-NP
120165,I-NP
120166,O
120167,B-VP
120168,B-NP
120169,I-NP
120170,B-ADVP
120171,B-PP
120172,I-PP
120173,I-PP
120174,I-PP
120175,I-PP
120176,O
120177,B-NP
120178,I-NP
120179,B-VP
120180,I-VP
120181,O
120182,B-ADVP
120183,B-VP
120184,B-NP
120185,I-NP
120186,O
120187,B-VP
120188,B-NP
120189,I-NP
120190,B-ADVP
120191,B-PP
120192,I-PP
120193,I-PP
120194,I-PP
120195,I-PP
120196,O
120197,B-NP
120198,I-NP
120199,I-NP
120200,B-VP
120201,B-NP
120202,I-NP
120203,O
120204,B-VP
120205,B-NP
120206,I-NP
120207,I-NP
120208,B-PP
120209,I-PP
120210,I-PP
120211,I-PP
120212,I-PP
120213,I-PP
120214,I-PP
120215,I-PP
120216,I-PP
120217,O
120218,B-VP
120219,B-NP
120220,B-PP
120221,I-PP
120222,I-PP
120223,I-PP
120224,B-NP
120225,O
120226,B-NP
120227,O
120228,B-PP
120229,I-PP
120230,I-PP
120231,O
120232,B-NP
120233,I-NP
120234,I-NP
120235,B-VP
120236,B-NP
120237,I-NP
120238,O
120239,B-VP
120240,B-NP
120241,I-NP
120242,I-NP
120243,B-PP
120244,I-PP
120245,I-PP
120246,I-PP
120247,I-PP
120248,I-PP
120249,I-PP
120250,I-PP
120251,I-PP
120252,O
120253,B-VP
120254,B-NP
120255,B-PP
120256,I-PP
120257,I-PP
120258,I-PP
120259,B-NP
120260,O
120261,B-NP
120262,O
120263,B-PP
120264,I-PP
120265,I-PP
120266,O
120267,B-NP
120268,I-NP
120269,I-NP
120270,B-VP
120271,B-NP
120272,I-NP
120273,O
120274,B-VP
120275,B-NP
120276,I-NP
120277,I-NP
120278,B-PP
120279,I-PP
120280,I-PP
120281,I-PP
120282,I-PP
120283,I-PP
120284,I-PP
120285,I-PP
120286,I-PP
120287,O
120288,B-VP
120289,B-NP
120290,B-PP
120291,I-PP
120292,I-PP
120293,I-PP
120294,B-NP
120295,O
120296,B-NP
120297,O
120298,B-PP
120299,I-PP
120300,I-PP
120301,O
120302,O
120303,O
120304,B-NP
120305,B-VP
120306,B-NP
120307,I-NP
120308,B-PP
120309,I-PP
120310,I-PP
120311,I-PP
120312,O
120313,B-VP
120314,O
120315,B-NP
120316,B-VP
120317,I-VP
120318,B-NP
120319,I-NP
120320,O
120321,O
120322,O
120323,B-NP
120324,B-VP
120325,B-NP
120326,I-NP
120327,B-PP
120328,I-PP
120329,I-PP
120330,I-PP
120331,O
120332,B-VP
120333,O
120334,B-NP
120335,B-VP
120336,I-VP
120337,B-NP
120338,I-NP
120339,O
120340,O
120341,O
120342,B-NP
120343,B-VP
120344,B-NP
120345,I-NP
120346,B-PP
120347,I-PP
120348,I-PP
120349,I-PP
120350,O
120351,B-VP
120352,O
120353,B-NP
120354,B-VP
120355,I-VP
120356,B-NP
120357,I-NP
120358,O
120359,B-VP
120360,I-VP
120361,B-NP
120362,B-VP
120363,B-PP
120364,I-PP
120365,I-PP
120366,O
120367,O
120368,B-VP
120369,I-VP
120370,B-NP
120371,B-VP
120372,B-PP
120373,I-PP
120374,I-PP
120375,O
120376,O
120377,B-NP
120378,B-VP
120379,B-ADVP
120380,B-NP
120381,I-NP
120382,O
120383,B-NP
120384,I-NP
120385,B-ADVP
120386,B-NP
120387,B-VP
120388,B-PP
120389,I-PP
120390,B-NP
120391,B-VP
120392,B-PP
120393,I-PP
120394,I-PP
120395,B-PP
120396,I-PP
120397,I-PP
120398,B-PP
120399,I-PP
120400,I-PP
120401,I-PP
120402,I-PP
120403,O
120404,O
120405,O
120406,O
120407,B-NP
120408,I-NP
120409,O
120410,B-NP
120411,O
120412,B-NP
120413,I-NP
120414,B-ADVP
120415,B-NP
120416,B-VP
120417,B-PP
120418,I-PP
120419,B-NP
120420,B-VP
120421,B-PP
120422,I-PP
120423,I-PP
120424,B-PP
120425,I-PP
120426,I-PP
120427,B-PP
120428,I-PP
120429,I-PP
120430,I-PP
120431,I-PP
120432,O
120433,O
120434,O
120435,O
120436,B-NP
120437,I-NP
120438,O
120439,B-NP
120440,O
120441,B-ADVP
120442,B-PP
120443,I-PP
120444,I-PP
120445,I-PP
120446,B-NP
120447,I-NP
120448,O
120449,B-NP
120450,I-NP
120451,B-ADVP
120452,B-NP
