,FUNC_CTX_P+0,FUNC_CTX_P+1,FUNC_CTX_P-1
137445,MV,PIV,AUX
137446,MV,PIV,AUX
137447,MV,PIV,AUX
137448,MV,PIV,AUX
137449,MV,PIV,AUX
137450,MV,PIV,AUX
137451,MV,PIV,AUX
137452,MV,PIV,AUX
137453,MV,PIV,AUX
137454,MV,PIV,AUX
137455,MV,PIV,AUX
137456,MV,PIV,AUX
137457,MV,PIV,AUX
137458,MV,PIV,AUX
137459,MV,PIV,AUX
137460,STA,SUB,PU
137461,STA,SUB,PU
137462,STA,SUB,PU
137463,STA,SUB,PU
137464,STA,SUB,PU
137465,STA,SUB,PU
137466,STA,SUB,PU
137467,STA,SUB,PU
137468,STA,SUB,PU
137469,STA,SUB,PU
137470,STA,SUB,PU
137471,STA,SUB,PU
137472,STA,SUB,PU
137473,STA,SUB,PU
137474,STA,SUB,PU
137475,STA,SUB,PU
137476,STA,SUB,PU
137477,STA,SUB,PU
137478,STA,SUB,PU
137479,STA,SUB,PU
137480,STA,SUB,PU
137481,STA,SUB,PU
137482,ACC,>N,ADVL
137483,ACC,>N,ADVL
137484,ACC,>N,ADVL
137485,ACC,>N,ADVL
137486,ACC,>N,ADVL
137487,ACC,>N,ADVL
137488,ACC,>N,ADVL
137489,ACC,>N,ADVL
137490,ACC,>N,ADVL
137491,ACC,>N,ADVL
137492,ACC,>N,ADVL
137493,ACC,>N,ADVL
137494,ACC,>N,ADVL
137495,ACC,>N,ADVL
137496,ACC,>N,ADVL
137497,ACC,>N,ADVL
137498,ACC,>N,ADVL
137499,ACC,>N,ADVL
137500,ACC,>N,ADVL
137501,ACC,>N,ADVL
137502,ACC,>N,ADVL
137503,ACC,>N,ADVL
137504,STA,SUB,SUBJ
137505,STA,SUB,SUBJ
137506,STA,SUB,SUBJ
137507,STA,SUB,SUBJ
137508,STA,SUB,SUBJ
137509,STA,SUB,SUBJ
137510,STA,SUB,SUBJ
137511,STA,SUB,SUBJ
137512,STA,SUB,SUBJ
137513,STA,SUB,SUBJ
137514,STA,SUB,SUBJ
137515,STA,SUB,SUBJ
137516,STA,SUB,SUBJ
137517,STA,SUB,SUBJ
137518,STA,SUB,SUBJ
137519,STA,SUB,SUBJ
137520,STA,SUB,SUBJ
137521,STA,SUB,SUBJ
137522,STA,SUB,SUBJ
137523,STA,SUB,SUBJ
137524,STA,SUB,SUBJ
137525,STA,SUB,SUBJ
137526,STA,SUB,SUBJ
137527,STA,SUB,SUBJ
137528,STA,SUB,SUBJ
137529,STA,SUB,SUBJ
137530,STA,SUB,SUBJ
137531,MV,ADVL,ACC
137532,MV,ADVL,ACC
137533,MV,ADVL,ACC
137534,MV,ADVL,ACC
137535,MV,ADVL,ACC
137536,MV,ADVL,ACC
137537,MV,ADVL,ACC
137538,MV,ADVL,ACC
137539,MV,ADVL,ACC
137540,MV,ADVL,ACC
137541,MV,ADVL,ACC
137542,MV,ADVL,ACC
137543,MV,ADVL,ACC
137544,MV,ADVL,ACC
137545,MV,ADVL,ACC
137546,MV,ADVL,ACC
137547,MV,ADVL,ACC
137548,MV,ADVL,ACC
137549,MV,ADVL,ACC
137550,MV,ADVL,ACC
137551,MV,ADVL,ACC
137552,MV,ADVL,ACC
137553,MV,ADVL,ACC
137554,MV,ADVL,ACC
137555,MV,ADVL,ACC
137556,MV,ADVL,ACC
137557,MV,ADVL,ACC
137558,STA,>A,PU
137559,STA,>A,PU
137560,STA,>A,PU
137561,STA,>A,PU
137562,STA,>A,PU
137563,STA,>A,PU
137564,STA,>A,PU
137565,STA,>A,PU
137566,STA,>A,PU
137567,STA,>A,PU
137568,STA,>A,PU
137569,STA,>A,PU
137570,STA,>A,PU
137571,STA,>A,PU
137572,STA,>A,PU
137573,STA,>A,PU
137574,STA,>A,PU
137575,STA,>A,PU
137576,STA,>A,PU
137577,ACC,ACC,SUBJ
137578,ACC,ACC,SUBJ
137579,ACC,ACC,SUBJ
137580,ACC,ACC,SUBJ
137581,ACC,ACC,SUBJ
137582,ACC,ACC,SUBJ
137583,ACC,ACC,SUBJ
137584,ACC,ACC,SUBJ
137585,ACC,ACC,SUBJ
137586,ACC,ACC,SUBJ
137587,ACC,ACC,SUBJ
137588,ACC,ACC,SUBJ
137589,ACC,ACC,SUBJ
137590,ACC,ACC,SUBJ
137591,ACC,ACC,SUBJ
137592,ACC,ACC,SUBJ
137593,ACC,ACC,SUBJ
137594,ACC,ACC,SUBJ
137595,ACC,ACC,SUBJ
137596,ACC,ACC,SUBJ
137597,ACC,ACC,SUBJ
137598,STA,PU,PU
137599,STA,PU,PU
137600,STA,PU,PU
137601,STA,PU,PU
137602,STA,PU,PU
137603,STA,PU,PU
137604,STA,PU,PU
137605,STA,PU,PU
137606,STA,PU,PU
137607,STA,PU,PU
137608,STA,PU,PU
137609,STA,PU,PU
137610,STA,PU,PU
137611,STA,PU,PU
137612,STA,PU,PU
137613,STA,PU,PU
137614,STA,PU,PU
137615,STA,PU,PU
137616,STA,PU,PU
137617,STA,PU,PU
137618,STA,PU,PU
137619,STA,SA,PU
137620,STA,SA,PU
137621,STA,SA,PU
137622,STA,SA,PU
137623,STA,SA,PU
137624,STA,SA,PU
137625,STA,SA,PU
137626,STA,SA,PU
137627,STA,SA,PU
137628,STA,SA,PU
137629,STA,SA,PU
137630,STA,SA,PU
137631,STA,SA,PU
137632,STA,SA,PU
137633,STA,SA,PU
137634,STA,SA,PU
137635,P<,>N,N<
137636,P<,>N,N<
137637,P<,>N,N<
137638,P<,>N,N<
137639,P<,>N,N<
137640,P<,>N,N<
137641,P<,>N,N<
137642,P<,>N,N<
137643,P<,>N,N<
137644,P<,>N,N<
137645,P<,>N,N<
137646,P<,>N,N<
137647,P<,>N,N<
137648,P<,>N,N<
137649,P<,>N,N<
137650,P<,>N,N<
137651,STA,PIV,SUBJ
137652,STA,PIV,SUBJ
137653,STA,PIV,SUBJ
137654,STA,PIV,SUBJ
137655,STA,PIV,SUBJ
137656,STA,PIV,SUBJ
137657,STA,PIV,SUBJ
137658,STA,PIV,SUBJ
137659,STA,PIV,SUBJ
137660,STA,PIV,SUBJ
137661,STA,PIV,SUBJ
137662,STA,PIV,SUBJ
137663,STA,PIV,SUBJ
137664,STA,PIV,SUBJ
137665,STA,PIV,SUBJ
137666,STA,PIV,SUBJ
137667,STA,PIV,SUBJ
137668,STA,PIV,SUBJ
137669,STA,PIV,SUBJ
137670,STA,PIV,SUBJ
137671,STA,PIV,SUBJ
137672,STA,PIV,SUBJ
137673,P<,>N,N<
137674,P<,>N,N<
137675,P<,>N,N<
137676,P<,>N,N<
137677,P<,>N,N<
137678,P<,>N,N<
137679,P<,>N,N<
137680,P<,>N,N<
137681,P<,>N,N<
137682,P<,>N,N<
137683,P<,>N,N<
137684,P<,>N,N<
137685,P<,>N,N<
137686,P<,>N,N<
137687,P<,>N,N<
137688,P<,>N,N<
137689,P<,>N,N<
137690,P<,>N,N<
137691,P<,>N,N<
137692,P<,>N,N<
137693,P<,>N,N<
137694,P<,>N,N<
137695,STA,SUB,PU
137696,STA,SUB,PU
137697,STA,SUB,PU
137698,STA,SUB,PU
137699,STA,SUB,PU
137700,STA,SUB,PU
137701,STA,SUB,PU
137702,STA,SUB,PU
137703,STA,SUB,PU
137704,STA,SUB,PU
137705,STA,SUB,PU
137706,STA,SUB,PU
137707,STA,SUB,PU
137708,STA,SUB,PU
137709,STA,SUB,PU
137710,STA,SUB,PU
137711,STA,SUB,PU
137712,STA,SUB,PU
137713,STA,SUB,PU
137714,STA,SUB,PU
137715,STA,SUB,PU
137716,STA,SUB,PU
137717,STA,SUB,PU
137718,STA,SUB,PU
137719,STA,SUB,PU
137720,STA,SUB,PU
137721,STA,SUB,PU
137722,STA,SUB,PU
137723,STA,SUB,PU
137724,STA,SUB,PU
137725,STA,SUB,PU
137726,STA,SUB,PU
137727,MV,PIV,N<
137728,MV,PIV,N<
137729,MV,PIV,N<
137730,MV,PIV,N<
137731,MV,PIV,N<
137732,MV,PIV,N<
137733,MV,PIV,N<
137734,MV,PIV,N<
137735,MV,PIV,N<
137736,MV,PIV,N<
137737,MV,PIV,N<
137738,MV,PIV,N<
137739,MV,PIV,N<
137740,MV,PIV,N<
137741,MV,PIV,N<
137742,MV,PIV,N<
137743,MV,PIV,N<
137744,MV,PIV,N<
137745,MV,PIV,N<
137746,MV,PIV,N<
137747,MV,PIV,N<
137748,MV,PIV,N<
137749,MV,PIV,N<
137750,MV,PIV,N<
137751,MV,PIV,N<
137752,MV,PIV,N<
137753,MV,PIV,N<
137754,MV,PIV,N<
137755,MV,PIV,N<
137756,MV,PIV,N<
137757,MV,PIV,N<
137758,MV,PIV,N<
137759,ACC,ADVL,PU
137760,ACC,ADVL,PU
137761,ACC,ADVL,PU
137762,ACC,ADVL,PU
137763,ACC,ADVL,PU
137764,ACC,ADVL,PU
137765,ACC,ADVL,PU
137766,ACC,ADVL,PU
137767,ACC,ADVL,PU
137768,ACC,ADVL,PU
137769,ACC,ADVL,PU
137770,ACC,ADVL,PU
137771,ACC,ADVL,PU
137772,ACC,ADVL,PU
137773,ACC,ADVL,PU
137774,ACC,ADVL,PU
137775,ACC,ADVL,PU
137776,ACC,ADVL,PU
137777,ACC,ADVL,PU
137778,ACC,ADVL,PU
137779,ACC,ADVL,PU
137780,ACC,ADVL,PU
137781,ACC,ADVL,PU
137782,ACC,ADVL,PU
137783,ACC,ADVL,PU
137784,ACC,ADVL,PU
137785,ACC,ADVL,PU
137786,ACC,ADVL,PU
137787,ACC,ADVL,PU
137788,ACC,ADVL,PU
137789,ACC,ADVL,PU
137790,ACC,ADVL,PU
137791,STA,>N,SUBJ
137792,STA,>N,SUBJ
137793,STA,>N,SUBJ
137794,STA,>N,SUBJ
137795,STA,>N,SUBJ
137796,STA,>N,SUBJ
137797,STA,>N,SUBJ
137798,STA,>N,SUBJ
137799,STA,>N,SUBJ
137800,STA,>N,SUBJ
137801,STA,>N,SUBJ
137802,STA,>N,SUBJ
137803,STA,>N,SUBJ
137804,STA,>N,SUBJ
137805,STA,>N,SUBJ
137806,STA,>N,SUBJ
137807,STA,>N,SUBJ
137808,STA,>N,SUBJ
137809,STA,>N,SUBJ
137810,STA,>N,SUBJ
137811,STA,>N,SUBJ
137812,STA,>N,SUBJ
137813,STA,>N,SUBJ
137814,STA,>N,SUBJ
137815,STA,>N,SUBJ
137816,STA,>N,SUBJ
137817,STA,>N,SUBJ
137818,STA,>N,SUBJ
137819,STA,>N,SUBJ
137820,STA,>N,SUBJ
137821,STA,>N,SUBJ
137822,STA,>N,SUBJ
137823,STA,>N,SUBJ
137824,STA,>N,SUBJ
137825,STA,>N,SUBJ
137826,STA,>N,SUBJ
137827,STA,>N,SUBJ
137828,STA,>N,SUBJ
137829,STA,>N,SUBJ
137830,STA,>N,SUBJ
137831,STA,>N,SUBJ
137832,STA,>N,SUBJ
137833,STA,>N,SUBJ
137834,STA,SC,PU
137835,STA,SC,PU
137836,STA,SC,PU
137837,STA,SC,PU
137838,STA,SC,PU
137839,STA,SC,PU
137840,STA,SC,PU
137841,STA,SC,PU
137842,STA,SC,PU
137843,STA,SC,PU
137844,STA,SC,PU
137845,STA,SC,PU
137846,STA,SC,PU
137847,STA,SC,PU
137848,STA,SC,PU
137849,STA,SC,PU
137850,STA,SC,PU
137851,STA,SC,PU
137852,STA,SC,PU
137853,STA,SC,PU
137854,STA,SC,PU
137855,STA,SC,PU
137856,STA,SC,PU
137857,STA,SC,PU
137858,STA,SC,PU
137859,STA,SC,PU
137860,STA,SC,PU
137861,STA,SC,PU
137862,STA,SC,PU
137863,STA,SC,PU
137864,STA,SC,PU
137865,STA,SC,PU
137866,STA,SC,PU
137867,STA,SC,PU
137868,STA,>N,PU
137869,STA,>N,PU
137870,STA,>N,PU
137871,STA,>N,PU
137872,STA,>N,PU
137873,STA,>N,PU
137874,STA,>N,PU
137875,STA,>N,PU
137876,STA,>N,PU
137877,STA,>N,PU
137878,STA,>N,PU
137879,STA,>N,PU
137880,STA,>N,PU
137881,STA,>N,PU
137882,STA,>N,PU
137883,STA,>N,PU
137884,STA,>N,PU
137885,STA,>N,PU
137886,STA,>N,PU
137887,STA,>N,PU
137888,STA,>N,PU
137889,STA,>N,PU
137890,STA,>N,PU
137891,STA,>N,PU
137892,STA,>N,PU
137893,STA,>N,PU
137894,STA,>N,PU
137895,P<,ADVL,A<
137896,P<,ADVL,A<
137897,P<,ADVL,A<
137898,P<,ADVL,A<
137899,P<,ADVL,A<
137900,P<,ADVL,A<
137901,P<,ADVL,A<
137902,P<,ADVL,A<
137903,P<,ADVL,A<
137904,P<,ADVL,A<
137905,P<,ADVL,A<
137906,P<,ADVL,A<
137907,P<,ADVL,A<
137908,P<,ADVL,A<
137909,P<,ADVL,A<
137910,P<,ADVL,A<
137911,P<,ADVL,A<
137912,P<,ADVL,A<
137913,P<,ADVL,A<
137914,P<,ADVL,A<
137915,P<,ADVL,A<
137916,P<,ADVL,A<
137917,P<,ADVL,A<
137918,P<,ADVL,A<
137919,P<,ADVL,A<
137920,P<,ADVL,A<
137921,P<,ADVL,A<
137922,MV,>N,STA
137923,MV,>N,STA
137924,MV,>N,STA
137925,MV,>N,STA
137926,MV,>N,STA
137927,MV,>N,STA
137928,MV,>N,STA
137929,MV,>N,STA
137930,MV,>N,STA
137931,MV,>N,STA
137932,MV,>N,STA
137933,MV,>N,STA
137934,MV,>N,STA
137935,MV,>N,STA
137936,MV,>N,STA
137937,MV,>N,STA
137938,MV,>N,STA
137939,ADVL,ADVL,PU
137940,ADVL,ADVL,PU
137941,ADVL,ADVL,PU
137942,ADVL,ADVL,PU
137943,ADVL,ADVL,PU
137944,ADVL,ADVL,PU
137945,ADVL,ADVL,PU
137946,ADVL,ADVL,PU
137947,ADVL,ADVL,PU
137948,ADVL,ADVL,PU
137949,ADVL,ADVL,PU
137950,ADVL,ADVL,PU
137951,ADVL,ADVL,PU
137952,ADVL,ADVL,PU
137953,ADVL,ADVL,PU
137954,ADVL,ADVL,PU
137955,ADVL,ADVL,PU
137956,STA,PIV,
137957,STA,PIV,
137958,STA,PIV,
137959,STA,PIV,
137960,STA,PIV,
137961,STA,PIV,
137962,STA,PIV,
137963,STA,PIV,
137964,STA,PIV,
137965,STA,PIV,
137966,STA,PIV,
137967,STA,PIV,
137968,STA,PIV,
137969,STA,PIV,
137970,STA,PIV,
137971,STA,PIV,
137972,STA,PIV,
137973,STA,PIV,
137974,STA,PIV,
137975,STA,PIV,
137976,STA,PIV,
137977,STA,PIV,
137978,STA,PIV,
137979,STA,PIV,
137980,STA,PIV,
137981,STA,PIV,
137982,STA,PIV,
137983,MV,>A,ACC
137984,MV,>A,ACC
137985,MV,>A,ACC
137986,MV,>A,ACC
137987,MV,>A,ACC
137988,MV,>A,ACC
137989,MV,>A,ACC
137990,MV,>A,ACC
137991,MV,>A,ACC
137992,MV,>A,ACC
137993,MV,>A,ACC
137994,MV,>A,ACC
137995,MV,>A,ACC
137996,MV,>A,ACC
137997,MV,>A,ACC
137998,MV,>A,ACC
137999,MV,>A,ACC
138000,MV,>A,ACC
138001,MV,>A,ACC
138002,MV,>A,ACC
138003,MV,>A,ACC
138004,MV,>A,ACC
138005,MV,>A,ACC
138006,MV,>A,ACC
138007,MV,>A,ACC
138008,MV,>A,ACC
138009,MV,>A,ACC
138010,STA,SUBJ,
138011,STA,SUBJ,
138012,STA,SUBJ,
138013,STA,SUBJ,
138014,STA,SUBJ,
138015,STA,SUBJ,
138016,STA,SUBJ,
138017,STA,SUB,
138018,STA,SUB,
138019,STA,SUB,
138020,STA,SUB,
138021,STA,SUB,
138022,STA,SUB,
138023,STA,SUB,
138024,STA,SUB,
138025,STA,SUB,
138026,ACC,>N,SUBJ
138027,ACC,>N,SUBJ
138028,ACC,>N,SUBJ
138029,ACC,>N,SUBJ
138030,ACC,>N,SUBJ
138031,ACC,>N,SUBJ
138032,ACC,>N,SUBJ
138033,ACC,>N,SUBJ
138034,ACC,>N,SUBJ
138035,STA,ADVL,
138036,STA,ADVL,
138037,STA,ADVL,
138038,STA,ADVL,
138039,MV,ADVL,QUE
138040,MV,ADVL,QUE
138041,MV,ADVL,QUE
138042,MV,ADVL,QUE
138043,MV,ADVL,QUE
138044,MV,ADVL,QUE
138045,MV,ADVL,QUE
138046,MV,ADVL,QUE
138047,MV,ADVL,QUE
138048,STA,>N,SUBJ
138049,STA,>N,SUBJ
138050,STA,>N,SUBJ
138051,STA,>N,SUBJ
138052,MV,SUB,P<
138053,MV,SUB,P<
138054,MV,SUB,P<
138055,MV,SUB,P<
138056,MV,SUB,P<
138057,MV,SUB,P<
138058,MV,SUB,P<
138059,MV,SUB,P<
138060,MV,SUB,P<
138061,MV,SUB,P<
138062,MV,SUB,P<
138063,MV,SUB,P<
138064,MV,SUB,P<
138065,MV,SUB,P<
138066,MV,SUB,P<
138067,MV,SUB,P<
138068,MV,SUB,P<
138069,MV,SUB,P<
138070,MV,SUB,P<
138071,MV,SUB,P<
138072,MV,SUB,P<
138073,MV,SUB,P<
138074,MV,SUB,P<
138075,MV,SUB,P<
138076,MV,SUB,P<
138077,MV,SUB,P<
138078,MV,SUB,P<
138079,MV,SUB,P<
138080,MV,SUB,P<
138081,MV,SUB,P<
138082,MV,SUB,P<
138083,MV,SUB,P<
138084,MV,SUB,P<
138085,MV,SUB,P<
138086,MV,SUB,P<
138087,MV,SUB,P<
138088,MV,SUB,P<
138089,MV,SUB,P<
138090,MV,SUB,P<
138091,MV,SUB,P<
138092,MV,SUB,P<
138093,MV,SUB,P<
138094,MV,SUB,P<
138095,MV,SUB,P<
138096,MV,ADVL,ACC
138097,MV,ADVL,ACC
138098,MV,ADVL,ACC
138099,MV,ADVL,ACC
138100,MV,ADVL,ACC
138101,MV,ADVL,ACC
138102,MV,ADVL,ACC
138103,MV,ADVL,ACC
138104,MV,ADVL,ACC
138105,MV,ADVL,ACC
138106,MV,ADVL,ACC
138107,MV,ADVL,ACC
138108,MV,ADVL,ACC
138109,MV,ADVL,ACC
138110,MV,ADVL,ACC
138111,MV,ADVL,ACC
138112,MV,ADVL,ACC
138113,MV,ADVL,ACC
138114,MV,ADVL,ACC
138115,MV,ADVL,ACC
138116,MV,ADVL,ACC
138117,MV,ADVL,ACC
138118,MV,ADVL,ACC
138119,MV,ADVL,ACC
138120,MV,ADVL,ACC
138121,MV,ADVL,ACC
138122,MV,ADVL,ACC
138123,MV,ADVL,ACC
138124,MV,ADVL,ACC
138125,MV,ADVL,ACC
138126,MV,ADVL,ACC
138127,MV,ADVL,ACC
138128,MV,ADVL,ACC
138129,MV,ADVL,ACC
138130,MV,ADVL,ACC
138131,MV,ADVL,ACC
138132,MV,ADVL,ACC
138133,MV,ADVL,ACC
138134,MV,ADVL,ACC
138135,MV,ADVL,ACC
138136,MV,ADVL,ACC
138137,MV,ADVL,ACC
138138,MV,ADVL,ACC
138139,MV,ADVL,ACC
138140,STA,PIV,SUBJ
138141,STA,PIV,SUBJ
138142,STA,PIV,SUBJ
138143,STA,PIV,SUBJ
138144,STA,PIV,SUBJ
138145,STA,PIV,SUBJ
138146,STA,PIV,SUBJ
138147,STA,PIV,SUBJ
138148,STA,PIV,SUBJ
138149,STA,PIV,SUBJ
138150,STA,PIV,SUBJ
138151,STA,PIV,SUBJ
138152,STA,PIV,SUBJ
138153,STA,PIV,SUBJ
138154,STA,PIV,SUBJ
138155,STA,PIV,SUBJ
138156,STA,PIV,SUBJ
138157,STA,PIV,SUBJ
138158,STA,PIV,SUBJ
138159,STA,PIV,SUBJ
138160,STA,PIV,SUBJ
138161,STA,PIV,SUBJ
138162,STA,PIV,SUBJ
138163,STA,PIV,SUBJ
138164,STA,PIV,SUBJ
138165,STA,PIV,SUBJ
138166,STA,PIV,SUBJ
138167,STA,PIV,SUBJ
138168,STA,PIV,SUBJ
138169,STA,PIV,SUBJ
138170,STA,PIV,SUBJ
138171,STA,PIV,SUBJ
138172,STA,PIV,SUBJ
138173,STA,PIV,SUBJ
138174,STA,PIV,SUBJ
138175,STA,PIV,SUBJ
138176,STA,PIV,SUBJ
138177,STA,PIV,SUBJ
138178,STA,PIV,SUBJ
138179,STA,PIV,SUBJ
138180,STA,PIV,SUBJ
138181,STA,PIV,SUBJ
138182,STA,PIV,SUBJ
138183,STA,PIV,SUBJ
138184,CJT,>N,CO
138185,CJT,>N,CO
138186,CJT,>N,CO
138187,CJT,>N,CO
138188,CJT,>N,CO
138189,CJT,>N,CO
138190,CJT,>N,CO
138191,CJT,>N,CO
138192,CJT,>N,CO
138193,CJT,>N,CO
138194,CJT,>N,CO
138195,CJT,>N,CO
138196,CJT,>N,CO
138197,CJT,>N,CO
138198,CJT,>N,CO
138199,CJT,>N,CO
138200,CJT,>N,CO
138201,CJT,>N,CO
138202,CJT,>N,CO
138203,CJT,>N,CO
138204,CJT,>N,CO
138205,CJT,>N,CO
138206,CJT,>N,CO
138207,CJT,>N,CO
138208,CJT,>N,CO
138209,CJT,>N,CO
138210,CJT,>N,CO
138211,CJT,>N,CO
138212,CJT,>N,CO
138213,CJT,>N,CO
138214,CJT,>N,CO
138215,CJT,>N,CO
138216,CJT,>N,CO
138217,CJT,>N,CO
138218,CJT,>N,CO
138219,CJT,>N,CO
138220,CJT,>N,CO
138221,CJT,>N,CO
138222,CJT,>N,CO
138223,CJT,>N,CO
138224,CJT,>N,CO
138225,CJT,>N,CO
138226,CJT,>N,CO
138227,CJT,>N,CO
138228,STA,PIV,P<
138229,STA,PIV,P<
138230,STA,PIV,P<
138231,STA,PIV,P<
138232,STA,PIV,P<
138233,STA,PIV,P<
138234,STA,PIV,P<
138235,STA,PIV,P<
138236,STA,PIV,P<
138237,STA,PIV,P<
138238,STA,PIV,P<
138239,STA,PIV,P<
138240,STA,PIV,P<
138241,STA,PIV,P<
138242,STA,PIV,P<
138243,STA,PIV,P<
138244,STA,PIV,P<
138245,STA,PIV,P<
138246,STA,PIV,P<
138247,STA,PIV,P<
138248,STA,PIV,P<
138249,STA,PIV,P<
138250,STA,PIV,P<
138251,STA,PIV,P<
138252,STA,PIV,P<
138253,STA,PIV,P<
138254,STA,PIV,P<
138255,STA,PIV,P<
138256,STA,PIV,P<
138257,STA,PIV,P<
138258,STA,PIV,P<
138259,STA,PIV,P<
138260,STA,PIV,P<
138261,STA,PIV,P<
138262,ACC,>N,SUB
138263,ACC,>N,SUB
138264,ACC,>N,SUB
138265,ACC,>N,SUB
138266,ACC,>N,SUB
138267,ACC,>N,SUB
138268,ACC,>N,SUB
138269,ACC,>N,SUB
138270,ACC,>N,SUB
138271,ACC,>N,SUB
138272,ACC,>N,SUB
138273,ACC,>N,SUB
138274,ACC,>N,SUB
138275,ACC,>N,SUB
138276,ACC,>N,SUB
138277,ACC,>N,SUB
138278,ACC,>N,SUB
138279,ACC,>N,SUB
138280,ACC,>N,SUB
138281,ACC,>N,SUB
138282,ACC,>N,SUB
138283,ACC,>N,SUB
138284,ACC,>N,SUB
138285,ACC,>N,SUB
138286,ACC,>N,SUB
138287,ACC,>N,SUB
138288,ACC,>N,SUB
138289,ACC,>N,SUB
138290,ACC,>N,SUB
138291,ACC,>N,SUB
138292,ACC,>N,SUB
138293,ACC,>N,SUB
138294,ACC,>N,SUB
138295,ACC,>N,SUB
138296,N<,PIV,ACC
138297,N<,PIV,ACC
138298,N<,PIV,ACC
138299,N<,PIV,ACC
138300,N<,PIV,ACC
138301,N<,PIV,ACC
138302,N<,PIV,ACC
138303,N<,PIV,ACC
138304,N<,PIV,ACC
138305,N<,PIV,ACC
138306,N<,PIV,ACC
138307,N<,PIV,ACC
138308,N<,PIV,ACC
138309,N<,PIV,ACC
138310,N<,PIV,ACC
138311,N<,PIV,ACC
138312,N<,PIV,ACC
138313,N<,PIV,ACC
138314,N<,PIV,ACC
138315,N<,PIV,ACC
138316,N<,PIV,ACC
138317,N<,PIV,ACC
138318,N<,PIV,ACC
138319,N<,PIV,ACC
138320,N<,PIV,ACC
138321,N<,PIV,ACC
138322,N<,PIV,ACC
138323,N<,PIV,ACC
138324,N<,PIV,ACC
138325,N<,PIV,ACC
138326,N<,PIV,ACC
138327,N<,PIV,ACC
138328,N<,PIV,ACC
138329,N<,PIV,ACC
138330,P<,>N,PIV
138331,P<,>N,PIV
138332,P<,>N,PIV
138333,P<,>N,PIV
138334,P<,>N,PIV
138335,P<,>N,PIV
138336,P<,>N,PIV
138337,P<,>N,PIV
138338,P<,>N,PIV
138339,P<,>N,PIV
138340,P<,>N,PIV
138341,P<,>N,PIV
138342,P<,>N,PIV
138343,P<,>N,PIV
138344,P<,>N,PIV
138345,P<,>N,PIV
138346,P<,>N,PIV
138347,P<,>N,PIV
138348,P<,>N,PIV
138349,P<,>N,PIV
138350,P<,>N,PIV
138351,P<,>N,PIV
138352,P<,>N,PIV
138353,P<,>N,PIV
138354,P<,>N,PIV
138355,P<,>N,PIV
138356,P<,>N,PIV
138357,P<,>N,PIV
138358,P<,>N,PIV
138359,P<,>N,PIV
138360,P<,>N,PIV
138361,P<,>N,PIV
138362,P<,>N,PIV
138363,P<,>N,PIV
138364,STA,ACC,SUBJ
138365,STA,ACC,SUBJ
138366,STA,ACC,SUBJ
138367,STA,ACC,SUBJ
138368,STA,ACC,SUBJ
138369,STA,ACC,SUBJ
138370,STA,ACC,SUBJ
138371,STA,ACC,SUBJ
138372,STA,ACC,SUBJ
138373,STA,ACC,SUBJ
138374,STA,ACC,SUBJ
138375,STA,ACC,SUBJ
138376,STA,ACC,SUBJ
138377,STA,ACC,SUBJ
138378,STA,ACC,SUBJ
138379,STA,ACC,SUBJ
138380,STA,ACC,SUBJ
138381,STA,ACC,SUBJ
138382,STA,ACC,SUBJ
138383,STA,ACC,SUBJ
138384,STA,ACC,SUBJ
138385,STA,>N,SUBJ
138386,STA,>N,SUBJ
138387,STA,>N,SUBJ
138388,STA,>N,SUBJ
138389,STA,>N,SUBJ
138390,STA,>N,SUBJ
138391,STA,>N,SUBJ
138392,STA,>N,SUBJ
138393,STA,>N,SUBJ
138394,STA,>N,SUBJ
138395,STA,>N,SUBJ
138396,STA,>N,SUBJ
138397,STA,>N,SUBJ
138398,STA,>N,SUBJ
138399,STA,>N,SUBJ
138400,STA,ACC,ADVL
138401,STA,ACC,ADVL
138402,STA,ACC,ADVL
138403,STA,ACC,ADVL
138404,STA,ACC,ADVL
138405,STA,ACC,ADVL
138406,STA,ACC,ADVL
138407,STA,ACC,ADVL
138408,STA,ACC,ADVL
138409,STA,ACC,ADVL
138410,STA,ACC,ADVL
138411,STA,ACC,ADVL
138412,MV,PU,AUX
138413,MV,PU,AUX
138414,MV,PU,AUX
138415,MV,PU,AUX
138416,MV,PU,AUX
138417,MV,PU,AUX
138418,MV,PU,AUX
138419,MV,PU,AUX
138420,MV,PU,AUX
138421,MV,PU,AUX
138422,MV,PU,AUX
138423,MV,PU,AUX
138424,STA,SC,P<
138425,STA,SC,P<
138426,STA,SC,P<
138427,STA,SC,P<
138428,STA,SC,P<
138429,STA,SC,P<
138430,STA,SC,P<
138431,STA,SC,P<
138432,STA,SC,P<
138433,STA,SC,P<
138434,STA,SC,P<
138435,STA,SC,P<
138436,STA,SC,P<
138437,STA,SC,P<
138438,STA,SC,P<
138439,STA,SC,P<
138440,STA,SC,P<
138441,STA,SC,P<
138442,STA,SC,SUBJ
138443,STA,SC,SUBJ
138444,STA,SC,SUBJ
138445,STA,SC,SUBJ
138446,STA,SC,SUBJ
138447,STA,SC,SUBJ
138448,STA,SC,SUBJ
138449,STA,SC,SUBJ
138450,SC,>N,STA
138451,SC,>N,STA
138452,SC,>N,STA
138453,SC,>N,STA
138454,SC,>N,STA
138455,SC,>N,STA
138456,SC,>N,STA
138457,SC,>N,STA
138458,ADVL,ACC,ADVL
