,LEMMA_CTX_P+0,LEMMA_CTX_P+1,LEMMA_CTX_P-1
99041,saber,o,para
99042,saber,o,para
99043,saber,o,para
99044,saber,o,para
99045,saber,o,para
99046,saber,o,para
99047,saber,o,para
99048,saber,o,para
99049,saber,o,para
99050,saber,o,para
99051,saber,o,para
99052,saber,o,para
99053,acontecer,entre,audiência
99054,acontecer,entre,audiência
99055,acontecer,entre,audiência
99056,acontecer,entre,audiência
99057,acontecer,entre,audiência
99058,acontecer,entre,audiência
99059,acontecer,entre,audiência
99060,acontecer,entre,audiência
99061,acontecer,entre,audiência
99062,acontecer,entre,audiência
99063,acontecer,entre,audiência
99064,acontecer,entre,audiência
99065,acontecer,entre,audiência
99066,acontecer,entre,audiência
99067,acontecer,entre,audiência
99068,acontecer,entre,audiência
99069,acontecer,entre,audiência
99070,acontecer,entre,audiência
99071,acontecer,entre,audiência
99072,acontecer,entre,audiência
99073,atender,309,sistema
99074,atender,309,sistema
99075,atender,309,sistema
99076,atender,309,sistema
99077,atender,309,sistema
99078,atender,309,sistema
99079,atender,309,sistema
99080,atender,309,sistema
99081,atender,309,sistema
99082,atender,309,sistema
99083,atender,309,sistema
99084,atender,309,sistema
99085,atender,309,sistema
99086,atender,309,sistema
99087,atender,309,sistema
99088,atender,309,sistema
99089,atender,309,sistema
99090,atender,309,sistema
99091,atender,309,sistema
99092,atender,309,sistema
99093,atrair,PMDB,não
99094,atrair,PMDB,não
99095,atrair,PMDB,não
99096,atrair,PMDB,não
99097,atrair,PMDB,não
99098,atrair,PMDB,não
99099,atrair,PMDB,não
99100,atrair,PMDB,não
99101,comparecer,ontem,PMDB
99102,comparecer,ontem,PMDB
99103,comparecer,ontem,PMDB
99104,comparecer,ontem,PMDB
99105,comparecer,ontem,PMDB
99106,comparecer,ontem,PMDB
99107,comparecer,ontem,PMDB
99108,comparecer,ontem,PMDB
99109,comparecer,ontem,PMDB
99110,comparecer,ontem,PMDB
99111,comparecer,ontem,PMDB
99112,comparecer,ontem,PMDB
99113,comparecer,ontem,PMDB
99114,comparecer,ontem,PMDB
99115,comparecer,ontem,PMDB
99116,comparecer,ontem,PMDB
99117,comparecer,ontem,PMDB
99118,comparecer,ontem,PMDB
99119,comparecer,ontem,PMDB
99120,comparecer,ontem,PMDB
99121,morrer,em,Ulysses
99122,morrer,em,Ulysses
99123,morrer,em,Ulysses
99124,morrer,em,Ulysses
99125,morrer,em,Ulysses
99126,morrer,em,Ulysses
99127,morrer,em,Ulysses
99128,morrer,em,Ulysses
99129,morrer,em,Ulysses
99130,morrer,em,Ulysses
99131,morrer,em,Ulysses
99132,estar,em,não
99133,estar,em,não
99134,estar,em,não
99135,estar,em,não
99136,estar,em,não
99137,estar,em,não
99138,estar,em,não
99139,estar,em,não
99140,estar,em,não
99141,estar,em,não
99142,estar,em,não
99143,estar,em,não
99144,ganhar,ainda,carro
99145,ganhar,ainda,carro
99146,ganhar,ainda,carro
99147,ganhar,ainda,carro
99148,ganhar,ainda,carro
99149,ganhar,ainda,carro
99150,ganhar,ainda,carro
99151,ganhar,ainda,carro
99152,ganhar,ainda,carro
99153,ganhar,ainda,carro
99154,ganhar,ainda,carro
99155,ganhar,ainda,carro
99156,ganhar,ainda,carro
99157,ganhar,ainda,carro
99158,ganhar,ainda,carro
99159,ganhar,ainda,carro
99160,ganhar,ainda,carro
99161,ganhar,ainda,carro
99162,ganhar,ainda,carro
99163,ganhar,ainda,carro
99164,ganhar,ainda,carro
99165,ganhar,ainda,carro
99166,ganhar,ainda,carro
99167,ganhar,ainda,carro
99168,ganhar,ainda,carro
99169,ganhar,ainda,carro
99170,suportar,com,para
99171,suportar,com,para
99172,suportar,com,para
99173,suportar,com,para
99174,suportar,com,para
99175,suportar,com,para
99176,suportar,com,para
99177,suportar,com,para
99178,suportar,com,para
99179,suportar,com,para
99180,suportar,com,para
99181,suportar,com,para
99182,suportar,com,para
99183,suportar,com,para
99184,suportar,com,para
99185,suportar,com,para
99186,suportar,com,para
99187,suportar,com,para
99188,suportar,com,para
99189,suportar,com,para
99190,suportar,com,para
99191,suportar,com,para
99192,suportar,com,para
99193,suportar,com,para
99194,suportar,com,para
99195,suportar,com,para
99196,ampliar,em,ser
99197,ampliar,em,ser
99198,ampliar,em,ser
99199,ampliar,em,ser
99200,ampliar,em,ser
99201,ampliar,em,ser
99202,ampliar,em,ser
99203,ampliar,em,ser
99204,ampliar,em,ser
99205,ampliar,em,ser
99206,ampliar,em,ser
99207,ampliar,em,ser
99208,ampliar,em,ser
99209,ampliar,em,ser
99210,ampliar,em,ser
99211,ampliar,em,ser
99212,ampliar,em,ser
99213,facilitar,o,para
99214,facilitar,o,para
99215,facilitar,o,para
99216,facilitar,o,para
99217,facilitar,o,para
99218,facilitar,o,para
99219,facilitar,o,para
99220,facilitar,o,para
99221,facilitar,o,para
99222,facilitar,o,para
99223,facilitar,o,para
99224,facilitar,o,para
99225,facilitar,o,para
99226,facilitar,o,para
99227,facilitar,o,para
99228,facilitar,o,para
99229,facilitar,o,para
99230,fazer,com,dever
99231,fazer,com,dever
99232,fazer,com,dever
99233,fazer,com,dever
99234,fazer,com,dever
99235,fazer,com,dever
99236,fazer,com,dever
99237,fazer,com,dever
99238,fazer,com,dever
99239,fazer,com,dever
99240,fazer,com,dever
99241,fazer,com,dever
99242,fazer,com,dever
99243,fazer,com,dever
99244,fazer,com,dever
99245,fazer,com,dever
99246,fazer,com,dever
99247,fazer,com,dever
99248,fazer,com,dever
99249,fazer,com,dever
99250,fazer,com,dever
99251,fazer,com,dever
99252,fazer,com,dever
99253,fazer,com,dever
99254,fazer,com,dever
99255,fazer,com,dever
99256,fazer,com,dever
99257,fazer,com,dever
99258,fazer,com,dever
99259,fazer,com,dever
99260,fazer,com,dever
99261,fazer,com,dever
99262,receber,um,emergente
99263,receber,um,emergente
99264,receber,um,emergente
99265,receber,um,emergente
99266,receber,um,emergente
99267,receber,um,emergente
99268,receber,um,emergente
99269,receber,um,emergente
99270,receber,um,emergente
99271,receber,um,emergente
99272,receber,um,emergente
99273,receber,um,emergente
99274,receber,um,emergente
99275,receber,um,emergente
99276,receber,um,emergente
99277,receber,um,emergente
99278,receber,um,emergente
99279,receber,um,emergente
99280,receber,um,emergente
99281,receber,um,emergente
99282,receber,um,emergente
99283,receber,um,emergente
99284,receber,um,emergente
99285,receber,um,emergente
99286,receber,um,emergente
99287,receber,um,emergente
99288,receber,um,emergente
99289,receber,um,emergente
99290,receber,um,emergente
99291,receber,um,emergente
99292,receber,um,emergente
99293,receber,um,emergente
99294,acreditar,-,ele
99295,acreditar,-,ele
99296,acreditar,-,ele
99297,acreditar,-,ele
99298,acreditar,-,ele
99299,acreditar,-,ele
99300,acreditar,-,ele
99301,acreditar,-,ele
99302,acreditar,-,ele
99303,acreditar,-,ele
99304,acreditar,-,ele
99305,acreditar,-,ele
99306,acreditar,-,ele
99307,acreditar,-,ele
99308,acreditar,-,ele
99309,crescer,em,dever
99310,crescer,em,dever
99311,crescer,em,dever
99312,crescer,em,dever
99313,crescer,em,dever
99314,crescer,em,dever
99315,crescer,em,dever
99316,crescer,em,dever
99317,crescer,em,dever
99318,crescer,em,dever
99319,crescer,em,dever
99320,crescer,em,dever
99321,crescer,em,dever
99322,crescer,em,dever
99323,crescer,em,dever
99324,haver,um,-
99325,haver,um,-
99326,haver,um,-
99327,haver,um,-
99328,haver,um,-
99329,haver,um,-
99330,haver,um,-
99331,haver,um,-
99332,haver,um,-
99333,haver,um,-
99334,haver,um,-
99335,haver,um,-
99336,haver,um,-
99337,haver,um,-
99338,haver,um,-
99339,haver,um,-
99340,haver,um,-
99341,haver,um,-
99342,haver,um,-
99343,haver,um,-
99344,haver,um,-
99345,haver,um,-
99346,haver,um,-
99347,haver,um,-
99348,haver,um,-
99349,haver,um,-
99350,afirmar,que,Meirelles
99351,afirmar,que,Meirelles
99352,afirmar,que,Meirelles
99353,afirmar,que,Meirelles
99354,afirmar,que,Meirelles
99355,afirmar,que,Meirelles
99356,afirmar,que,Meirelles
99357,afirmar,que,Meirelles
99358,afirmar,que,Meirelles
99359,afirmar,que,Meirelles
99360,afirmar,que,Meirelles
99361,afirmar,que,Meirelles
99362,afirmar,que,Meirelles
99363,afirmar,que,Meirelles
99364,afirmar,que,Meirelles
99365,afirmar,que,Meirelles
99366,afirmar,que,Meirelles
99367,afirmar,que,Meirelles
99368,afirmar,que,Meirelles
99369,afirmar,que,Meirelles
99370,afirmar,que,Meirelles
99371,afirmar,que,Meirelles
99372,afirmar,que,Meirelles
99373,afirmar,que,Meirelles
99374,afirmar,que,Meirelles
99375,afirmar,que,Meirelles
99376,afirmar,que,Meirelles
99377,afirmar,que,Meirelles
99378,afirmar,que,Meirelles
99379,ter,como,financiamento
99380,ter,como,financiamento
99381,ter,como,financiamento
99382,ter,como,financiamento
99383,ter,como,financiamento
99384,ter,como,financiamento
99385,ter,como,financiamento
99386,ter,como,financiamento
99387,ter,como,financiamento
99388,ter,como,financiamento
99389,ter,como,financiamento
99390,ter,como,financiamento
99391,ter,como,financiamento
99392,ter,como,financiamento
99393,ter,como,financiamento
99394,ter,como,financiamento
99395,ter,como,financiamento
99396,ter,como,financiamento
99397,ter,como,financiamento
99398,ter,como,financiamento
99399,ter,como,financiamento
99400,ter,como,financiamento
99401,ter,como,financiamento
99402,ter,como,financiamento
99403,ter,como,financiamento
99404,ter,como,financiamento
99405,ter,como,financiamento
99406,ter,como,financiamento
99407,ter,como,financiamento
99408,crescer,e,acionário
99409,crescer,e,acionário
99410,crescer,e,acionário
99411,crescer,e,acionário
99412,crescer,e,acionário
99413,crescer,e,acionário
99414,crescer,e,acionário
99415,crescer,e,acionário
99416,crescer,e,acionário
99417,crescer,e,acionário
99418,crescer,e,acionário
99419,crescer,e,acionário
99420,crescer,e,acionário
99421,crescer,e,acionário
99422,crescer,e,acionário
99423,crescer,e,acionário
99424,crescer,e,acionário
99425,crescer,e,acionário
99426,crescer,e,acionário
99427,crescer,e,acionário
99428,crescer,e,acionário
99429,crescer,e,acionário
99430,crescer,e,acionário
99431,crescer,e,acionário
99432,crescer,e,acionário
99433,crescer,e,acionário
99434,crescer,e,acionário
99435,crescer,e,acionário
99436,crescer,e,acionário
99437,crescer,e,acionário
99438,crescer,e,acionário
99439,crescer,e,acionário
99440,chegar,a,instituição
99441,chegar,a,instituição
99442,chegar,a,instituição
99443,chegar,a,instituição
99444,chegar,a,instituição
99445,chegar,a,instituição
99446,chegar,a,instituição
99447,chegar,a,instituição
99448,chegar,a,instituição
99449,chegar,a,instituição
99450,chegar,a,instituição
99451,chegar,a,instituição
99452,chegar,a,instituição
99453,chegar,a,instituição
99454,chegar,a,instituição
99455,chegar,a,instituição
99456,chegar,a,instituição
99457,chegar,a,instituição
99458,chegar,a,instituição
99459,chegar,a,instituição
99460,chegar,a,instituição
99461,chegar,a,instituição
99462,chegar,a,instituição
99463,chegar,a,instituição
99464,chegar,a,instituição
99465,chegar,a,instituição
99466,chegar,a,instituição
99467,chegar,a,instituição
99468,chegar,a,instituição
99469,chegar,a,instituição
99470,chegar,a,instituição
99471,chegar,a,instituição
99472,evitar,dar,apesar_de
99473,evitar,dar,apesar_de
99474,evitar,dar,apesar_de
99475,evitar,dar,apesar_de
99476,evitar,dar,apesar_de
99477,evitar,dar,apesar_de
99478,evitar,dar,apesar_de
99479,evitar,dar,apesar_de
99480,evitar,dar,apesar_de
99481,evitar,dar,apesar_de
99482,evitar,dar,apesar_de
99483,evitar,dar,apesar_de
99484,evitar,dar,apesar_de
99485,evitar,dar,apesar_de
99486,evitar,dar,apesar_de
99487,evitar,dar,apesar_de
99488,evitar,dar,apesar_de
99489,evitar,dar,apesar_de
99490,dar,um,evitar
99491,dar,um,evitar
99492,dar,um,evitar
99493,dar,um,evitar
99494,dar,um,evitar
99495,dar,um,evitar
99496,dar,um,evitar
99497,dar,um,evitar
99498,dar,um,evitar
99499,dar,um,evitar
99500,dar,um,evitar
99501,dar,um,evitar
99502,dar,um,evitar
99503,dar,um,evitar
99504,dar,um,evitar
99505,dar,um,evitar
99506,dar,um,evitar
99507,dar,um,evitar
99508,deixar,claro,Marise
99509,deixar,claro,Marise
99510,deixar,claro,Marise
99511,deixar,claro,Marise
99512,deixar,claro,Marise
99513,deixar,claro,Marise
99514,deixar,claro,Marise
99515,deixar,claro,Marise
99516,deixar,claro,Marise
99517,deixar,claro,Marise
99518,deixar,claro,Marise
99519,deixar,claro,Marise
99520,deixar,claro,Marise
99521,deixar,claro,Marise
99522,deixar,claro,Marise
99523,deixar,claro,Marise
99524,deixar,claro,Marise
99525,deixar,claro,Marise
99526,recusar,o,dever
99527,recusar,o,dever
99528,recusar,o,dever
99529,recusar,o,dever
99530,recusar,o,dever
99531,recusar,o,dever
99532,recusar,o,dever
99533,recusar,o,dever
99534,recusar,o,dever
99535,recusar,o,dever
99536,recusar,o,dever
99537,recusar,o,dever
99538,recusar,o,dever
99539,recusar,o,dever
99540,recusar,o,dever
99541,recusar,o,dever
99542,recusar,o,dever
99543,recusar,o,dever
99544,ficar,muito,-
99545,ficar,muito,-
99546,ficar,muito,-
99547,ficar,muito,-
99548,ficar,muito,-
99549,ficar,muito,-
99550,ficar,muito,-
99551,ficar,muito,-
99552,ficar,muito,-
99553,ficar,muito,-
99554,ficar,muito,-
99555,ficar,muito,-
99556,ficar,muito,-
99557,ficar,muito,-
99558,ficar,muito,-
99559,ficar,muito,-
99560,ficar,muito,-
99561,ficar,muito,-
99562,ficar,muito,-
99563,ficar,muito,-
99564,ficar,muito,-
99565,ficar,muito,-
99566,ficar,muito,-
99567,ficar,muito,-
99568,ter,nome,Brizola
99569,ter,nome,Brizola
99570,ter,nome,Brizola
99571,ter,nome,Brizola
99572,ter,nome,Brizola
99573,ter,nome,Brizola
99574,ter,nome,Brizola
99575,ter,nome,Brizola
99576,ter,nome,Brizola
99577,ter,nome,Brizola
99578,ter,nome,Brizola
99579,ter,nome,Brizola
99580,ter,nome,Brizola
99581,ter,nome,Brizola
99582,ter,nome,Brizola
99583,ter,nome,Brizola
99584,ter,nome,Brizola
99585,ter,nome,Brizola
99586,ter,nome,Brizola
99587,ter,nome,Brizola
99588,ter,nome,Brizola
99589,ter,nome,Brizola
99590,ter,nome,Brizola
99591,ter,nome,Brizola
99592,compor,seu,para
99593,compor,seu,para
99594,compor,seu,para
99595,compor,seu,para
99596,compor,seu,para
99597,compor,seu,para
99598,compor,seu,para
99599,compor,seu,para
99600,compor,seu,para
99601,compor,seu,para
99602,compor,seu,para
99603,compor,seu,para
99604,compor,seu,para
99605,compor,seu,para
99606,compor,seu,para
99607,compor,seu,para
99608,compor,seu,para
99609,compor,seu,para
99610,compor,seu,para
99611,compor,seu,para
99612,compor,seu,para
99613,compor,seu,para
99614,compor,seu,para
99615,compor,seu,para
99616,afirmar,-,-
99617,afirmar,-,-
99618,afirmar,-,-
99619,afirmar,-,-
99620,afirmar,-,-
99621,afirmar,-,-
99622,afirmar,-,-
99623,afirmar,-,-
99624,afirmar,-,-
99625,afirmar,-,-
99626,afirmar,-,-
99627,afirmar,-,-
99628,afirmar,-,-
99629,afirmar,-,-
99630,afirmar,-,-
99631,afirmar,-,-
99632,afirmar,-,-
99633,afirmar,-,-
99634,afirmar,-,-
99635,afirmar,-,-
99636,afirmar,-,-
99637,afirmar,-,-
99638,afirmar,-,-
99639,afirmar,-,-
99640,apoiar,ação,governador
99641,apoiar,ação,governador
99642,apoiar,ação,governador
99643,apoiar,ação,governador
99644,apoiar,ação,governador
99645,apoiar,ação,governador
99646,informar,-,estado
99647,informar,-,estado
99648,informar,-,estado
99649,informar,-,estado
99650,informar,-,estado
99651,informar,-,estado
99652,informar,-,estado
99653,informar,-,estado
99654,informar,-,estado
99655,informar,-,estado
99656,informar,-,estado
99657,informar,-,estado
99658,informar,-,estado
99659,informar,-,estado
99660,informar,-,estado
99661,informar,-,estado
99662,informar,-,estado
99663,informar,-,estado
99664,informar,-,estado
99665,informar,-,estado
99666,informar,-,estado
99667,informar,-,estado
99668,informar,-,estado
99669,informar,-,estado
99670,informar,-,estado
99671,informar,-,estado
99672,informar,-,estado
99673,informar,-,estado
99674,informar,-,estado
99675,informar,-,estado
99676,informar,-,estado
99677,informar,-,estado
99678,informar,-,estado
99679,informar,-,estado
99680,informar,-,estado
99681,informar,-,estado
99682,informar,-,estado
99683,informar,-,estado
99684,informar,-,estado
99685,informar,-,estado
99686,informar,-,estado
99687,informar,-,estado
99688,informar,-,estado
99689,informar,-,estado
99690,informar,-,estado
99691,informar,-,estado
99692,informar,-,estado
99693,informar,-,estado
99694,informar,-,estado
99695,informar,-,estado
99696,informar,-,estado
99697,informar,-,estado
99698,informar,-,estado
99699,informar,-,estado
99700,informar,-,estado
99701,configurar,posição,-
99702,configurar,posição,-
99703,configurar,posição,-
99704,configurar,posição,-
99705,configurar,posição,-
99706,configurar,posição,-
99707,configurar,posição,-
99708,configurar,posição,-
99709,configurar,posição,-
99710,configurar,posição,-
99711,configurar,posição,-
99712,configurar,posição,-
99713,configurar,posição,-
99714,configurar,posição,-
99715,configurar,posição,-
99716,configurar,posição,-
99717,configurar,posição,-
99718,configurar,posição,-
99719,configurar,posição,-
99720,configurar,posição,-
99721,configurar,posição,-
99722,configurar,posição,-
99723,configurar,posição,-
99724,configurar,posição,-
99725,configurar,posição,-
99726,configurar,posição,-
99727,configurar,posição,-
99728,configurar,posição,-
99729,configurar,posição,-
99730,configurar,posição,-
99731,configurar,posição,-
99732,configurar,posição,-
99733,configurar,posição,-
99734,configurar,posição,-
99735,configurar,posição,-
99736,configurar,posição,-
99737,configurar,posição,-
99738,configurar,posição,-
99739,configurar,posição,-
99740,configurar,posição,-
99741,configurar,posição,-
99742,configurar,posição,-
99743,configurar,posição,-
99744,configurar,posição,-
99745,configurar,posição,-
99746,configurar,posição,-
99747,configurar,posição,-
99748,configurar,posição,-
99749,configurar,posição,-
99750,configurar,posição,-
99751,configurar,posição,-
99752,configurar,posição,-
99753,configurar,posição,-
99754,configurar,posição,-
99755,configurar,posição,-
99756,defender,-,vir
99757,defender,-,vir
99758,defender,-,vir
99759,defender,-,vir
99760,defender,-,vir
99761,defender,-,vir
99762,defender,-,vir
99763,defender,-,vir
99764,defender,-,vir
99765,defender,-,vir
99766,defender,-,vir
99767,defender,-,vir
99768,defender,-,vir
99769,defender,-,vir
99770,defender,-,vir
99771,defender,-,vir
99772,defender,-,vir
99773,defender,-,vir
99774,defender,-,vir
99775,defender,-,vir
99776,defender,-,vir
99777,defender,-,vir
99778,defender,-,vir
99779,defender,-,vir
99780,defender,-,vir
99781,defender,-,vir
99782,defender,-,vir
99783,defender,-,vir
99784,defender,-,vir
99785,defender,-,vir
99786,defender,-,vir
99787,defender,-,vir
99788,defender,-,vir
99789,defender,-,vir
99790,defender,-,vir
99791,defender,-,vir
99792,defender,-,vir
99793,defender,-,vir
99794,defender,-,vir
99795,defender,-,vir
99796,defender,-,vir
99797,defender,-,vir
99798,defender,-,vir
99799,defender,-,vir
99800,defender,-,vir
99801,defender,-,vir
99802,defender,-,vir
99803,defender,-,vir
99804,defender,-,vir
99805,defender,-,vir
99806,defender,-,vir
99807,defender,-,vir
99808,defender,-,vir
99809,defender,-,vir
99810,defender,-,vir
99811,alterar,o,de
99812,alterar,o,de
99813,alterar,o,de
99814,alterar,o,de
99815,alterar,o,de
99816,alterar,o,de
99817,alterar,o,de
99818,alterar,o,de
99819,alterar,o,de
99820,alterar,o,de
99821,alterar,o,de
99822,alterar,o,de
99823,alterar,o,de
99824,alterar,o,de
99825,alterar,o,de
99826,alterar,o,de
99827,alterar,o,de
99828,alterar,o,de
99829,alterar,o,de
99830,alterar,o,de
99831,alterar,o,de
99832,alterar,o,de
99833,alterar,o,de
99834,alterar,o,de
99835,alterar,o,de
99836,alterar,o,de
99837,alterar,o,de
99838,alterar,o,de
99839,alterar,o,de
99840,alterar,o,de
99841,alterar,o,de
99842,alterar,o,de
99843,alterar,o,de
99844,alterar,o,de
99845,alterar,o,de
99846,alterar,o,de
99847,alterar,o,de
99848,alterar,o,de
99849,alterar,o,de
99850,alterar,o,de
99851,alterar,o,de
99852,alterar,o,de
99853,alterar,o,de
99854,alterar,o,de
99855,alterar,o,de
99856,dizer,respeito,traficante
99857,dizer,respeito,traficante
99858,dizer,respeito,traficante
99859,dizer,respeito,traficante
99860,dizer,respeito,traficante
99861,dizer,respeito,traficante
99862,dizer,respeito,traficante
99863,dizer,respeito,traficante
99864,dizer,respeito,traficante
99865,dizer,respeito,traficante
99866,dizer,respeito,traficante
99867,dizer,respeito,traficante
99868,dizer,respeito,traficante
99869,dizer,respeito,traficante
99870,dizer,respeito,traficante
99871,dizer,respeito,traficante
99872,dizer,respeito,traficante
99873,dizer,respeito,traficante
99874,dizer,respeito,traficante
99875,dizer,respeito,traficante
99876,dizer,respeito,traficante
99877,dizer,respeito,traficante
99878,dizer,respeito,traficante
99879,dizer,respeito,traficante
99880,dizer,respeito,traficante
99881,dizer,respeito,traficante
99882,dizer,respeito,traficante
99883,dizer,respeito,traficante
99884,dizer,respeito,traficante
99885,dizer,respeito,traficante
99886,dizer,respeito,traficante
99887,dizer,respeito,traficante
99888,dizer,respeito,traficante
99889,dizer,respeito,traficante
99890,dizer,respeito,traficante
99891,dizer,respeito,traficante
99892,dizer,respeito,traficante
99893,dizer,respeito,traficante
99894,dizer,respeito,traficante
99895,dizer,respeito,traficante
99896,dizer,respeito,traficante
99897,dizer,respeito,traficante
99898,dizer,respeito,traficante
99899,dizer,respeito,traficante
99900,dizer,respeito,traficante
99901,interromper,o,de
99902,interromper,o,de
99903,interromper,o,de
99904,interromper,o,de
99905,interromper,o,de
99906,interromper,o,de
99907,interromper,o,de
99908,interromper,o,de
99909,interromper,o,de
99910,interromper,o,de
99911,interromper,o,de
99912,interromper,o,de
99913,interromper,o,de
99914,interromper,o,de
99915,interromper,o,de
99916,interromper,o,de
99917,interromper,o,de
99918,interromper,o,de
99919,interromper,o,de
99920,interromper,o,de
99921,interromper,o,de
99922,interromper,o,de
99923,interromper,o,de
99924,interromper,o,de
99925,interromper,o,de
99926,interromper,o,de
99927,interromper,o,de
99928,interromper,o,de
99929,interromper,o,de
99930,interromper,o,de
99931,interromper,o,de
99932,interromper,o,de
99933,interromper,o,de
99934,interromper,o,de
99935,interromper,o,de
99936,interromper,o,de
99937,interromper,o,de
99938,interromper,o,de
99939,interromper,o,de
99940,interromper,o,de
99941,interromper,o,de
99942,interromper,o,de
99943,interromper,o,de
99944,interromper,o,de
99945,interromper,o,de
99946,criar,superpartido,querer
99947,criar,superpartido,querer
99948,criar,superpartido,querer
99949,criar,superpartido,querer
99950,dizer,apostar,PSDB
99951,dizer,apostar,PSDB
99952,dizer,apostar,PSDB
99953,dizer,apostar,PSDB
99954,dizer,apostar,PSDB
99955,dizer,apostar,PSDB
99956,dizer,apostar,PSDB
99957,dizer,apostar,PSDB
99958,dizer,apostar,PSDB
99959,dizer,apostar,PSDB
99960,dizer,apostar,PSDB
99961,dizer,apostar,PSDB
99962,dizer,apostar,PSDB
99963,dizer,apostar,PSDB
99964,dizer,apostar,PSDB
99965,dizer,apostar,PSDB
99966,dizer,apostar,PSDB
99967,dizer,apostar,PSDB
99968,dizer,apostar,PSDB
99969,apostar,em,dizer
99970,apostar,em,dizer
99971,apostar,em,dizer
99972,apostar,em,dizer
99973,apostar,em,dizer
99974,apostar,em,dizer
99975,apostar,em,dizer
99976,apostar,em,dizer
99977,apostar,em,dizer
99978,apostar,em,dizer
99979,apostar,em,dizer
99980,apostar,em,dizer
99981,apostar,em,dizer
99982,apostar,em,dizer
99983,apostar,em,dizer
99984,apostar,em,dizer
99985,apostar,em,dizer
99986,apostar,em,dizer
99987,apostar,em,dizer
99988,depender,de,de
99989,depender,de,de
99990,depender,de,de
99991,depender,de,de
99992,depender,de,de
99993,depender,de,de
99994,depender,de,de
99995,depender,de,de
99996,depender,de,de
99997,depender,de,de
99998,depender,de,de
99999,depender,de,de
100000,depender,de,de
100001,depender,de,de
100002,depender,de,de
100003,depender,de,de
100004,depender,de,de
100005,depender,de,de
100006,depender,de,de
100007,articular,o,já
100008,articular,o,já
100009,articular,o,já
100010,articular,o,já
100011,articular,o,já
100012,articular,o,já
100013,articular,o,já
100014,articular,o,já
100015,articular,o,já
100016,articular,o,já
100017,articular,o,já
100018,articular,o,já
100019,articular,o,já
100020,articular,o,já
100021,articular,o,já
100022,articular,o,já
100023,articular,o,já
100024,articular,o,já
100025,articular,o,já
100026,articular,o,já
100027,articular,o,já
100028,articular,o,já
100029,articular,o,já
100030,articular,o,já
100031,articular,o,já
100032,articular,o,já
100033,articular,o,já
100034,articular,o,já
100035,articular,o,já
100036,articular,o,já
100037,articular,o,já
100038,articular,o,já
100039,depender,de,não
100040,depender,de,não
100041,depender,de,não
100042,depender,de,não
100043,depender,de,não
100044,depender,de,não
100045,depender,de,não
100046,depender,de,não
100047,depender,de,não
100048,depender,de,não
100049,depender,de,não
100050,depender,de,não
100051,depender,de,não
100052,depender,de,não
100053,depender,de,não
100054,depender,de,não
100055,depender,de,não
100056,depender,de,não
100057,depender,de,não
100058,depender,de,não
100059,depender,de,não
100060,depender,de,não
100061,depender,de,não
100062,depender,de,não
100063,depender,de,não
100064,depender,de,não
100065,depender,de,não
100066,depender,de,não
100067,depender,de,não
100068,depender,de,não
100069,depender,de,não
100070,depender,de,não
100071,considerar,perigoso,tucano
100072,considerar,perigoso,tucano
100073,considerar,perigoso,tucano
100074,considerar,perigoso,tucano
100075,considerar,perigoso,tucano
100076,considerar,perigoso,tucano
100077,considerar,perigoso,tucano
100078,considerar,perigoso,tucano
100079,considerar,perigoso,tucano
100080,considerar,perigoso,tucano
100081,considerar,perigoso,tucano
100082,considerar,perigoso,tucano
100083,considerar,perigoso,tucano
100084,considerar,perigoso,tucano
100085,considerar,perigoso,tucano
100086,considerar,perigoso,tucano
100087,considerar,perigoso,tucano
100088,considerar,perigoso,tucano
100089,considerar,perigoso,tucano
100090,considerar,perigoso,tucano
100091,considerar,perigoso,tucano
100092,dizer,que,Grava
100093,dizer,que,Grava
100094,dizer,que,Grava
100095,dizer,que,Grava
100096,dizer,que,Grava
100097,dizer,que,Grava
100098,dizer,que,Grava
100099,dizer,que,Grava
100100,dizer,que,Grava
100101,dizer,que,Grava
100102,dizer,que,Grava
100103,dizer,que,Grava
100104,dizer,que,Grava
100105,dizer,que,Grava
100106,dizer,que,Grava
100107,dizer,que,Grava
100108,dizer,que,Grava
100109,sofrer,rompimento,dois
100110,sofrer,rompimento,dois
100111,sofrer,rompimento,dois
100112,sofrer,rompimento,dois
100113,sofrer,rompimento,dois
100114,sofrer,rompimento,dois
100115,sofrer,rompimento,dois
100116,sofrer,rompimento,dois
100117,sofrer,rompimento,dois
100118,sofrer,rompimento,dois
100119,sofrer,rompimento,dois
100120,sofrer,rompimento,dois
100121,sofrer,rompimento,dois
100122,sofrer,rompimento,dois
100123,sofrer,rompimento,dois
100124,sofrer,rompimento,dois
100125,sofrer,rompimento,dois
100126,negar,que,médico
100127,negar,que,médico
100128,negar,que,médico
100129,negar,que,médico
100130,negar,que,médico
100131,negar,que,médico
100132,negar,que,médico
100133,negar,que,médico
100134,negar,que,médico
100135,tratar,mais,estar
100136,tratar,mais,estar
100137,tratar,mais,estar
100138,tratar,mais,estar
100139,tratar,mais,estar
100140,tratar,mais,estar
100141,tratar,mais,estar
100142,tratar,mais,estar
100143,tratar,mais,estar
100144,poupar,-,ser
100145,poupar,-,ser
100146,poupar,-,ser
100147,poupar,-,ser
100148,poupar,-,ser
100149,poupar,-,ser
100150,poupar,-,ser
100151,poupar,-,ser
100152,poupar,-,ser
100153,poupar,-,ser
100154,poupar,-,ser
