,FORM_CTX_P+0,FORM_CTX_P+1,FORM_CTX_P-1
138746,criticou,a,Buchwald
138747,criticou,a,Buchwald
138748,criticou,a,Buchwald
138749,pedindo,que,","
138750,pedindo,que,","
138751,pedindo,que,","
138752,pedindo,que,","
138753,pedindo,que,","
138754,pedindo,que,","
138755,pedindo,que,","
138756,pedindo,que,","
138757,pedindo,que,","
138758,pedindo,que,","
138759,pedindo,que,","
138760,pedindo,que,","
138761,pedindo,que,","
138762,pedindo,que,","
138763,pedindo,que,","
138764,pedindo,que,","
138765,pedindo,que,","
138766,pedindo,que,","
138767,pedindo,que,","
138768,pedindo,que,","
138769,pedindo,que,","
138770,pedindo,que,","
138771,pedindo,que,","
138772,pedindo,que,","
138773,jogasse,em,ele
138774,jogasse,em,ele
138775,jogasse,em,ele
138776,jogasse,em,ele
138777,jogasse,em,ele
138778,jogasse,em,ele
138779,jogasse,em,ele
138780,jogasse,em,ele
138781,jogasse,em,ele
138782,jogasse,em,ele
138783,jogasse,em,ele
138784,jogasse,em,ele
138785,jogasse,em,ele
138786,jogasse,em,ele
138787,jogasse,em,ele
138788,jogasse,em,ele
138789,jogasse,em,ele
138790,jogasse,em,ele
138791,jogasse,em,ele
138792,jogasse,em,ele
138793,jogasse,em,ele
138794,jogasse,em,ele
138795,jogasse,em,ele
138796,jogasse,em,ele
138797,afirmou,que,","
138798,afirmou,que,","
138799,afirmou,que,","
138800,afirmou,que,","
138801,afirmou,que,","
138802,afirmou,que,","
138803,afirmou,que,","
138804,afirmou,que,","
138805,afirmou,que,","
138806,afirmou,que,","
138807,afirmou,que,","
138808,afirmou,que,","
138809,afirmou,que,","
138810,afirmou,que,","
138811,afirmou,que,","
138812,afirmou,que,","
138813,afirmou,que,","
138814,afirmou,que,","
138815,afirmou,que,","
138816,afirmou,que,","
138817,afirmou,que,","
138818,afirmou,que,","
138819,afirmou,que,","
138820,afirmou,que,","
138821,afirmou,que,","
138822,afirmou,que,","
138823,afirmou,que,","
138824,afirmou,que,","
138825,afirmou,que,","
138826,afirmou,que,","
138827,afirmou,que,","
138828,afirmou,que,","
138829,afirmou,que,","
138830,afirmou,que,","
138831,afirmou,que,","
138832,afirmou,que,","
138833,afirmou,que,","
138834,afirmou,que,","
138835,estava,«,equipe
138836,estava,«,equipe
138837,estava,«,equipe
138838,estava,«,equipe
138839,estava,«,equipe
138840,estava,«,equipe
138841,estava,«,equipe
138842,estava,«,equipe
138843,estava,«,equipe
138844,estava,«,equipe
138845,estava,«,equipe
138846,estava,«,equipe
138847,estava,«,equipe
138848,estava,«,equipe
138849,estava,«,equipe
138850,estava,«,equipe
138851,estava,«,equipe
138852,estava,«,equipe
138853,estava,«,equipe
138854,estava,«,equipe
138855,estava,«,equipe
138856,estava,«,equipe
138857,estava,«,equipe
138858,estava,«,equipe
138859,estava,«,equipe
138860,estava,«,equipe
138861,estava,«,equipe
138862,estava,«,equipe
138863,estava,«,equipe
138864,estava,«,equipe
138865,estava,«,equipe
138866,estava,«,equipe
138867,estava,«,equipe
138868,estava,«,equipe
138869,estava,«,equipe
138870,estava,«,equipe
138871,estava,«,equipe
138872,estava,«,equipe
138873,é,natural,o_que
138874,é,natural,o_que
138875,é,natural,o_que
138876,é,natural,o_que
138877,é,natural,o_que
138878,é,natural,o_que
138879,é,natural,o_que
138880,é,natural,o_que
138881,é,natural,o_que
138882,é,natural,o_que
138883,é,natural,o_que
138884,é,natural,o_que
138885,é,natural,o_que
138886,é,natural,o_que
138887,é,natural,o_que
138888,é,natural,o_que
138889,é,natural,o_que
138890,é,natural,o_que
138891,é,natural,o_que
138892,é,natural,o_que
138893,é,natural,o_que
138894,é,natural,o_que
138895,é,natural,o_que
138896,é,natural,o_que
138897,é,natural,o_que
138898,é,natural,o_que
138899,é,natural,o_que
138900,é,natural,o_que
138901,é,natural,o_que
138902,é,natural,o_que
138903,é,natural,o_que
138904,é,natural,o_que
138905,é,natural,o_que
138906,é,natural,o_que
138907,é,natural,o_que
138908,é,natural,o_que
138909,é,natural,o_que
138910,é,natural,o_que
138911,são,campeões,eles
138912,são,campeões,eles
138913,são,campeões,eles
138914,são,campeões,eles
138915,são,campeões,eles
138916,são,campeões,eles
138917,são,campeões,eles
138918,são,campeões,eles
138919,são,campeões,eles
138920,são,campeões,eles
138921,são,campeões,eles
138922,são,campeões,eles
138923,são,campeões,eles
138924,são,campeões,eles
138925,são,campeões,eles
138926,são,campeões,eles
138927,são,campeões,eles
138928,são,campeões,eles
138929,são,campeões,eles
138930,são,campeões,eles
138931,são,campeões,eles
138932,são,campeões,eles
138933,são,campeões,eles
138934,são,campeões,eles
138935,são,campeões,eles
138936,são,campeões,eles
138937,são,campeões,eles
138938,são,campeões,eles
138939,são,campeões,eles
138940,são,campeões,eles
138941,são,campeões,eles
138942,são,campeões,eles
138943,são,campeões,eles
138944,são,campeões,eles
138945,são,campeões,eles
138946,são,campeões,eles
138947,são,campeões,eles
138948,são,campeões,eles
138949,pede,tropas,ONU
138950,pede,tropas,ONU
138951,pede,tropas,ONU
138952,pede,tropas,ONU
138953,pede,tropas,ONU
138954,pede,tropas,ONU
138955,pediu,que,","
138956,pediu,que,","
138957,pediu,que,","
138958,pediu,que,","
138959,pediu,que,","
138960,pediu,que,","
138961,pediu,que,","
138962,pediu,que,","
138963,pediu,que,","
138964,pediu,que,","
138965,pediu,que,","
138966,pediu,que,","
138967,pediu,que,","
138968,pediu,que,","
138969,pediu,que,","
138970,pediu,que,","
138971,pediu,que,","
138972,pediu,que,","
138973,pediu,que,","
138974,pediu,que,","
138975,pediu,que,","
138976,pediu,que,","
138977,pediu,que,","
138978,pediu,que,","
138979,pediu,que,","
138980,pediu,que,","
138981,pediu,que,","
138982,pediu,que,","
138983,pediu,que,","
138984,pediu,que,","
138985,pediu,que,","
138986,pediu,que,","
138987,pediu,que,","
138988,pediu,que,","
138989,pediu,que,","
138990,pediu,que,","
138991,pediu,que,","
138992,pediu,que,","
138993,negociam,um,que
138994,negociam,um,que
138995,negociam,um,que
138996,negociam,um,que
138997,negociam,um,que
138998,negociam,um,que
138999,negociam,um,que
139000,negociam,um,que
139001,negociam,um,que
139002,negociam,um,que
139003,negociam,um,que
139004,negociam,um,que
139005,negociam,um,que
139006,negociam,um,que
139007,negociam,um,que
139008,negociam,um,que
139009,negociam,um,que
139010,negociam,um,que
139011,negociam,um,que
139012,negociam,um,que
139013,negociam,um,que
139014,negociam,um,que
139015,negociam,um,que
139016,negociam,um,que
139017,negociam,um,que
139018,negociam,um,que
139019,negociam,um,que
139020,negociam,um,que
139021,negociam,um,que
139022,negociam,um,que
139023,negociam,um,que
139024,negociam,um,que
139025,negociam,um,que
139026,negociam,um,que
139027,negociam,um,que
139028,negociam,um,que
139029,negociam,um,que
139030,negociam,um,que
139031,formem,uma,Bósnia
139032,formem,uma,Bósnia
139033,formem,uma,Bósnia
139034,formem,uma,Bósnia
139035,formem,uma,Bósnia
139036,formem,uma,Bósnia
139037,formem,uma,Bósnia
139038,formem,uma,Bósnia
139039,formem,uma,Bósnia
139040,formem,uma,Bósnia
139041,formem,uma,Bósnia
139042,formem,uma,Bósnia
139043,formem,uma,Bósnia
139044,formem,uma,Bósnia
139045,formem,uma,Bósnia
139046,formem,uma,Bósnia
139047,formem,uma,Bósnia
139048,formem,uma,Bósnia
139049,formem,uma,Bósnia
139050,formem,uma,Bósnia
139051,formem,uma,Bósnia
139052,formem,uma,Bósnia
139053,formem,uma,Bósnia
139054,formem,uma,Bósnia
139055,formem,uma,Bósnia
139056,formem,uma,Bósnia
139057,formem,uma,Bósnia
139058,formem,uma,Bósnia
139059,formem,uma,Bósnia
139060,formem,uma,Bósnia
139061,formem,uma,Bósnia
139062,formem,uma,Bósnia
139063,formem,uma,Bósnia
139064,formem,uma,Bósnia
139065,formem,uma,Bósnia
139066,formem,uma,Bósnia
139067,formem,uma,Bósnia
139068,formem,uma,Bósnia
139069,agir,em,para
139070,agir,em,para
139071,agir,em,para
139072,agir,em,para
139073,agir,em,para
139074,agir,em,para
139075,agir,em,para
139076,agir,em,para
139077,agir,em,para
139078,agir,em,para
139079,agir,em,para
139080,agir,em,para
139081,agir,em,para
139082,agir,em,para
139083,agir,em,para
139084,agir,em,para
139085,agir,em,para
139086,agir,em,para
139087,agir,em,para
139088,agir,em,para
139089,agir,em,para
139090,agir,em,para
139091,agir,em,para
139092,agir,em,para
139093,agir,em,para
139094,agir,em,para
139095,agir,em,para
139096,agir,em,para
139097,agir,em,para
139098,agir,em,para
139099,agir,em,para
139100,agir,em,para
139101,agir,em,para
139102,agir,em,para
139103,agir,em,para
139104,agir,em,para
139105,agir,em,para
139106,agir,em,para
139107,teme,que,Boutros-Ghali
139108,teme,que,Boutros-Ghali
139109,teme,que,Boutros-Ghali
139110,teme,que,Boutros-Ghali
139111,teme,que,Boutros-Ghali
139112,teme,que,Boutros-Ghali
139113,teme,que,Boutros-Ghali
139114,teme,que,Boutros-Ghali
139115,teme,que,Boutros-Ghali
139116,teme,que,Boutros-Ghali
139117,teme,que,Boutros-Ghali
139118,teme,que,Boutros-Ghali
139119,teme,que,Boutros-Ghali
139120,teme,que,Boutros-Ghali
139121,teme,que,Boutros-Ghali
139122,teme,que,Boutros-Ghali
139123,teme,que,Boutros-Ghali
139124,teme,que,Boutros-Ghali
139125,teme,que,Boutros-Ghali
139126,teme,que,Boutros-Ghali
139127,teme,que,Boutros-Ghali
139128,teme,que,Boutros-Ghali
139129,teme,que,Boutros-Ghali
139130,teme,que,Boutros-Ghali
139131,teme,que,Boutros-Ghali
139132,teme,que,Boutros-Ghali
139133,teme,que,Boutros-Ghali
139134,suspendam,sanções,e
139135,suspendam,sanções,e
139136,suspendam,sanções,e
139137,suspendam,sanções,e
139138,suspendam,sanções,e
139139,suspendam,sanções,e
139140,suspendam,sanções,e
139141,suspendam,sanções,e
139142,suspendam,sanções,e
139143,suspendam,sanções,e
139144,suspendam,sanções,e
139145,suspendam,sanções,e
139146,suspendam,sanções,e
139147,suspendam,sanções,e
139148,suspendam,sanções,e
139149,suspendam,sanções,e
139150,suspendam,sanções,e
139151,suspendam,sanções,e
139152,suspendam,sanções,e
139153,suspendam,sanções,e
139154,suspendam,sanções,e
139155,suspendam,sanções,e
139156,suspendam,sanções,e
139157,suspendam,sanções,e
139158,suspendam,sanções,e
139159,suspendam,sanções,e
139160,suspendam,sanções,e
139161,pondo,em,Sérvia
139162,pondo,em,Sérvia
139163,pondo,em,Sérvia
139164,pondo,em,Sérvia
139165,pondo,em,Sérvia
139166,pondo,em,Sérvia
139167,pondo,em,Sérvia
139168,pondo,em,Sérvia
139169,pondo,em,Sérvia
139170,pondo,em,Sérvia
139171,pondo,em,Sérvia
139172,pondo,em,Sérvia
139173,pondo,em,Sérvia
139174,pondo,em,Sérvia
139175,pondo,em,Sérvia
139176,pondo,em,Sérvia
139177,pondo,em,Sérvia
139178,pondo,em,Sérvia
139179,pondo,em,Sérvia
139180,pondo,em,Sérvia
139181,pondo,em,Sérvia
139182,pondo,em,Sérvia
139183,pondo,em,Sérvia
139184,pondo,em,Sérvia
139185,pondo,em,Sérvia
139186,pondo,em,Sérvia
139187,pondo,em,Sérvia
139188,aceito,.,for
139189,aceito,.,for
139190,aceito,.,for
139191,aceito,.,for
139192,aceito,.,for
139193,aceito,.,for
139194,aceito,.,for
139195,aceito,.,for
139196,aceito,.,for
139197,aceito,.,for
139198,aceito,.,for
139199,aceito,.,for
139200,aceito,.,for
139201,aceito,.,for
139202,aceito,.,for
139203,aceito,.,for
139204,aceito,.,for
139205,aceito,.,for
139206,aceito,.,for
139207,aceito,.,for
139208,aceito,.,for
139209,aceito,.,for
139210,aceito,.,for
139211,aceito,.,for
139212,aceito,.,for
139213,aceito,.,for
139214,aceito,.,for
139215,Acho,que,--
139216,Acho,que,--
139217,Acho,que,--
139218,Acho,que,--
139219,Acho,que,--
139220,Acho,que,--
139221,Acho,que,--
139222,Acho,que,--
139223,Acho,que,--
139224,Acho,que,--
139225,Acho,que,--
139226,Acho,que,--
139227,Acho,que,--
139228,usou,essa,Andre
139229,usou,essa,Andre
139230,usou,essa,Andre
139231,usou,essa,Andre
139232,usou,essa,Andre
139233,usou,essa,Andre
139234,usou,essa,Andre
139235,usou,essa,Andre
139236,usou,essa,Andre
139237,usou,essa,Andre
139238,usou,essa,Andre
139239,usou,essa,Andre
139240,usou,essa,Andre
139241,funciona,de,Ele
139242,funciona,de,Ele
139243,funciona,de,Ele
139244,funciona,de,Ele
139245,funciona,de,Ele
139246,funciona,de,Ele
139247,bate,em,você
139248,bate,em,você
139249,bate,em,você
139250,bate,em,você
139251,bate,em,você
139252,bate,em,você
139253,bate,em,você
139254,bate,em,você
139255,bate,em,você
139256,bate,em,você
139257,bate,em,você
139258,bate,em,você
139259,bate,em,você
139260,bate,em,você
139261,vem,forte,revide
139262,vem,forte,revide
139263,vem,forte,revide
139264,vem,forte,revide
139265,vem,forte,revide
139266,vem,forte,revide
139267,vem,forte,revide
139268,vem,forte,revide
139269,vem,forte,revide
139270,vem,forte,revide
139271,vem,forte,revide
139272,vem,forte,revide
139273,vem,forte,revide
139274,vem,forte,revide
139275,apostar,.,pode
139276,apostar,.,pode
139277,apostar,.,pode
139278,apostar,.,pode
139279,apostar,.,pode
139280,apostar,.,pode
139281,apostar,.,pode
139282,apostar,.,pode
139283,apostar,.,pode
139284,apostar,.,pode
139285,apostar,.,pode
139286,apostar,.,pode
139287,apostar,.,pode
139288,apostar,.,pode
139289,são,assim,tenistas
139290,são,assim,tenistas
139291,são,assim,tenistas
139292,são,assim,tenistas
139293,são,assim,tenistas
139294,são,assim,tenistas
139295,são,assim,tenistas
139296,são,assim,tenistas
139297,são,assim,tenistas
139298,são,assim,tenistas
139299,são,assim,tenistas
139300,são,assim,tenistas
139301,usam,sua,","
139302,usam,sua,","
139303,usam,sua,","
139304,usam,sua,","
139305,usam,sua,","
139306,usam,sua,","
139307,usam,sua,","
139308,usam,sua,","
139309,usam,sua,","
139310,usam,sua,","
139311,usam,sua,","
139312,usam,sua,","
139313,Haverá,mais,
139314,Haverá,mais,
139315,Haverá,mais,
139316,Haverá,mais,
139317,Haverá,mais,
139318,Haverá,mais,
139319,Haverá,mais,
139320,Haverá,mais,
139321,Haverá,mais,
139322,Haverá,mais,
139323,Haverá,mais,
139324,Haverá,mais,
139325,Haverá,mais,
139326,Haverá,mais,
139327,terão,apoio,artistas
139328,terão,apoio,artistas
139329,terão,apoio,artistas
139330,terão,apoio,artistas
139331,terão,apoio,artistas
139332,terão,apoio,artistas
139333,terão,apoio,artistas
139334,terão,apoio,artistas
139335,terão,apoio,artistas
139336,terão,apoio,artistas
139337,terão,apoio,artistas
139338,terão,apoio,artistas
139339,terão,apoio,artistas
139340,terão,apoio,artistas
139341,terão,apoio,artistas
139342,terão,apoio,artistas
139343,possui,esses,Brasil
139344,possui,esses,Brasil
139345,possui,esses,Brasil
139346,possui,esses,Brasil
139347,possui,esses,Brasil
139348,possui,esses,Brasil
139349,possui,esses,Brasil
139350,possui,esses,Brasil
139351,possui,esses,Brasil
139352,possui,esses,Brasil
139353,possui,esses,Brasil
139354,possui,esses,Brasil
139355,possui,esses,Brasil
139356,possui,esses,Brasil
139357,possui,esses,Brasil
139358,possui,esses,Brasil
139359,possui,esses,Brasil
139360,possui,esses,Brasil
139361,possui,esses,Brasil
139362,possui,esses,Brasil
139363,possui,esses,Brasil
139364,possui,esses,Brasil
139365,realizar,essas,para
139366,realizar,essas,para
139367,realizar,essas,para
139368,realizar,essas,para
139369,realizar,essas,para
139370,realizar,essas,para
139371,realizar,essas,para
139372,realizar,essas,para
139373,realizar,essas,para
139374,realizar,essas,para
139375,realizar,essas,para
139376,realizar,essas,para
139377,realizar,essas,para
139378,realizar,essas,para
139379,realizar,essas,para
139380,realizar,essas,para
139381,realizar,essas,para
139382,realizar,essas,para
139383,realizar,essas,para
139384,realizar,essas,para
139385,realizar,essas,para
139386,realizar,essas,para
139387,era,independente,tubo
139388,era,independente,tubo
139389,era,independente,tubo
139390,era,independente,tubo
139391,era,independente,tubo
139392,era,independente,tubo
139393,era,independente,tubo
139394,era,independente,tubo
139395,era,independente,tubo
139396,era,independente,tubo
139397,era,independente,tubo
139398,era,independente,tubo
139399,era,independente,tubo
139400,era,independente,tubo
139401,era,independente,tubo
139402,era,independente,tubo
139403,era,independente,tubo
139404,era,independente,tubo
139405,era,independente,tubo
139406,era,independente,tubo
139407,era,independente,tubo
139408,era,independente,tubo
139409,era,independente,tubo
139410,era,independente,tubo
139411,é,radiativo,não
139412,é,radiativo,não
139413,é,radiativo,não
139414,é,radiativo,não
139415,é,radiativo,não
139416,é,radiativo,não
139417,é,radiativo,não
139418,é,radiativo,não
139419,é,radiativo,não
139420,é,radiativo,não
139421,é,radiativo,não
139422,é,radiativo,não
139423,é,radiativo,não
139424,é,radiativo,não
139425,é,radiativo,não
139426,é,radiativo,não
139427,é,radiativo,não
139428,é,radiativo,não
139429,é,radiativo,não
139430,é,radiativo,não
139431,é,radiativo,não
139432,é,radiativo,não
139433,é,radiativo,não
139434,é,radiativo,não
139435,carrega,armamento,não
139436,carrega,armamento,não
139437,carrega,armamento,não
139438,carrega,armamento,não
139439,carrega,armamento,não
139440,carrega,armamento,não
139441,carrega,armamento,não
139442,usada,só,é
139443,usada,só,é
139444,usada,só,é
139445,usada,só,é
139446,usada,só,é
139447,usada,só,é
139448,usada,só,é
139449,usada,só,é
139450,usada,só,é
139451,usada,só,é
139452,usada,só,é
139453,movimentar,a,para
139454,movimentar,a,para
139455,movimentar,a,para
139456,movimentar,a,para
139457,movimentar,a,para
139458,movimentar,a,para
139459,movimentar,a,para
139460,movimentar,a,para
139461,movimentar,a,para
139462,movimentar,a,para
139463,movimentar,a,para
139464,há,isolamento,submarino
139465,há,isolamento,submarino
139466,há,isolamento,submarino
139467,há,isolamento,submarino
139468,há,isolamento,submarino
139469,há,isolamento,submarino
139470,há,isolamento,submarino
139471,há,isolamento,submarino
139472,há,isolamento,submarino
139473,há,isolamento,submarino
139474,há,isolamento,submarino
139475,há,isolamento,submarino
139476,há,isolamento,submarino
139477,há,isolamento,submarino
139478,há,isolamento,submarino
139479,há,isolamento,submarino
139480,há,isolamento,submarino
139481,há,isolamento,submarino
139482,há,isolamento,submarino
139483,evitando,que,","
139484,evitando,que,","
139485,evitando,que,","
139486,evitando,que,","
139487,evitando,que,","
139488,evitando,que,","
139489,evitando,que,","
139490,evitando,que,","
139491,evitando,que,","
139492,evitando,que,","
139493,evitando,que,","
139494,evitando,que,","
139495,evitando,que,","
139496,evitando,que,","
139497,evitando,que,","
139498,evitando,que,","
139499,evitando,que,","
139500,evitando,que,","
139501,evitando,que,","
139502,atinjam,as,parte
139503,atinjam,as,parte
139504,atinjam,as,parte
139505,atinjam,as,parte
139506,atinjam,as,parte
139507,atinjam,as,parte
139508,atinjam,as,parte
139509,atinjam,as,parte
139510,atinjam,as,parte
139511,atinjam,as,parte
139512,atinjam,as,parte
139513,atinjam,as,parte
139514,atinjam,as,parte
139515,atinjam,as,parte
139516,atinjam,as,parte
139517,atinjam,as,parte
139518,atinjam,as,parte
139519,atinjam,as,parte
139520,atinjam,as,parte
139521,disse,que,","
139522,disse,que,","
139523,disse,que,","
139524,disse,que,","
139525,disse,que,","
139526,disse,que,","
139527,disse,que,","
139528,disse,que,","
139529,disse,que,","
139530,disse,que,","
139531,disse,que,","
139532,disse,que,","
139533,disse,que,","
139534,disse,que,","
139535,disse,que,","
139536,disse,que,","
139537,disse,que,","
139538,disse,que,","
139539,disse,que,","
139540,disse,que,","
139541,disse,que,","
139542,disse,que,","
139543,disse,que,","
139544,disse,que,","
139545,disse,que,","
139546,disse,que,","
139547,foi,uma,encontro
139548,foi,uma,encontro
139549,foi,uma,encontro
139550,foi,uma,encontro
139551,foi,uma,encontro
139552,foi,uma,encontro
139553,foi,uma,encontro
139554,foi,uma,encontro
139555,foi,uma,encontro
139556,foi,uma,encontro
139557,foi,uma,encontro
139558,foi,uma,encontro
139559,foi,uma,encontro
139560,foi,uma,encontro
139561,foi,uma,encontro
139562,foi,uma,encontro
139563,foi,uma,encontro
139564,foi,uma,encontro
139565,foi,uma,encontro
139566,foi,uma,encontro
139567,foi,uma,encontro
139568,foi,uma,encontro
139569,foi,uma,encontro
139570,foi,uma,encontro
139571,foi,uma,encontro
139572,foi,uma,encontro
139573,elogiar,a,e
139574,elogiar,a,e
139575,elogiar,a,e
139576,elogiar,a,e
139577,elogiar,a,e
139578,elogiar,a,e
139579,elogiar,a,e
139580,elogiar,a,e
139581,elogiar,a,e
139582,elogiar,a,e
139583,elogiar,a,e
139584,elogiar,a,e
139585,elogiar,a,e
139586,elogiar,a,e
139587,elogiar,a,e
139588,elogiar,a,e
139589,elogiar,a,e
139590,elogiar,a,e
139591,elogiar,a,e
139592,elogiar,a,e
139593,elogiar,a,e
139594,elogiar,a,e
139595,elogiar,a,e
139596,elogiar,a,e
139597,elogiar,a,e
139598,elogiar,a,e
139599,negou,que,Belo
139600,negou,que,Belo
139601,negou,que,Belo
139602,negou,que,Belo
139603,negou,que,Belo
139604,negou,que,Belo
139605,negou,que,Belo
139606,negou,que,Belo
139607,negou,que,Belo
139608,negou,que,Belo
139609,negou,que,Belo
139610,negou,que,Belo
139611,negou,que,Belo
139612,negou,que,Belo
139613,negou,que,Belo
139614,negou,que,Belo
139615,negou,que,Belo
139616,negou,que,Belo
139617,negou,que,Belo
139618,negou,que,Belo
139619,negou,que,Belo
139620,negou,que,Belo
139621,negou,que,Belo
139622,negou,que,Belo
139623,negou,que,Belo
139624,discutida,a,sido
139625,discutida,a,sido
139626,discutida,a,sido
139627,discutida,a,sido
139628,discutida,a,sido
139629,discutida,a,sido
139630,discutida,a,sido
139631,discutida,a,sido
139632,discutida,a,sido
139633,discutida,a,sido
139634,discutida,a,sido
139635,discutida,a,sido
139636,discutida,a,sido
139637,discutida,a,sido
139638,discutida,a,sido
139639,discutida,a,sido
139640,discutida,a,sido
139641,discutida,a,sido
139642,discutida,a,sido
139643,discutida,a,sido
139644,discutida,a,sido
139645,discutida,a,sido
139646,discutida,a,sido
139647,discutida,a,sido
139648,discutida,a,sido
139649,levantada,em,foi
139650,levantada,em,foi
139651,levantada,em,foi
139652,levantada,em,foi
139653,levantada,em,foi
139654,levantada,em,foi
139655,levantada,em,foi
139656,levantada,em,foi
139657,levantada,em,foi
139658,levantada,em,foi
139659,levantada,em,foi
139660,levantada,em,foi
139661,levantada,em,foi
139662,levantada,em,foi
139663,levantada,em,foi
139664,levantada,em,foi
139665,levantada,em,foi
139666,levantada,em,foi
139667,levantada,em,foi
139668,levantada,em,foi
139669,levantada,em,foi
139670,levantada,em,foi
139671,se,negaram,emissoras
139672,se,negaram,emissoras
139673,se,negaram,emissoras
139674,se,negaram,emissoras
139675,se,negaram,emissoras
139676,se,negaram,emissoras
139677,se,negaram,emissoras
139678,se,negaram,emissoras
139679,se,negaram,emissoras
139680,se,negaram,emissoras
139681,se,negaram,emissoras
139682,se,negaram,emissoras
139683,se,negaram,emissoras
139684,se,negaram,emissoras
139685,se,negaram,emissoras
139686,se,negaram,emissoras
139687,se,negaram,emissoras
139688,se,negaram,emissoras
139689,se,negaram,emissoras
139690,se,negaram,emissoras
139691,se,negaram,emissoras
139692,se,negaram,emissoras
139693,se,negaram,emissoras
139694,se,negaram,emissoras
139695,se,negaram,emissoras
139696,terminar,com,«
139697,terminar,com,«
139698,terminar,com,«
139699,terminar,com,«
139700,terminar,com,«
139701,terminar,com,«
139702,terminar,com,«
139703,terminar,com,«
139704,terminar,com,«
139705,terminar,com,«
139706,terminar,com,«
139707,terminar,com,«
139708,terminar,com,«
139709,terminar,com,«
139710,terminar,com,«
139711,terminar,com,«
139712,terminar,com,«
139713,terminar,com,«
139714,terminar,com,«
139715,terminar,com,«
139716,terminar,com,«
139717,terminar,com,«
139718,terminar,com,«
139719,terminar,com,«
139720,terminar,com,«
139721,especificar,como,sem
139722,especificar,como,sem
139723,especificar,como,sem
139724,especificar,como,sem
139725,especificar,como,sem
139726,especificar,como,sem
139727,especificar,como,sem
139728,especificar,como,sem
139729,especificar,como,sem
139730,especificar,como,sem
139731,especificar,como,sem
139732,especificar,como,sem
139733,especificar,como,sem
139734,especificar,como,sem
139735,especificar,como,sem
139736,especificar,como,sem
139737,especificar,como,sem
139738,especificar,como,sem
139739,especificar,como,sem
139740,especificar,como,sem
139741,especificar,como,sem
139742,especificar,como,sem
139743,especificar,como,sem
139744,especificar,como,sem
139745,especificar,como,sem
139746,anunciar,hoje,pode
139747,anunciar,hoje,pode
139748,anunciar,hoje,pode
139749,anunciar,hoje,pode
139750,anunciar,hoje,pode
139751,anunciar,hoje,pode
139752,anunciar,hoje,pode
139753,anunciar,hoje,pode
139754,anunciar,hoje,pode
139755,anunciar,hoje,pode
139756,dá,a,Califórnia
139757,dá,a,Califórnia
139758,dá,a,Califórnia
139759,dá,a,Califórnia
139760,dá,a,Califórnia
139761,dá,a,Califórnia
139762,dá,a,Califórnia
139763,dá,a,Califórnia
139764,dá,a,Califórnia
139765,dá,a,Califórnia
139766,dá,a,Califórnia
139767,dá,a,Califórnia
139768,dá,a,Califórnia
139769,dá,a,Califórnia
139770,dá,a,Califórnia
139771,dá,a,Califórnia
139772,dá,a,Califórnia
139773,dá,a,Califórnia
139774,dá,a,Califórnia
139775,dá,a,Califórnia
139776,dá,a,Califórnia
139777,dá,a,Califórnia
139778,dá,a,Califórnia
139779,dá,a,Califórnia
139780,dá,a,Califórnia
139781,dá,a,Califórnia
139782,dá,a,Califórnia
139783,dá,a,Califórnia
139784,dá,a,Califórnia
139785,dá,a,Califórnia
139786,dá,a,Califórnia
139787,dá,a,Califórnia
139788,dá,a,Califórnia
139789,impedir,a,para
139790,impedir,a,para
139791,impedir,a,para
139792,impedir,a,para
139793,impedir,a,para
139794,impedir,a,para
139795,impedir,a,para
139796,impedir,a,para
139797,impedir,a,para
139798,impedir,a,para
139799,impedir,a,para
139800,impedir,a,para
139801,impedir,a,para
139802,impedir,a,para
139803,impedir,a,para
139804,impedir,a,para
139805,impedir,a,para
139806,impedir,a,para
139807,impedir,a,para
139808,impedir,a,para
139809,impedir,a,para
139810,impedir,a,para
139811,impedir,a,para
139812,impedir,a,para
139813,impedir,a,para
139814,impedir,a,para
139815,impedir,a,para
139816,impedir,a,para
139817,impedir,a,para
139818,impedir,a,para
139819,impedir,a,para
139820,impedir,a,para
139821,impedir,a,para
139822,achar,que,Se
139823,achar,que,Se
139824,achar,que,Se
139825,achar,que,Se
139826,achar,que,Se
139827,achar,que,Se
139828,achar,que,Se
139829,achar,que,Se
139830,achar,que,Se
139831,achar,que,Se
139832,achar,que,Se
139833,achar,que,Se
139834,achar,que,Se
139835,achar,que,Se
139836,achar,que,Se
139837,achar,que,Se
139838,achar,que,Se
139839,achar,que,Se
139840,achar,que,Se
139841,achar,que,Se
139842,achar,que,Se
139843,achar,que,Se
139844,achar,que,Se
139845,achar,que,Se
139846,achar,que,Se
139847,achar,que,Se
139848,achar,que,Se
139849,achar,que,Se
139850,achar,que,Se
139851,achar,que,Se
139852,achar,que,Se
139853,achar,que,Se
139854,achar,que,Se
139855,prejudica,a,ela
139856,prejudica,a,ela
139857,prejudica,a,ela
139858,prejudica,a,ela
139859,prejudica,a,ela
139860,prejudica,a,ela
139861,prejudica,a,ela
139862,prejudica,a,ela
139863,prejudica,a,ela
139864,prejudica,a,ela
139865,prejudica,a,ela
139866,prejudica,a,ela
139867,prejudica,a,ela
139868,prejudica,a,ela
139869,prejudica,a,ela
139870,prejudica,a,ela
139871,prejudica,a,ela
139872,prejudica,a,ela
139873,prejudica,a,ela
139874,prejudica,a,ela
