INDEX,Y_ARG,Y_T
133485,(C-V*),C-V
133486,(AM-PRD*),AM-PRD
133487,(C-V*),C-V
133488,(AM-PRD*),AM-PRD
133489,(C-V*),C-V
133490,(AM-PRD*),AM-PRD
133491,(AM-MED*),AM-MED
133492,(C-V*,C-V
133493,*,C-V
133494,*),C-V
133495,(AM-PRD*,AM-PRD
133496,*,AM-PRD
133497,*,AM-PRD
133498,*),AM-PRD
133499,(AM-MED*,AM-MED
133500,*),AM-MED
133501,(C-AM-ADV*),C-AM-ADV
133502,(AM-ADV*),AM-ADV
133503,(C-V*),C-V
133504,(AM-PRD*),AM-PRD
133505,(C-V*),C-V
133506,(AM-PRD*),AM-PRD
133507,(C-V*),C-V
133508,(AM-PRD*),AM-PRD
133509,(C-V*),C-V
133510,(AM-PRD*),AM-PRD
133511,(C-V*),C-V
133512,(AM-PRD*),AM-PRD
133513,(C-V*),C-V
133514,(AM-PRD*),AM-PRD
133515,(C-V*),C-V
133516,(AM-PRD*),AM-PRD
133517,(C-V*),C-V
133518,(AM-PRD*),AM-PRD
133519,(AM-MED*),AM-MED
133520,(AM-MED*),AM-MED
133521,(AM-ADV*),AM-ADV
133522,(C-AM-LOC*,C-AM-LOC
133523,*,C-AM-LOC
133524,*),C-AM-LOC
133525,(AM-PRD*),AM-PRD
133526,(C-V*),C-V
133527,(AM-PRD*),AM-PRD
133528,(C-V*),C-V
133529,(AM-PRD*),AM-PRD
133530,(C-V*),C-V
133531,(AM-PRD*),AM-PRD
133532,(C-V*),C-V
133533,(AM-PRD*),AM-PRD
133534,(C-AM-LOC*),C-AM-LOC
133535,(C-V*),C-V
133536,(AM-PRD*),AM-PRD
133537,(AM-MED*),AM-MED
133538,(AM-PRD*,AM-PRD
133539,*,AM-PRD
133540,*,AM-PRD
133541,*,AM-PRD
133542,*,AM-PRD
133543,*,AM-PRD
133544,*),AM-PRD
133545,(AM-MED*,AM-MED
133546,*),AM-MED
133547,(AM-PRD*,AM-PRD
133548,*,AM-PRD
133549,*,AM-PRD
133550,*,AM-PRD
133551,*,AM-PRD
133552,*,AM-PRD
133553,*,AM-PRD
133554,*),AM-PRD
133555,(AM-MED*),AM-MED
133556,(AM-PRD*),AM-PRD
133557,(C-V*),C-V
133558,(AM-PRD*),AM-PRD
133559,(C-V*),C-V
133560,(AM-PRD*),AM-PRD
133561,(C-V*),C-V
133562,(AM-PRD*),AM-PRD
133563,(C-V*),C-V
133564,(AM-PRD*),AM-PRD
133565,(C-V*),C-V
133566,(AM-PRD*),AM-PRD
133567,(C-V*),C-V
133568,(AM-PRD*),AM-PRD
133569,(C-V*),C-V
133570,(AM-PRD*),AM-PRD
133571,(C-V*),C-V
133572,(AM-PRD*),AM-PRD
133573,(C-V*),C-V
133574,(AM-PRD*),AM-PRD
133575,(C-V*),C-V
133576,(AM-PRD*),AM-PRD
133577,(C-V*),C-V
133578,(AM-PRD*),AM-PRD
133579,(C-V*),C-V
133580,(AM-PRD*),AM-PRD
133581,(C-V*),C-V
133582,(AM-PRD*),AM-PRD
133583,(C-V*),C-V
133584,(AM-PRD*),AM-PRD
133585,(C-V*),C-V
133586,(AM-PRD*),AM-PRD
133587,(C-V*),C-V
133588,(AM-PRD*),AM-PRD
133589,(C-AM-LOC*),C-AM-LOC
133590,(C-V*),C-V
133591,(AM-PRD*),AM-PRD
133592,(AM-MED*,AM-MED
133593,*),AM-MED
133594,(AM-PRD*),AM-PRD
133595,(C-V*),C-V
133596,(AM-PRD*),AM-PRD
133597,(C-V*),C-V
133598,(AM-PRD*),AM-PRD
133599,(C-V*),C-V
133600,(AM-PRD*),AM-PRD
133601,(C-V*),C-V
133602,(AM-PRD*),AM-PRD
133603,(C-V*),C-V
133604,(AM-PRD*),AM-PRD
133605,(C-V*),C-V
133606,(AM-PRD*),AM-PRD
133607,(C-V*),C-V
133608,(AM-PRD*),AM-PRD
133609,(C-V*),C-V
133610,(AM-PRD*),AM-PRD
133611,(C-V*),C-V
133612,(AM-PRD*),AM-PRD
133613,(A1*),A1
133614,(AM-PRD*),AM-PRD
133615,(C-V*),C-V
133616,(AM-PRD*),AM-PRD
133617,(C-V*),C-V
133618,(AM-PRD*),AM-PRD
133619,(C-V*),C-V
133620,(AM-LOC*),AM-LOC
133621,(A5*),A5
133622,(AM-LOC*),AM-LOC
133623,(A5*),A5
133624,(AM-LOC*),AM-LOC
133625,(AM-PRD*),AM-PRD
133626,(C-V*),C-V
133627,(AM-PRD*),AM-PRD
133628,(C-V*),C-V
133629,(AM-PRD*),AM-PRD
133630,(A5*),A5
133631,(C-AM-ADV*),C-AM-ADV
133632,(AM-MED*,AM-MED
133633,*),AM-MED
133634,(AM-PRD*,AM-PRD
133635,*,AM-PRD
133636,*,AM-PRD
133637,*),AM-PRD
133638,(C-V*),C-V
133639,(AM-PRD*),AM-PRD
133640,(C-V*),C-V
133641,(AM-PRD*),AM-PRD
133642,(C-V*),C-V
133643,(AM-PRD*),AM-PRD
133644,(C-V*),C-V
133645,(AM-PRD*),AM-PRD
133646,(C-V*),C-V
133647,(AM-PRD*),AM-PRD
133648,(C-V*),C-V
133649,(AM-PRD*),AM-PRD
133650,(C-V*),C-V
133651,(AM-PRD*),AM-PRD
133652,(C-V*),C-V
133653,(AM-PRD*),AM-PRD
133654,(C-V*),C-V
133655,(AM-PRD*),AM-PRD
133656,(C-V*),C-V
133657,(AM-PRD*),AM-PRD
133658,(C-V*),C-V
133659,(AM-PRD*),AM-PRD
133660,(C-V*),C-V
133661,(AM-PRD*),AM-PRD
133662,(C-V*),C-V
133663,(AM-PRD*),AM-PRD
133664,(C-V*),C-V
133665,(AM-PRD*),AM-PRD
133666,(C-AM-LOC*),C-AM-LOC
133667,(C-V*),C-V
133668,(AM-PRD*),AM-PRD
133669,(C-AM-ADV*),C-AM-ADV
133670,(AM-MED*,AM-MED
133671,*),AM-MED
133672,(C-V*,C-V
133673,*),C-V
133674,(AM-PRD*),AM-PRD
133675,(C-V*),C-V
133676,(AM-PRD*),AM-PRD
133677,(C-V*),C-V
133678,(AM-PRD*),AM-PRD
133679,(C-V*),C-V
133680,(AM-PRD*),AM-PRD
133681,(C-V*),C-V
133682,(AM-PRD*),AM-PRD
133683,(C-V*),C-V
133684,(AM-PRD*),AM-PRD
133685,(C-V*),C-V
133686,(AM-PRD*),AM-PRD
133687,(C-V*),C-V
133688,(AM-PRD*),AM-PRD
133689,(C-V*),C-V
133690,(AM-PRD*),AM-PRD
133691,(C-V*),C-V
133692,(AM-PRD*),AM-PRD
133693,(C-V*),C-V
133694,(AM-PRD*),AM-PRD
133695,(C-V*),C-V
133696,(AM-PRD*),AM-PRD
133697,(C-V*),C-V
133698,(AM-PRD*),AM-PRD
133699,(C-V*),C-V
133700,(AM-PRD*),AM-PRD
133701,(C-V*),C-V
133702,(AM-PRD*),AM-PRD
133703,(C-V*),C-V
133704,(AM-PRD*),AM-PRD
133705,(C-V*),C-V
133706,(AM-PRD*),AM-PRD
133707,(C-V*,C-V
133708,*),C-V
133709,(AM-MED*,AM-MED
133710,*,AM-MED
133711,*),AM-MED
133712,(C-AM-PNC*),C-AM-PNC
133713,(AM-PRD*,AM-PRD
133714,*,AM-PRD
133715,*,AM-PRD
133716,*,AM-PRD
133717,*,AM-PRD
133718,*),AM-PRD
133719,(AM-MED*),AM-MED
133720,(AM-PRD*),AM-PRD
133721,(AM-MED*),AM-MED
133722,(AM-PRD*),AM-PRD
133723,(AM-MED*,AM-MED
133724,*),AM-MED
133725,(C-V*),C-V
133726,(AM-PRD*),AM-PRD
133727,(C-V*),C-V
133728,(AM-PRD*),AM-PRD
133729,(C-V*),C-V
133730,(AM-PRD*),AM-PRD
133731,(C-V*),C-V
133732,(AM-PRD*),AM-PRD
133733,(C-V*),C-V
133734,(AM-PRD*),AM-PRD
133735,(C-V*),C-V
133736,(AM-PRD*),AM-PRD
133737,(AM-MED*),AM-MED
133738,(AM-PRD*),AM-PRD
133739,(C-V*),C-V
133740,(AM-PRD*),AM-PRD
133741,(C-V*),C-V
133742,(AM-PRD*),AM-PRD
133743,(C-V*),C-V
133744,(AM-PRD*),AM-PRD
133745,(C-V*),C-V
133746,(AM-PRD*),AM-PRD
133747,(C-V*),C-V
133748,(AM-PRD*),AM-PRD
133749,(C-V*),C-V
133750,(AM-PRD*),AM-PRD
133751,(C-V*),C-V
133752,(AM-PRD*),AM-PRD
133753,(C-V*),C-V
133754,(AM-PRD*),AM-PRD
133755,(C-V*),C-V
133756,(AM-PRD*),AM-PRD
133757,(C-V*),C-V
133758,(AM-PRD*),AM-PRD
133759,(AM-MED*),AM-MED
133760,(AM-PRD*),AM-PRD
133761,(C-V*),C-V
133762,(AM-PRD*),AM-PRD
133763,(C-V*),C-V
133764,(AM-PRD*),AM-PRD
133765,(C-V*),C-V
133766,(AM-PRD*),AM-PRD
133767,(C-V*),C-V
133768,(AM-PRD*),AM-PRD
133769,(C-V*),C-V
133770,(AM-LOC*),AM-LOC
133771,(A5*),A5
133772,(AM-LOC*),AM-LOC
133773,(A5*),A5
133774,(AM-LOC*),AM-LOC
133775,(A5*),A5
133776,(AM-LOC*),AM-LOC
133777,(A5*),A5
133778,(AM-LOC*),AM-LOC
133779,(C-V*),C-V
133780,(AM-PRD*),AM-PRD
133781,(C-V*),C-V
133782,(AM-PRD*),AM-PRD
133783,(C-V*),C-V
133784,(AM-PRD*),AM-PRD
133785,(C-AM-LOC*),C-AM-LOC
133786,(AM-PRD*),AM-PRD
133787,(AM-MED*),AM-MED
133788,(C-V*,C-V
133789,*),C-V
133790,(AM-PRD*),AM-PRD
133791,(C-V*),C-V
133792,(AM-PRD*),AM-PRD
133793,(C-V*),C-V
133794,(AM-PRD*),AM-PRD
133795,(C-V*),C-V
133796,(AM-PRD*),AM-PRD
133797,(C-V*),C-V
133798,(AM-PRD*),AM-PRD
133799,(C-V*),C-V
133800,(AM-PRD*),AM-PRD
133801,(C-V*),C-V
133802,(AM-PRD*),AM-PRD
133803,(C-V*),C-V
133804,(AM-PRD*),AM-PRD
133805,(C-V*),C-V
133806,(AM-PRD*),AM-PRD
133807,(C-V*),C-V
133808,(AM-PRD*),AM-PRD
133809,(C-V*),C-V
133810,(AM-PRD*),AM-PRD
133811,(C-V*),C-V
133812,(AM-PRD*),AM-PRD
133813,(C-V*,C-V
133814,*),C-V
133815,(AM-MED*),AM-MED
133816,(C-V*),C-V
133817,(AM-PRD*),AM-PRD
133818,(C-V*),C-V
133819,(AM-PRD*),AM-PRD
133820,(C-V*),C-V
133821,(AM-PRD*),AM-PRD
133822,(C-V*),C-V
133823,(AM-PRD*),AM-PRD
133824,(C-V*),C-V
133825,(AM-PRD*),AM-PRD
133826,(C-V*),C-V
133827,(AM-PRD*),AM-PRD
133828,(C-V*),C-V
133829,(AM-PRD*),AM-PRD
133830,(C-V*),C-V
133831,(AM-PRD*),AM-PRD
133832,(C-V*),C-V
133833,(AM-PRD*),AM-PRD
133834,(A1*),A1
133835,(AM-PRD*),AM-PRD
133836,(A1*),A1
133837,(AM-PRD*),AM-PRD
133838,(A1*),A1
133839,(C-V*),C-V
133840,(AM-PRD*),AM-PRD
133841,(C-V*),C-V
133842,(AM-PRD*),AM-PRD
133843,(AM-MED*),AM-MED
133844,(C-V*,C-V
133845,*,C-V
133846,*,C-V
133847,*,C-V
133848,*),C-V
133849,(AM-PRD*),AM-PRD
133850,(C-V*),C-V
133851,(AM-PRD*),AM-PRD
133852,(C-V*),C-V
133853,(AM-PRD*),AM-PRD
133854,(C-V*),C-V
133855,(AM-PRD*),AM-PRD
133856,(C-V*),C-V
133857,(AM-PRD*),AM-PRD
133858,(C-V*),C-V
133859,(AM-PRD*),AM-PRD
133860,(C-V*),C-V
133861,(AM-MED*,AM-MED
133862,*),AM-MED
133863,(C-V*),C-V
133864,(AM-PRD*),AM-PRD
133865,(C-V*),C-V
133866,(AM-PRD*),AM-PRD
133867,(C-V*),C-V
133868,(AM-PRD*),AM-PRD
133869,(C-V*),C-V
133870,(AM-PRD*),AM-PRD
133871,(C-V*),C-V
133872,(AM-PRD*),AM-PRD
133873,(C-V*),C-V
133874,(AM-PRD*),AM-PRD
133875,(C-V*),C-V
133876,(AM-PRD*),AM-PRD
133877,(C-V*),C-V
133878,(AM-PRD*),AM-PRD
133879,(C-V*),C-V
133880,(AM-PRD*),AM-PRD
133881,(AM-MED*),AM-MED
133882,(AM-PRD*),AM-PRD
133883,(C-V*),C-V
133884,(AM-PRD*),AM-PRD
133885,(C-V*),C-V
133886,(AM-PRD*),AM-PRD
133887,(C-V*),C-V
133888,(AM-PRD*),AM-PRD
133889,(C-V*),C-V
133890,(AM-PRD*),AM-PRD
133891,(C-V*),C-V
133892,(AM-PRD*),AM-PRD
133893,(C-V*),C-V
133894,(AM-PRD*),AM-PRD
133895,(C-V*),C-V
133896,(AM-PRD*),AM-PRD
133897,(C-V*),C-V
133898,(AM-PRD*),AM-PRD
133899,(C-V*),C-V
133900,(AM-PRD*),AM-PRD
133901,(C-V*),C-V
133902,(AM-PRD*),AM-PRD
133903,(AM-MED*),AM-MED
133904,(AM-PRD*),AM-PRD
133905,(C-V*),C-V
133906,(AM-PRD*),AM-PRD
133907,(C-V*),C-V
133908,(AM-PRD*),AM-PRD
133909,(C-V*),C-V
133910,(AM-PRD*),AM-PRD
133911,(C-V*),C-V
133912,(AM-PRD*),AM-PRD
133913,(C-V*),C-V
133914,(AM-PRD*),AM-PRD
133915,(C-V*),C-V
133916,(AM-PRD*),AM-PRD
133917,(C-V*),C-V
133918,(AM-PRD*),AM-PRD
133919,(C-V*),C-V
133920,(AM-PRD*),AM-PRD
133921,(C-V*),C-V
133922,(AM-PRD*),AM-PRD
133923,(C-V*),C-V
133924,(AM-PRD*),AM-PRD
133925,(AM-MED*),AM-MED
133926,(C-AM-PNC*),C-AM-PNC
133927,(AM-REC*),AM-REC
133928,(C-AM-PNC*),C-AM-PNC
133929,(AM-REC*),AM-REC
133930,(C-AM-PNC*),C-AM-PNC
133931,(AM-REC*),AM-REC
133932,(C-AM-PNC*),C-AM-PNC
133933,(AM-REC*),AM-REC
133934,(C-V*),C-V
133935,(AM-PRD*),AM-PRD
133936,(C-V*),C-V
133937,(AM-PRD*),AM-PRD
133938,(C-V*),C-V
133939,(AM-PRD*),AM-PRD
133940,(C-V*,C-V
133941,*,C-V
133942,*),C-V
133943,(AM-MED*),AM-MED
133944,(C-V*,C-V
133945,*),C-V
133946,(AM-PRD*),AM-PRD
133947,(C-V*),C-V
133948,(AM-PRD*),AM-PRD
133949,(C-V*),C-V
133950,(AM-PRD*),AM-PRD
133951,(C-V*),C-V
133952,(AM-PRD*),AM-PRD
133953,(C-V*),C-V
133954,(AM-PRD*),AM-PRD
133955,(C-V*),C-V
133956,(AM-PRD*,AM-PRD
133957,*),AM-PRD
133958,(AM-MED*),AM-MED
133959,(AM-PRD*),AM-PRD
133960,(C-V*),C-V
133961,(AM-PRD*),AM-PRD
133962,(C-V*),C-V
133963,(AM-PRD*),AM-PRD
133964,(C-V*),C-V
133965,(AM-PRD*),AM-PRD
133966,(C-V*),C-V
133967,(AM-PRD*),AM-PRD
133968,(C-V*),C-V
133969,(AM-PRD*),AM-PRD
133970,(C-V*),C-V
133971,(AM-PRD*,AM-PRD
133972,*),AM-PRD
133973,(AM-MED*),AM-MED
133974,(AM-PRD*,AM-PRD
133975,*),AM-PRD
133976,(C-V*),C-V
133977,(AM-PRD*),AM-PRD
133978,(C-V*),C-V
133979,(AM-PRD*),AM-PRD
133980,(C-V*),C-V
133981,(AM-PRD*),AM-PRD
133982,(C-V*),C-V
133983,(AM-PRD*),AM-PRD
133984,(C-V*),C-V
133985,(AM-PRD*,AM-PRD
133986,*,AM-PRD
133987,*),AM-PRD
133988,(AM-MED*),AM-MED
133989,(AM-PRD*),AM-PRD
133990,(C-V*),C-V
133991,(AM-PRD*),AM-PRD
133992,(C-V*),C-V
133993,(AM-PRD*),AM-PRD
133994,(C-V*),C-V
133995,(AM-PRD*),AM-PRD
133996,(C-V*),C-V
133997,(AM-PRD*),AM-PRD
133998,(C-V*),C-V
133999,(AM-PRD*),AM-PRD
134000,(C-V*),C-V
134001,(AM-PRD*,AM-PRD
134002,*),AM-PRD
134003,(AM-MED*),AM-MED
134004,(AM-PRD*,AM-PRD
134005,*),AM-PRD
134006,(A5*),A5
134007,(AM-PRD*),AM-PRD
134008,(A5*),A5
134009,(AM-PRD*),AM-PRD
134010,(A5*,A5
134011,*),A5
134012,(AM-PRD*,AM-PRD
134013,*),AM-PRD
134014,(AM-MED*),AM-MED
134015,(AM-PRD*,AM-PRD
134016,*,AM-PRD
134017,*,AM-PRD
134018,*),AM-PRD
134019,(AM-MED*,AM-MED
134020,*),AM-MED
134021,(C-V*),C-V
134022,(AM-PRD*),AM-PRD
134023,(C-V*),C-V
134024,(AM-PRD*),AM-PRD
134025,(C-V*),C-V
134026,(AM-PRD*),AM-PRD
134027,(C-V*),C-V
134028,(AM-PRD*),AM-PRD
134029,(C-V*),C-V
134030,(AM-PRD*),AM-PRD
134031,(C-V*),C-V
134032,(AM-PRD*),AM-PRD
134033,(C-V*),C-V
134034,(AM-PRD*),AM-PRD
134035,(C-V*),C-V
134036,(AM-PRD*),AM-PRD
134037,(C-V*),C-V
134038,(AM-PRD*),AM-PRD
134039,(C-V*),C-V
134040,(AM-MED*),AM-MED
134041,(C-V*,C-V
134042,*,C-V
134043,*,C-V
134044,*),C-V
134045,(AM-PRD*),AM-PRD
134046,(C-V*),C-V
134047,(AM-PRD*),AM-PRD
134048,(C-V*),C-V
134049,(AM-PRD*),AM-PRD
134050,(C-V*),C-V
134051,(AM-PRD*),AM-PRD
134052,(C-V*),C-V
134053,(AM-PRD*),AM-PRD
134054,(C-V*),C-V
134055,(AM-PRD*),AM-PRD
134056,(C-V*),C-V
134057,(AM-PRD*),AM-PRD
134058,(C-V*),C-V
134059,(AM-PRD*),AM-PRD
134060,(AM-MED*),AM-MED
134061,(AM-PRD*),AM-PRD
134062,(C-V*),C-V
134063,(AM-PRD*),AM-PRD
134064,(C-V*),C-V
134065,(AM-PRD*),AM-PRD
134066,(C-V*),C-V
134067,(AM-PRD*),AM-PRD
134068,(C-V*),C-V
134069,(AM-PRD*),AM-PRD
134070,(C-V*),C-V
134071,(AM-PRD*),AM-PRD
134072,(C-V*),C-V
134073,(AM-PRD*),AM-PRD
134074,(C-V*),C-V
134075,(AM-PRD*),AM-PRD
134076,(C-V*),C-V
134077,(AM-PRD*),AM-PRD
134078,(C-V*),C-V
134079,(AM-PRD*),AM-PRD
134080,(AM-MED*),AM-MED
134081,(C-V*,C-V
134082,*),C-V
134083,(AM-PRD*),AM-PRD
134084,(C-V*),C-V
134085,(AM-PRD*),AM-PRD
134086,(C-V*),C-V
134087,(AM-PRD*),AM-PRD
134088,(C-V*),C-V
134089,(AM-PRD*),AM-PRD
134090,(C-V*),C-V
134091,(AM-PRD*),AM-PRD
134092,(C-V*),C-V
134093,(AM-PRD*),AM-PRD
134094,(C-V*),C-V
134095,(AM-PRD*),AM-PRD
134096,(C-AM-LOC*),C-AM-LOC
134097,(C-V*),C-V
134098,(AM-PRD*),AM-PRD
134099,(C-AM-LOC*),C-AM-LOC
134100,(AM-MED*),AM-MED
134101,(C-V*),C-V
134102,(AM-PRD*),AM-PRD
134103,(C-V*),C-V
134104,(AM-PRD*),AM-PRD
134105,(C-V*),C-V
134106,(AM-PRD*),AM-PRD
134107,(C-V*),C-V
134108,(AM-PRD*),AM-PRD
134109,(C-V*),C-V
134110,(AM-PRD*),AM-PRD
134111,(C-V*),C-V
134112,(AM-PRD*),AM-PRD
134113,(C-V*),C-V
134114,(AM-PRD*),AM-PRD
134115,(C-V*),C-V
134116,(AM-PRD*),AM-PRD
134117,(C-V*),C-V
134118,(AM-PRD*),AM-PRD
134119,(C-V*,C-V
134120,*),C-V
134121,(AM-MED*),AM-MED
134122,(C-V*),C-V
134123,(AM-PRD*),AM-PRD
134124,(C-V*),C-V
134125,(AM-PRD*),AM-PRD
134126,(C-V*),C-V
134127,(AM-PRD*),AM-PRD
134128,(C-V*),C-V
134129,(AM-PRD*),AM-PRD
134130,(C-V*),C-V
134131,(AM-PRD*),AM-PRD
134132,(C-V*),C-V
134133,(AM-PRD*),AM-PRD
134134,(C-V*),C-V
134135,(AM-PRD*),AM-PRD
134136,(C-V*),C-V
134137,(AM-PRD*),AM-PRD
134138,(C-V*),C-V
134139,(AM-PRD*),AM-PRD
134140,(C-V*),C-V
134141,(AM-PRD*),AM-PRD
134142,(AM-MED*),AM-MED
134143,(C-V*),C-V
134144,(AM-PRD*),AM-PRD
134145,(C-V*),C-V
134146,(AM-PRD*),AM-PRD
134147,(C-V*),C-V
134148,(AM-PRD*),AM-PRD
134149,(C-V*),C-V
134150,(AM-PRD*),AM-PRD
134151,(C-V*),C-V
134152,(AM-PRD*),AM-PRD
134153,(C-V*),C-V
134154,(AM-PRD*),AM-PRD
134155,(C-V*),C-V
134156,(AM-PRD*),AM-PRD
134157,(C-V*),C-V
134158,(AM-PRD*),AM-PRD
134159,(AM-MED*),AM-MED
134160,(AM-PRD*),AM-PRD
134161,(C-V*),C-V
134162,(AM-PRD*),AM-PRD
134163,(C-V*),C-V
134164,(AM-PRD*),AM-PRD
134165,(C-V*),C-V
134166,(AM-PRD*),AM-PRD
134167,(C-V*),C-V
134168,(AM-PRD*),AM-PRD
134169,(C-V*),C-V
134170,(AM-PRD*),AM-PRD
134171,(C-V*),C-V
134172,(AM-PRD*),AM-PRD
134173,(C-V*),C-V
134174,(AM-PRD*),AM-PRD
134175,(C-V*),C-V
134176,(AM-PRD*),AM-PRD
134177,(C-V*),C-V
134178,(AM-PRD*),AM-PRD
134179,(C-V*),C-V
134180,(AM-PRD*),AM-PRD
134181,(C-V*),C-V
134182,(AM-PRD*),AM-PRD
134183,(C-V*),C-V
134184,(AM-PRD*),AM-PRD
134185,(C-V*),C-V
134186,(AM-PRD*),AM-PRD
134187,(C-V*),C-V
134188,(AM-PRD*),AM-PRD
134189,(C-V*),C-V
134190,(AM-PRD*),AM-PRD
134191,(C-V*),C-V
134192,(AM-PRD*),AM-PRD
134193,(AM-MED*),AM-MED
134194,(AM-PRD*),AM-PRD
134195,(C-V*),C-V
134196,(AM-PRD*),AM-PRD
134197,(C-V*),C-V
134198,(AM-PRD*),AM-PRD
134199,(C-V*),C-V
134200,(AM-PRD*),AM-PRD
134201,(C-V*),C-V
134202,(AM-PRD*),AM-PRD
134203,(C-V*),C-V
134204,(AM-PRD*),AM-PRD
134205,(C-V*),C-V
134206,(AM-PRD*),AM-PRD
134207,(C-V*),C-V
134208,(AM-PRD*),AM-PRD
134209,(C-V*),C-V
134210,(AM-PRD*),AM-PRD
134211,(C-V*),C-V
134212,(AM-LOC*),AM-LOC
134213,(A5*),A5
134214,(AM-LOC*),AM-LOC
134215,(A5*),A5
134216,(AM-LOC*),AM-LOC
134217,(A5*),A5
134218,(AM-LOC*),AM-LOC
134219,(C-V*),C-V
134220,(AM-PRD*),AM-PRD
134221,(C-V*),C-V
134222,(AM-PRD*),AM-PRD
134223,(C-V*),C-V
134224,(AM-PRD*),AM-PRD
134225,(C-V*),C-V
134226,(AM-PRD*),AM-PRD
134227,(AM-MED*),AM-MED
134228,(C-AM-ADV*),C-AM-ADV
134229,(AM-LOC*),AM-LOC
134230,(C-V*),C-V
134231,(AM-PRD*),AM-PRD
134232,(C-V*),C-V
134233,(AM-PRD*),AM-PRD
134234,(C-V*),C-V
134235,(AM-PRD*),AM-PRD
134236,(C-V*),C-V
134237,(AM-PRD*),AM-PRD
134238,(C-V*),C-V
134239,(AM-PRD*),AM-PRD
134240,(C-V*),C-V
134241,(AM-PRD*),AM-PRD
134242,(AM-MED*),AM-MED
134243,(AM-PRD*,AM-PRD
134244,*),AM-PRD
134245,(A5*),A5
134246,(AM-PRD*),AM-PRD
134247,(C-V*),C-V
134248,(AM-PRD*),AM-PRD
134249,(C-V*),C-V
134250,(AM-PRD*),AM-PRD
134251,(C-V*),C-V
134252,(AM-PRD*),AM-PRD
134253,(C-V*),C-V
134254,(AM-PRD*),AM-PRD
134255,(C-V*),C-V
134256,(AM-PRD*),AM-PRD
134257,(AM-MED*),AM-MED
134258,(AM-PRD*,AM-PRD
134259,*),AM-PRD
134260,(C-V*),C-V
134261,(AM-PRD*),AM-PRD
134262,(C-V*),C-V
134263,(AM-PRD*),AM-PRD
134264,(C-V*),C-V
134265,(AM-PRD*),AM-PRD
134266,(C-V*),C-V
134267,(AM-PRD*),AM-PRD
134268,(C-V*),C-V
134269,(AM-PRD*),AM-PRD
134270,(C-V*),C-V
134271,(AM-PRD*),AM-PRD
134272,(AM-MED*),AM-MED
134273,(AM-PRD*),AM-PRD
134274,(C-V*),C-V
134275,(AM-PRD*),AM-PRD
134276,(C-V*),C-V
134277,(AM-PRD*),AM-PRD
134278,(C-V*),C-V
134279,(AM-PRD*),AM-PRD
134280,(C-V*),C-V
134281,(AM-PRD*),AM-PRD
134282,(C-V*),C-V
134283,(AM-PRD*),AM-PRD
134284,(C-V*),C-V
134285,(AM-PRD*),AM-PRD
134286,(C-V*),C-V
134287,(AM-PRD*),AM-PRD
134288,(C-V*),C-V
134289,(AM-PRD*),AM-PRD
134290,(C-V*),C-V
134291,(AM-PRD*),AM-PRD
134292,(C-V*),C-V
134293,(AM-PRD*),AM-PRD
134294,(C-V*),C-V
134295,(AM-PRD*),AM-PRD
134296,(C-V*),C-V
134297,(AM-PRD*),AM-PRD
134298,(C-V*),C-V
134299,(AM-PRD*),AM-PRD
134300,(C-V*),C-V
134301,(AM-PRD*),AM-PRD
134302,(C-V*),C-V
134303,(AM-PRD*),AM-PRD
134304,(C-V*),C-V
134305,(AM-MED*),AM-MED
134306,(AM-PRD*),AM-PRD
134307,(C-V*),C-V
134308,(AM-PRD*),AM-PRD
134309,(C-V*),C-V
134310,(AM-PRD*),AM-PRD
134311,(C-V*),C-V
134312,(AM-PRD*),AM-PRD
134313,(C-V*),C-V
134314,(AM-PRD*),AM-PRD
134315,(C-V*),C-V
134316,(AM-PRD*),AM-PRD
134317,(C-V*),C-V
134318,(AM-PRD*),AM-PRD
134319,(C-V*),C-V
134320,(AM-PRD*),AM-PRD
134321,(C-V*),C-V
134322,(AM-PRD*),AM-PRD
134323,(C-V*),C-V
134324,(AM-PRD*),AM-PRD
134325,(C-V*),C-V
134326,(AM-PRD*),AM-PRD
134327,(C-AM-LOC*),C-AM-LOC
134328,(C-AM-ADV*),C-AM-ADV
134329,(AM-MNR*),AM-MNR
134330,(C-AM-NEG*),C-AM-NEG
134331,(C-AM-LOC*),C-AM-LOC
134332,(C-V*),C-V
134333,(AM-PRD*),AM-PRD
134334,(C-V*),C-V
134335,(AM-PRD*),AM-PRD
134336,(C-V*),C-V
134337,(AM-PRD*),AM-PRD
134338,(C-AM-ADV*),C-AM-ADV
134339,(C-V*,C-V
134340,*),C-V
134341,(AM-PRD*),AM-PRD
134342,(C-V*),C-V
134343,(AM-PRD*),AM-PRD
134344,(C-V*),C-V
134345,(AM-PRD*),AM-PRD
134346,(C-V*),C-V
134347,(AM-PRD*),AM-PRD
134348,(C-V*),C-V
134349,(AM-PRD*),AM-PRD
134350,(C-V*),C-V
134351,(AM-PRD*),AM-PRD
134352,(C-V*),C-V
134353,(AM-PRD*),AM-PRD
134354,(C-V*),C-V
134355,(AM-PRD*),AM-PRD
134356,(C-V*),C-V
134357,(AM-PRD*),AM-PRD
134358,(C-V*),C-V
134359,(AM-PRD*),AM-PRD
134360,(C-V*),C-V
134361,(AM-PRD*),AM-PRD
134362,(C-V*),C-V
134363,(AM-PRD*),AM-PRD
134364,(C-V*),C-V
134365,(AM-PRD*),AM-PRD
