INDEX,ID,S,P,P_S,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG,CTX_P+1,CTX_P+2,CTX_P+3,CTX_P-1,CTX_P-2,CTX_P-3,M_R,PRED_1,T
140863,8,3327,5893,0,caráter,caráter,N,M|S,7,P<,(NP*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-MNR
140864,9,3327,5893,0,experimental,experimental,ADJ,M|S,8,N<,(ADJP*))),-,*),-,em,caráter,ser,vir,projeto,1,implementar,AM-MNR
140865,10,3327,5893,0,",",-,PU,-,3,PU,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,*
140866,11,3327,5893,0,em,em,PRP,-,5,ADVL,(PP*,-,(AM-LOC*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140867,12,3327,5893,0,três,três,NUM,F|P,13,>N,(NP*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140868,13,3327,5893,0,escolas,escola,N,F|P,11,P<,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140869,14,3327,5893,0,:,-,PU,-,13,PU,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140870,15,3327,5893,0,Morumbi,Morumbi,PROP,M|S,13,N<PRED,(CU(NP*),-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140871,16,3327,5893,0,",",-,PU,-,15,PU,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140872,17,3327,5893,0,Visconde_de_Porto_Seguro,Visconde_de_Porto_Seguro,PROP,M|S,15,CJT,(NP*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140873,18,3327,5893,0,(,-,PU,-,17,PU,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140874,19,3327,5893,0,particulares,particular,ADJ,F|P,17,N<PRED,(NP*),-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140875,20,3327,5893,0,),-,PU,-,17,PU,*),-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140876,21,3327,5893,0,e,e,CONJ-C,-,15,CO,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140877,22,3327,5893,0,Godofredo_Furtado,Godofredo_Furtado,PROP,M|S,15,CJT,(NP*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140878,23,3327,5893,0,(,-,PU,-,22,PU,*,-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140879,24,3327,5893,0,estadual,estadual,ADJ,F|S,22,N<PRED,(NP*),-,*,-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140880,25,3327,5893,0,),-,PU,-,22,PU,*)))),-,*),-,em,caráter,ser,vir,projeto,1,implementar,AM-LOC
140881,26,3327,5893,0,.,-,PU,-,3,PU,*),-,*,-,em,caráter,ser,vir,projeto,1,implementar,*
140882,1,3328,5894,0,«,-,PU,-,4,PU,(FCL(FCL*,-,(A1*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140883,2,3328,5894,0,O,o,ART,M|S,3,>N,(NP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140884,3,3328,5894,0,programa,programa,N,M|S,4,SUBJ,*),-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140885,4,3328,5894,0,terá,ter,V-FIN,FUT|3S|IND,21,ACC,(VP*),-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140886,5,3328,5894,0,ação,ação,N,F|S,4,ACC,(NP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140887,6,3328,5894,0,integrada,integrar,V-PCP,F|S,5,N<,*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140888,7,3328,5894,0,com,com,PRP,-,5,N<,(PP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140889,8,3328,5894,0,pais,pai,N,M|P,7,P<,(CU(NP*),-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140890,9,3328,5894,0,e,e,CONJ-C,-,8,CO,*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140891,10,3328,5894,0,alunos,aluno,N,M|P,8,CJT,(NP*)))),-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140892,11,3328,5894,0,através,através,ADV,-,4,ADVL,(ADVP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140893,12,3328,5894,0,de,de,PRP,-,11,A<,(PP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140894,13,3328,5894,0,a,o,ART,F|S,14,>N,(NP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140895,14,3328,5894,0,formação,formação,N,F|S,12,P<,*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140896,15,3328,5894,0,de,de,PRP,-,14,N<,(PP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140897,16,3328,5894,0,grupos,grupo,N,M|P,15,P<,(NP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140898,17,3328,5894,0,de,de,PRP,-,16,N<,(PP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140899,18,3328,5894,0,informação,informação,N,F|S,17,P<,(NP*))))))),-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140900,19,3328,5894,0,»,-,PU,-,4,PU,*),-,*),Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,A1
140901,20,3328,5894,0,",",-,PU,-,21,PU,*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,0,dizer,*
140902,21,3328,5894,0,diz,dizer,V-FIN,PR|3S|IND,0,STA,(VP*),dizer,(V*),Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,V
140903,22,3328,5894,0,Antonio_Carlos_Gomes_da_Silva,Antonio_Carlos_Gomes_da_Silva,PROP,M|S,21,SUBJ,(NP*,-,(A0*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,A0
140904,23,3328,5894,0,",",-,PU,-,22,PU,*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,A0
140905,24,3328,5894,0,superintendente,superintendente,N,M|S,22,N<PRED,(NP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,A0
140906,25,3328,5894,0,de,de,PRP,-,24,N<,(PP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,A0
140907,26,3328,5894,0,o,o,ART,M|S,27,>N,(NP*,-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,A0
140908,27,3328,5894,0,HC,HC,PROP,M|S,25,P<,*)))),-,*),Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,A0
140909,28,3328,5894,0,.,-,PU,-,21,PU,*),-,*,Antonio_Carlos_Gomes_da_Silva,-,superintendente,-,-,informação,1,dizer,*
140910,1,3329,5895,0,A,o,ART,F|S,2,>N,(FCL(NP*,-,(A1*,em_torno_de,"5,66",bilhão,mundial,população,o,0,estar,A1
140911,2,3329,5895,0,população,população,N,F|S,4,SUBJ,*,-,*,em_torno_de,"5,66",bilhão,mundial,população,o,0,estar,A1
140912,3,3329,5895,0,mundial,mundial,ADJ,F|S,2,N<,(ADJP*)),-,*),em_torno_de,"5,66",bilhão,mundial,população,o,0,estar,A1
140913,4,3329,5895,0,está,estar,V-FIN,PR|3S|IND,0,STA,(VP*),estar,(V*),em_torno_de,"5,66",bilhão,mundial,população,o,1,estar,V
140914,5,3329,5895,0,em_torno_de,em_torno_de,PRP,-,4,SC,(PP*,-,(A2*,em_torno_de,"5,66",bilhão,mundial,população,o,1,estar,A2
140915,6,3329,5895,0,"5,66","5,66",NUM,M|P,7,>N,(NP*,-,*,em_torno_de,"5,66",bilhão,mundial,população,o,1,estar,A2
140916,7,3329,5895,0,bilhões,bilhão,N,M|P,5,P<,*)),-,*),em_torno_de,"5,66",bilhão,mundial,população,o,1,estar,A2
140917,8,3329,5895,0,.,-,PU,-,4,PU,*),-,*,em_torno_de,"5,66",bilhão,mundial,população,o,1,estar,*
140918,1,3330,5896,0,VERA_LÚCIA_DA_COSTA_ANTUNES,VERA_LÚCIA_DA_COSTA_ANTUNES,PROP,F|S,2,SUBJ,(FCL(NP*),-,(A1*),coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,0,ser,A1
140919,2,3330,5896,0,é,ser,V-FIN,PR|3S|IND,0,STA,(VP*),ser,(V*),coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,V
140920,3,3330,5896,0,coordenadora,coordenador,N,F|S,2,SC,(NP*,-,(A2*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140921,4,3330,5896,0,de,de,PRP,-,3,N<,(PP*,-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140922,5,3330,5896,0,geografia,geografia,N,F|S,4,P<,(NP*)),-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140923,6,3330,5896,0,de,de,PRP,-,3,N<,(PP*,-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140924,7,3330,5896,0,o,o,ART,M|S,8,>N,(CU(NP*,-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140925,8,3330,5896,0,curso,curso,N,M|S,6,P<,*),-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140926,9,3330,5896,0,e,e,CONJ-C,-,8,CO,*,-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140927,10,3330,5896,0,colégio,colégio,N,M|S,8,CJT,(NP*,-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140928,11,3330,5896,0,Objetivo,Objetivo,PROP,M|S,10,N<,(NP*))))),-,*),coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,A2
140929,12,3330,5896,0,.,-,PU,-,2,PU,*),-,*,coordenador,de,geografia,VERA_LÚCIA_DA_COSTA_ANTUNES,-,-,1,ser,*
140930,1,3331,5897,0,Com,com,PRP,-,10,ADVL,(FCL(PP*,-,(AM-CAU*,impedir,de,fazer,empregado,o,-,0,ficar,AM-CAU
140931,2,3331,5897,0,a,o,ART,F|S,3,>N,(NP*,-,*,impedir,de,fazer,empregado,o,-,0,ficar,AM-CAU
140932,3,3331,5897,0,determinação,determinação,N,F|S,1,P<,*,-,*,impedir,de,fazer,empregado,o,-,0,ficar,AM-CAU
140933,4,3331,5897,0,de,de,PRP,-,3,N<ARGS,(PP*,-,*,impedir,de,fazer,empregado,o,-,0,ficar,AM-CAU
140934,5,3331,5897,0,a,o,ART,F|S,6,>N,(NP*,-,*,impedir,de,fazer,empregado,o,-,0,ficar,AM-CAU
140935,6,3331,5897,0,Justiça,justiça,N,F|S,4,P<,*)))),-,*),impedir,de,fazer,empregado,o,-,0,ficar,AM-CAU
140936,7,3331,5897,0,",",-,PU,-,10,PU,*,-,*,impedir,de,fazer,empregado,o,-,0,ficar,*
140937,8,3331,5897,0,os,o,ART,M|P,9,>N,(NP*,-,(A1*,impedir,de,fazer,empregado,o,-,0,ficar,A1
140938,9,3331,5897,0,empregados,empregado,N,M|P,10,SUBJ,*),-,*),impedir,de,fazer,empregado,o,-,0,ficar,A1
140939,10,3331,5897,0,ficam,ficar,V-FIN,PR|3P|IND,0,STA,(VP*),ficar,(V*),impedir,de,fazer,empregado,o,-,1,ficar,V
140940,11,3331,5897,0,impedidos,impedir,V-PCP,M|P,10,SC,(ICL(VP*),-,(A2*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140941,12,3331,5897,0,de,de,PRP,-,11,PIV,(PP*,-,*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140942,13,3331,5897,0,fazer,fazer,V-INF,-,12,P<,(ICL(VP*),-,*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140943,14,3331,5897,0,o,o,ART,M|S,15,>N,(NP*,-,*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140944,15,3331,5897,0,pagamento,pagamento,N,M|S,13,ACC,*,-,*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140945,16,3331,5897,0,de,de,PRP,-,15,N<ARGO,(PP*,-,*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140946,17,3331,5897,0,as,o,ART,F|P,18,>N,(NP*,-,*,impedir,de,fazer,empregado,o,-,1,ficar,A2
140947,18,3331,5897,0,ações,ação,N,F|P,16,P<,*)))))),-,*),impedir,de,fazer,empregado,o,-,1,ficar,A2
140948,19,3331,5897,0,.,-,PU,-,10,PU,*),-,*,impedir,de,fazer,empregado,o,-,1,ficar,*
140949,1,3331,5898,1,Com,com,PRP,-,10,ADVL,(FCL(PP*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140950,2,3331,5898,1,a,o,ART,F|S,3,>N,(NP*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140951,3,3331,5898,1,determinação,determinação,N,F|S,1,P<,*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140952,4,3331,5898,1,de,de,PRP,-,3,N<ARGS,(PP*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140953,5,3331,5898,1,a,o,ART,F|S,6,>N,(NP*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140954,6,3331,5898,1,Justiça,justiça,N,F|S,4,P<,*)))),-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140955,7,3331,5898,1,",",-,PU,-,10,PU,*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140956,8,3331,5898,1,os,o,ART,M|P,9,>N,(NP*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140957,9,3331,5898,1,empregados,empregado,N,M|P,10,SUBJ,*),-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140958,10,3331,5898,1,ficam,ficar,V-FIN,PR|3P|IND,0,STA,(VP*),-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140959,11,3331,5898,1,impedidos,impedir,V-PCP,M|P,10,SC,(ICL(VP*),-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140960,12,3331,5898,1,de,de,PRP,-,11,PIV,(PP*,-,*,o,pagamento,de,de,impedir,ficar,0,fazer,*
140961,13,3331,5898,1,fazer,fazer,V-INF,-,12,P<,(ICL(VP*),fazer,(V*),o,pagamento,de,de,impedir,ficar,1,fazer,V
140962,14,3331,5898,1,o,o,ART,M|S,15,>N,(NP*,-,(A1*,o,pagamento,de,de,impedir,ficar,1,fazer,A1
140963,15,3331,5898,1,pagamento,pagamento,N,M|S,13,ACC,*,-,*,o,pagamento,de,de,impedir,ficar,1,fazer,A1
140964,16,3331,5898,1,de,de,PRP,-,15,N<ARGO,(PP*,-,*,o,pagamento,de,de,impedir,ficar,1,fazer,A1
140965,17,3331,5898,1,as,o,ART,F|P,18,>N,(NP*,-,*,o,pagamento,de,de,impedir,ficar,1,fazer,A1
140966,18,3331,5898,1,ações,ação,N,F|P,16,P<,*)))))),-,*),o,pagamento,de,de,impedir,ficar,1,fazer,A1
140967,19,3331,5898,1,.,-,PU,-,10,PU,*),-,*,o,pagamento,de,de,impedir,ficar,1,fazer,*
140968,1,3332,5899,0,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,que,ser,impetrar,-,43,-,0,dizer,A0
140969,2,3332,5899,0,chefe,chefe,N,M|S,18,SUBJ,*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140970,3,3332,5899,0,de,de,PRP,-,2,N<,(PP*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140971,4,3332,5899,0,a,o,ART,F|S,5,>N,(NP*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140972,5,3332,5899,0,gerência,gerência,N,F|S,3,P<,*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140973,6,3332,5899,0,jurídica,jurídico,ADJ,F|S,5,N<,(ADJP*),-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140974,7,3332,5899,0,de,de,PRP,-,5,N<,(PP*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140975,8,3332,5899,0,o,o,ART,M|S,9,>N,(NP*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140976,9,3332,5899,0,BNDES,BNDES,PROP,M|S,7,P<,*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140977,10,3332,5899,0,",",-,PU,-,9,PU,*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140978,11,3332,5899,0,em,em,PRP,-,9,N<PRED,(PP*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140979,12,3332,5899,0,São_Paulo,São_Paulo,PROP,M|S,11,P<,(NP*)))))),-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140980,13,3332,5899,0,",",-,PU,-,2,PU,*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140981,14,3332,5899,0,Arnaldo_Montenegro,Arnaldo_Montenegro,PROP,M|S,2,APP,(NP*),-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140982,15,3332,5899,0,",",-,PU,-,2,PU,*,-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140983,16,3332,5899,0,43,43,NUM,M|P,2,N<PRED,(ADJP*),-,*,que,ser,impetrar,-,43,-,0,dizer,A0
140984,17,3332,5899,0,",",-,PU,-,2,PU,*),-,*),que,ser,impetrar,-,43,-,0,dizer,A0
140985,18,3332,5899,0,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),dizer,(V*),que,ser,impetrar,-,43,-,1,dizer,V
140986,19,3332,5899,0,que,que,CONJ-S,-,20,SUB,(FCL*,-,(A1*,que,ser,impetrar,-,43,-,1,dizer,A1
140987,20,3332,5899,0,será,ser,V-FIN,FUT|3S|IND,18,ACC,(VP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140988,21,3332,5899,0,impetrada,impetrar,V-PCP,F|S,20,MV,*),-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140989,22,3332,5899,0,uma,um,ART,F|S,23,>N,(NP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140990,23,3332,5899,0,ação,ação,N,F|S,20,SUBJ,*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140991,24,3332,5899,0,de,de,PRP,-,23,N<,(PP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140992,25,3332,5899,0,agravo,agravo,N,M|S,24,P<,(NP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140993,26,3332,5899,0,de,de,PRP,-,25,N<,(PP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140994,27,3332,5899,0,instrumento,instrumento,N,M|S,26,P<,(NP*)))),-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140995,28,3332,5899,0,com,com,PRP,-,23,N<,(PP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140996,29,3332,5899,0,pedido,pedido,N,M|S,28,P<,(NP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140997,30,3332,5899,0,de,de,PRP,-,29,N<ARGO,(PP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140998,31,3332,5899,0,reconsideração,reconsideração,N,F|S,30,P<,(NP*)),-,*,que,ser,impetrar,-,43,-,1,dizer,A1
140999,32,3332,5899,0,a,a,PRP,-,29,N<,(PP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
141000,33,3332,5899,0,o,o,ART,M|S,34,>N,(NP*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
141001,34,3332,5899,0,juiz,juiz,N,M|S,32,P<,*,-,*,que,ser,impetrar,-,43,-,1,dizer,A1
141002,35,3332,5899,0,Andrade_Martins,Andrade_Martins,PROP,M|S,34,N<,(NP*))))))),-,*),que,ser,impetrar,-,43,-,1,dizer,A1
141003,36,3332,5899,0,.,-,PU,-,18,PU,*),-,*,que,ser,impetrar,-,43,-,1,dizer,*
141004,1,3332,5900,1,O,o,ART,M|S,2,>N,(FCL(NP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141005,2,3332,5900,1,chefe,chefe,N,M|S,18,SUBJ,*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141006,3,3332,5900,1,de,de,PRP,-,2,N<,(PP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141007,4,3332,5900,1,a,o,ART,F|S,5,>N,(NP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141008,5,3332,5900,1,gerência,gerência,N,F|S,3,P<,*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141009,6,3332,5900,1,jurídica,jurídico,ADJ,F|S,5,N<,(ADJP*),-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141010,7,3332,5900,1,de,de,PRP,-,5,N<,(PP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141011,8,3332,5900,1,o,o,ART,M|S,9,>N,(NP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141012,9,3332,5900,1,BNDES,BNDES,PROP,M|S,7,P<,*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141013,10,3332,5900,1,",",-,PU,-,9,PU,*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141014,11,3332,5900,1,em,em,PRP,-,9,N<PRED,(PP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141015,12,3332,5900,1,São_Paulo,São_Paulo,PROP,M|S,11,P<,(NP*)))))),-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141016,13,3332,5900,1,",",-,PU,-,2,PU,*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141017,14,3332,5900,1,Arnaldo_Montenegro,Arnaldo_Montenegro,PROP,M|S,2,APP,(NP*),-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141018,15,3332,5900,1,",",-,PU,-,2,PU,*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141019,16,3332,5900,1,43,43,NUM,M|P,2,N<PRED,(ADJP*),-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141020,17,3332,5900,1,",",-,PU,-,2,PU,*),-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141021,18,3332,5900,1,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141022,19,3332,5900,1,que,que,CONJ-S,-,20,SUB,(FCL*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141023,20,3332,5900,1,será,ser,V-FIN,FUT|3S|IND,18,ACC,(VP*,-,*,um,ação,de,ser,que,dizer,0,impetrar,*
141024,21,3332,5900,1,impetrada,impetrar,V-PCP,F|S,20,MV,*),impetrar,(V*),um,ação,de,ser,que,dizer,1,impetrar,V
141025,22,3332,5900,1,uma,um,ART,F|S,23,>N,(NP*,-,(A1*,um,ação,de,ser,que,dizer,1,impetrar,A1
141026,23,3332,5900,1,ação,ação,N,F|S,20,SUBJ,*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141027,24,3332,5900,1,de,de,PRP,-,23,N<,(PP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141028,25,3332,5900,1,agravo,agravo,N,M|S,24,P<,(NP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141029,26,3332,5900,1,de,de,PRP,-,25,N<,(PP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141030,27,3332,5900,1,instrumento,instrumento,N,M|S,26,P<,(NP*)))),-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141031,28,3332,5900,1,com,com,PRP,-,23,N<,(PP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141032,29,3332,5900,1,pedido,pedido,N,M|S,28,P<,(NP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141033,30,3332,5900,1,de,de,PRP,-,29,N<ARGO,(PP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141034,31,3332,5900,1,reconsideração,reconsideração,N,F|S,30,P<,(NP*)),-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141035,32,3332,5900,1,a,a,PRP,-,29,N<,(PP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141036,33,3332,5900,1,o,o,ART,M|S,34,>N,(NP*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141037,34,3332,5900,1,juiz,juiz,N,M|S,32,P<,*,-,*,um,ação,de,ser,que,dizer,1,impetrar,A1
141038,35,3332,5900,1,Andrade_Martins,Andrade_Martins,PROP,M|S,34,N<,(NP*))))))),-,*),um,ação,de,ser,que,dizer,1,impetrar,A1
141039,36,3332,5900,1,.,-,PU,-,18,PU,*),-,*,um,ação,de,ser,que,dizer,1,impetrar,*
141040,1,3333,5901,0,O,o,ART,M|S,2,>N,(FCL(NP*,-,(A0*,porque,o,sigilo,não,banco,o,0,informar,A0
141041,2,3333,5901,0,banco,banco,N,M|S,4,SUBJ,*),-,*),porque,o,sigilo,não,banco,o,0,informar,A0
141042,3,3333,5901,0,não,não,ADV,-,4,ADVL,(ADVP*),-,(AM-NEG*),porque,o,sigilo,não,banco,o,0,informar,AM-NEG
141043,4,3333,5901,0,informou,informar,V-FIN,PS|3S|IND,0,STA,(VP*),informar,(V*),porque,o,sigilo,não,banco,o,1,informar,V
141044,5,3333,5901,0,porque,porque,ADV,-,10,ADVL,(FCL(ADVP*),-,(A2*,porque,o,sigilo,não,banco,o,1,informar,A2
141045,6,3333,5901,0,o,o,ART,M|S,7,>N,(NP*,-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141046,7,3333,5901,0,sigilo,sigilo,N,M|S,9,SUBJ,*),-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141047,8,3333,5901,0,não,não,ADV,-,10,ADVL,(ADVP*),-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141048,9,3333,5901,0,foi,ser,V-FIN,PS|3S|IND,4,ACC,(VP*,-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141049,10,3333,5901,0,mantido,manter,V-PCP,M|S,9,MV,*),-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141050,11,3333,5901,0,também,também,ADV,-,12,>P,(PP*,-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141051,12,3333,5901,0,para,para,PRP,-,10,ADVL,*,-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141052,13,3333,5901,0,os,o,ART,M|P,14,>N,(NP*,-,*,porque,o,sigilo,não,banco,o,1,informar,A2
141053,14,3333,5901,0,grupos,grupo,N,M|P,12,P<,*,-,*,porque,o,sigilo,não,banco,o,1,informar,A2
