,GPOS_CTX_P+0,GPOS_CTX_P+1,GPOS_CTX_P-1
117347,V-INF,PRON-PERS,V-FIN
117348,V-INF,PRON-PERS,V-FIN
117349,V-INF,PRON-PERS,V-FIN
117350,V-INF,PRON-PERS,V-FIN
117351,V-INF,PRON-PERS,V-FIN
117352,V-INF,PRON-PERS,V-FIN
117353,V-INF,PRON-PERS,V-FIN
117354,V-INF,PRON-PERS,V-FIN
117355,V-INF,PRON-PERS,V-FIN
117356,V-INF,PRON-PERS,V-FIN
117357,V-INF,PRON-PERS,V-FIN
117358,V-INF,PRON-PERS,V-FIN
117359,V-INF,,V-FIN
117360,V-FIN,PU,
117361,V-FIN,PU,ADV
117362,V-FIN,PU,ADV
117363,V-FIN,PU,ADV
117364,V-FIN,PU,ADV
117365,V-FIN,PU,ADV
117366,V-FIN,PU,ADV
117367,V-FIN,PU,ADV
117368,V-FIN,PU,ADV
117369,V-FIN,PU,ADV
117370,V-FIN,PU,ADV
117371,V-FIN,PU,ADV
117372,V-FIN,PU,ADV
117373,V-FIN,PU,ADV
117374,V-FIN,PU,ADV
117375,V-FIN,PU,ADV
117376,V-FIN,,ADV
117377,V-FIN,PU,
117378,V-FIN,PU,N
117379,V-FIN,PU,N
117380,V-FIN,PU,N
117381,V-FIN,PU,N
117382,V-FIN,PU,N
117383,V-FIN,PU,N
117384,V-FIN,PU,N
117385,V-FIN,PU,N
117386,V-FIN,PU,N
117387,V-FIN,PU,N
117388,V-FIN,PU,N
117389,V-FIN,PU,N
117390,V-FIN,PU,N
117391,V-FIN,PU,N
117392,V-FIN,PU,N
117393,V-FIN,PU,N
117394,V-FIN,PU,N
117395,V-FIN,PU,N
117396,V-FIN,PU,N
117397,V-FIN,PU,N
117398,V-FIN,PU,N
117399,V-FIN,PU,N
117400,V-FIN,PU,N
117401,V-FIN,PU,N
117402,V-FIN,PU,N
117403,V-FIN,PU,N
117404,V-FIN,PU,N
117405,V-FIN,PU,N
117406,V-FIN,PU,N
117407,V-FIN,PU,N
117408,V-FIN,,N
117409,V-FIN,PRP,
117410,V-FIN,PRP,ADV
117411,V-FIN,PRP,ADV
117412,V-FIN,PRP,ADV
117413,V-FIN,PRP,ADV
117414,V-FIN,PRP,ADV
117415,V-FIN,PRP,ADV
117416,V-FIN,PRP,ADV
117417,V-FIN,PRP,ADV
117418,V-FIN,PRP,ADV
117419,V-FIN,PRP,ADV
117420,V-FIN,PRP,ADV
117421,V-FIN,PRP,ADV
117422,V-FIN,PRP,ADV
117423,V-FIN,PRP,ADV
117424,V-FIN,PRP,ADV
117425,V-FIN,PRP,ADV
117426,V-FIN,PRP,ADV
117427,V-FIN,PRP,ADV
117428,V-FIN,PRP,ADV
117429,V-FIN,PRP,ADV
117430,V-FIN,PRP,ADV
117431,V-FIN,PRP,ADV
117432,V-FIN,PRP,ADV
117433,V-FIN,PRP,ADV
117434,V-FIN,PRP,ADV
117435,V-FIN,PRP,ADV
117436,V-FIN,PRP,ADV
117437,V-FIN,PRP,ADV
117438,V-FIN,PRP,ADV
117439,V-FIN,PRP,ADV
117440,V-FIN,,ADV
117441,V-FIN,PRP,
117442,V-FIN,PRP,PRON-PERS
117443,V-FIN,PRP,PRON-PERS
117444,V-FIN,PRP,PRON-PERS
117445,V-FIN,PRP,PRON-PERS
117446,V-FIN,PRP,PRON-PERS
117447,V-FIN,PRP,PRON-PERS
117448,V-FIN,PRP,PRON-PERS
117449,V-FIN,PRP,PRON-PERS
117450,V-FIN,PRP,PRON-PERS
117451,V-FIN,PRP,PRON-PERS
117452,V-FIN,PRP,PRON-PERS
117453,V-FIN,PRP,PRON-PERS
117454,V-FIN,PRP,PRON-PERS
117455,V-FIN,PRP,PRON-PERS
117456,V-FIN,PRP,PRON-PERS
117457,V-FIN,PRP,PRON-PERS
117458,V-FIN,PRP,PRON-PERS
117459,V-FIN,PRP,PRON-PERS
117460,V-FIN,PRP,PRON-PERS
117461,V-FIN,PRP,PRON-PERS
117462,V-FIN,PRP,PRON-PERS
117463,V-FIN,PRP,PRON-PERS
117464,V-FIN,PRP,PRON-PERS
117465,V-FIN,PRP,PRON-PERS
117466,V-FIN,PRP,PRON-PERS
117467,V-FIN,PRP,PRON-PERS
117468,V-FIN,PRP,PRON-PERS
117469,V-FIN,PRP,PRON-PERS
117470,V-FIN,PRP,PRON-PERS
117471,V-FIN,PRP,PRON-PERS
117472,V-FIN,,PRON-PERS
117473,V-INF,PROP,
117474,V-INF,PROP,PRP
117475,V-INF,PROP,PRP
117476,V-INF,PROP,PRP
117477,V-INF,PROP,PRP
117478,V-INF,PROP,PRP
117479,V-INF,PROP,PRP
117480,V-INF,PROP,PRP
117481,V-INF,PROP,PRP
117482,V-INF,PROP,PRP
117483,V-INF,PROP,PRP
117484,V-INF,PROP,PRP
117485,V-INF,PROP,PRP
117486,V-INF,PROP,PRP
117487,V-INF,PROP,PRP
117488,V-INF,PROP,PRP
117489,V-INF,PROP,PRP
117490,V-INF,PROP,PRP
117491,V-INF,PROP,PRP
117492,V-INF,PROP,PRP
117493,V-INF,PROP,PRP
117494,V-INF,PROP,PRP
117495,V-INF,PROP,PRP
117496,V-INF,PROP,PRP
117497,V-INF,PROP,PRP
117498,V-INF,PROP,PRP
117499,V-INF,PROP,PRP
117500,V-INF,PROP,PRP
117501,V-INF,PROP,PRP
117502,V-INF,PROP,PRP
117503,V-INF,PROP,PRP
117504,V-INF,,PRP
117505,V-FIN,N,
117506,V-FIN,N,N
117507,V-FIN,N,N
117508,V-FIN,N,N
117509,V-FIN,N,N
117510,V-FIN,N,N
117511,V-FIN,N,N
117512,V-FIN,N,N
117513,V-FIN,N,N
117514,V-FIN,N,N
117515,V-FIN,N,N
117516,V-FIN,N,N
117517,V-FIN,N,N
117518,V-FIN,N,N
117519,V-FIN,N,N
117520,V-FIN,N,N
117521,V-FIN,N,N
117522,V-FIN,N,N
117523,V-FIN,N,N
117524,V-FIN,N,N
117525,V-FIN,N,N
117526,V-FIN,N,N
117527,V-FIN,N,N
117528,V-FIN,N,N
117529,V-FIN,N,N
117530,V-FIN,N,N
117531,V-FIN,N,N
117532,V-FIN,N,N
117533,V-FIN,N,N
117534,V-FIN,N,N
117535,V-FIN,N,N
117536,V-FIN,N,N
117537,V-FIN,N,N
117538,V-FIN,N,N
117539,V-FIN,,N
117540,V-FIN,PRP,
117541,V-FIN,PRP,PU
117542,V-FIN,PRP,PU
117543,V-FIN,PRP,PU
117544,V-FIN,PRP,PU
117545,V-FIN,PRP,PU
117546,V-FIN,PRP,PU
117547,V-FIN,PRP,PU
117548,V-FIN,PRP,PU
117549,V-FIN,PRP,PU
117550,V-FIN,PRP,PU
117551,V-FIN,PRP,PU
117552,V-FIN,PRP,PU
117553,V-FIN,PRP,PU
117554,V-FIN,PRP,PU
117555,V-FIN,PRP,PU
117556,V-FIN,PRP,PU
117557,V-FIN,PRP,PU
117558,V-FIN,PRP,PU
117559,V-FIN,PRP,PU
117560,V-FIN,PRP,PU
117561,V-FIN,PRP,PU
117562,V-FIN,PRP,PU
117563,V-FIN,,PU
117564,V-GER,ART,
117565,V-GER,ART,ADJ
117566,V-GER,ART,ADJ
117567,V-GER,ART,ADJ
117568,V-GER,ART,ADJ
117569,V-GER,ART,ADJ
117570,V-GER,ART,ADJ
117571,V-GER,ART,ADJ
117572,V-GER,ART,ADJ
117573,V-GER,ART,ADJ
117574,V-GER,ART,ADJ
117575,V-GER,ART,ADJ
117576,V-GER,ART,ADJ
117577,V-GER,ART,ADJ
117578,V-GER,ART,ADJ
117579,V-GER,ART,ADJ
117580,V-GER,ART,ADJ
117581,V-GER,ART,ADJ
117582,V-GER,ART,ADJ
117583,V-GER,ART,ADJ
117584,V-GER,ART,ADJ
117585,V-GER,ART,ADJ
117586,V-GER,ART,ADJ
117587,V-GER,,ADJ
117588,V-PCP,PU,
117589,V-PCP,PU,V-FIN
117590,V-PCP,PU,V-FIN
117591,V-PCP,PU,V-FIN
117592,V-PCP,PU,V-FIN
117593,V-PCP,PU,V-FIN
117594,V-PCP,PU,V-FIN
117595,V-PCP,PU,V-FIN
117596,V-PCP,PU,V-FIN
117597,V-PCP,PU,V-FIN
117598,V-PCP,PU,V-FIN
117599,V-PCP,,V-FIN
117600,V-FIN,ART,
117601,V-FIN,ART,ADV
117602,V-FIN,ART,ADV
117603,V-FIN,ART,ADV
117604,V-FIN,ART,ADV
117605,V-FIN,ART,ADV
117606,V-FIN,ART,ADV
117607,V-FIN,ART,ADV
117608,V-FIN,ART,ADV
117609,V-FIN,ART,ADV
117610,V-FIN,ART,ADV
117611,V-FIN,ART,ADV
117612,V-FIN,ART,ADV
117613,V-FIN,ART,ADV
117614,V-FIN,ART,ADV
117615,V-FIN,ART,ADV
117616,V-FIN,ART,ADV
117617,V-FIN,ART,ADV
117618,V-FIN,ART,ADV
117619,V-FIN,ART,ADV
117620,V-FIN,ART,ADV
117621,V-FIN,ART,ADV
117622,V-FIN,ART,ADV
117623,V-FIN,ART,ADV
117624,V-FIN,ART,ADV
117625,V-FIN,ART,ADV
117626,V-FIN,ART,ADV
117627,V-FIN,ART,ADV
117628,V-FIN,ART,ADV
117629,V-FIN,ART,ADV
117630,V-FIN,,ADV
117631,V-FIN,PRP,
117632,V-FIN,PRP,ADV
117633,V-FIN,PRP,ADV
117634,V-FIN,PRP,ADV
117635,V-FIN,PRP,ADV
117636,V-FIN,PRP,ADV
117637,V-FIN,PRP,ADV
117638,V-FIN,PRP,ADV
117639,V-FIN,PRP,ADV
117640,V-FIN,PRP,ADV
117641,V-FIN,PRP,ADV
117642,V-FIN,PRP,ADV
117643,V-FIN,PRP,ADV
117644,V-FIN,PRP,ADV
117645,V-FIN,PRP,ADV
117646,V-FIN,PRP,ADV
117647,V-FIN,PRP,ADV
117648,V-FIN,PRP,ADV
117649,V-FIN,PRP,ADV
117650,V-FIN,PRP,ADV
117651,V-FIN,PRP,ADV
117652,V-FIN,PRP,ADV
117653,V-FIN,PRP,ADV
117654,V-FIN,PRP,ADV
117655,V-FIN,PRP,ADV
117656,V-FIN,PRP,ADV
117657,V-FIN,PRP,ADV
117658,V-FIN,PRP,ADV
117659,V-FIN,PRP,ADV
117660,V-FIN,PRP,ADV
117661,V-FIN,PRP,ADV
117662,V-FIN,PRP,ADV
117663,V-FIN,PRP,ADV
117664,V-FIN,PRP,ADV
117665,V-FIN,PRP,ADV
117666,V-FIN,PRP,ADV
117667,V-FIN,PRP,ADV
117668,V-FIN,PRP,ADV
117669,V-FIN,PRP,ADV
117670,V-FIN,PRP,ADV
117671,V-FIN,PRP,ADV
117672,V-FIN,PRP,ADV
117673,V-FIN,PRP,ADV
117674,V-FIN,PRP,ADV
117675,V-FIN,PRP,ADV
117676,V-FIN,PRP,ADV
117677,V-FIN,PRP,ADV
117678,V-FIN,PRP,ADV
117679,V-FIN,PRP,ADV
117680,V-FIN,PRP,ADV
117681,V-FIN,PRP,ADV
117682,V-FIN,PRP,ADV
117683,V-FIN,PRP,ADV
117684,V-FIN,PRP,ADV
117685,V-FIN,PRP,ADV
117686,V-FIN,PRP,ADV
117687,V-FIN,PRP,ADV
117688,V-FIN,PRP,ADV
117689,V-FIN,PRP,ADV
117690,V-FIN,PRP,ADV
117691,V-FIN,PRP,ADV
117692,V-FIN,,ADV
117693,V-FIN,CONJ-S,
117694,V-FIN,CONJ-S,PROP
117695,V-FIN,CONJ-S,PROP
117696,V-FIN,CONJ-S,PROP
117697,V-FIN,CONJ-S,PROP
117698,V-FIN,CONJ-S,PROP
117699,V-FIN,CONJ-S,PROP
117700,V-FIN,CONJ-S,PROP
117701,V-FIN,CONJ-S,PROP
117702,V-FIN,CONJ-S,PROP
117703,V-FIN,CONJ-S,PROP
117704,V-FIN,CONJ-S,PROP
117705,V-FIN,CONJ-S,PROP
117706,V-FIN,CONJ-S,PROP
117707,V-FIN,CONJ-S,PROP
117708,V-FIN,CONJ-S,PROP
117709,V-FIN,CONJ-S,PROP
117710,V-FIN,CONJ-S,PROP
117711,V-FIN,CONJ-S,PROP
117712,V-FIN,CONJ-S,PROP
117713,V-FIN,CONJ-S,PROP
117714,V-FIN,CONJ-S,PROP
117715,V-FIN,CONJ-S,PROP
117716,V-FIN,CONJ-S,PROP
117717,V-FIN,CONJ-S,PROP
117718,V-FIN,CONJ-S,PROP
117719,V-FIN,CONJ-S,PROP
117720,V-FIN,CONJ-S,PROP
117721,V-FIN,CONJ-S,PROP
117722,V-FIN,CONJ-S,PROP
117723,V-FIN,CONJ-S,PROP
117724,V-FIN,CONJ-S,PROP
117725,V-FIN,CONJ-S,PROP
117726,V-FIN,CONJ-S,PROP
117727,V-FIN,CONJ-S,PROP
117728,V-FIN,CONJ-S,PROP
117729,V-FIN,CONJ-S,PROP
117730,V-FIN,CONJ-S,PROP
117731,V-FIN,CONJ-S,PROP
117732,V-FIN,CONJ-S,PROP
117733,V-FIN,CONJ-S,PROP
117734,V-FIN,CONJ-S,PROP
117735,V-FIN,CONJ-S,PROP
117736,V-FIN,CONJ-S,PROP
117737,V-FIN,CONJ-S,PROP
117738,V-FIN,CONJ-S,PROP
117739,V-FIN,CONJ-S,PROP
117740,V-FIN,CONJ-S,PROP
117741,V-FIN,CONJ-S,PROP
117742,V-FIN,CONJ-S,PROP
117743,V-FIN,CONJ-S,PROP
117744,V-FIN,CONJ-S,PROP
117745,V-FIN,CONJ-S,PROP
117746,V-FIN,CONJ-S,PROP
117747,V-FIN,CONJ-S,PROP
117748,V-FIN,CONJ-S,PROP
117749,V-FIN,CONJ-S,PROP
117750,V-FIN,CONJ-S,PROP
117751,V-FIN,CONJ-S,PROP
117752,V-FIN,CONJ-S,PROP
117753,V-FIN,CONJ-S,PROP
117754,V-FIN,,PROP
117755,V-INF,ART,
117756,V-INF,ART,V-FIN
117757,V-INF,ART,V-FIN
117758,V-INF,ART,V-FIN
117759,V-INF,ART,V-FIN
117760,V-INF,ART,V-FIN
117761,V-INF,ART,V-FIN
117762,V-INF,ART,V-FIN
117763,V-INF,ART,V-FIN
117764,V-INF,ART,V-FIN
117765,V-INF,ART,V-FIN
117766,V-INF,ART,V-FIN
117767,V-INF,ART,V-FIN
117768,V-INF,ART,V-FIN
117769,V-INF,ART,V-FIN
117770,V-INF,ART,V-FIN
117771,V-INF,ART,V-FIN
117772,V-INF,ART,V-FIN
117773,V-INF,ART,V-FIN
117774,V-INF,ART,V-FIN
117775,V-INF,ART,V-FIN
117776,V-INF,ART,V-FIN
117777,V-INF,ART,V-FIN
117778,V-INF,ART,V-FIN
117779,V-INF,ART,V-FIN
117780,V-INF,ART,V-FIN
117781,V-INF,ART,V-FIN
117782,V-INF,ART,V-FIN
117783,V-INF,ART,V-FIN
117784,V-INF,ART,V-FIN
117785,V-INF,ART,V-FIN
117786,V-INF,ART,V-FIN
117787,V-INF,ART,V-FIN
117788,V-INF,ART,V-FIN
117789,V-INF,ART,V-FIN
117790,V-INF,ART,V-FIN
117791,V-INF,ART,V-FIN
117792,V-INF,ART,V-FIN
117793,V-INF,ART,V-FIN
117794,V-INF,ART,V-FIN
117795,V-INF,ART,V-FIN
117796,V-INF,ART,V-FIN
117797,V-INF,ART,V-FIN
117798,V-INF,ART,V-FIN
117799,V-INF,ART,V-FIN
117800,V-INF,ART,V-FIN
117801,V-INF,ART,V-FIN
117802,V-INF,ART,V-FIN
117803,V-INF,ART,V-FIN
117804,V-INF,ART,V-FIN
117805,V-INF,ART,V-FIN
117806,V-INF,ART,V-FIN
117807,V-INF,ART,V-FIN
117808,V-INF,ART,V-FIN
117809,V-INF,ART,V-FIN
117810,V-INF,ART,V-FIN
117811,V-INF,ART,V-FIN
117812,V-INF,ART,V-FIN
117813,V-INF,ART,V-FIN
117814,V-INF,ART,V-FIN
117815,V-INF,ART,V-FIN
117816,V-INF,,V-FIN
117817,V-INF,ADV,
117818,V-INF,ADV,N
117819,V-INF,ADV,N
117820,V-INF,ADV,N
117821,V-INF,ADV,N
117822,V-INF,ADV,N
117823,V-INF,ADV,N
117824,V-INF,ADV,N
117825,V-INF,ADV,N
117826,V-INF,ADV,N
117827,V-INF,ADV,N
117828,V-INF,ADV,N
117829,V-INF,ADV,N
117830,V-INF,ADV,N
117831,V-INF,ADV,N
117832,V-INF,ADV,N
117833,V-INF,ADV,N
117834,V-INF,ADV,N
117835,V-INF,ADV,N
117836,V-INF,ADV,N
117837,V-INF,ADV,N
117838,V-INF,ADV,N
117839,V-INF,ADV,N
117840,V-INF,ADV,N
117841,V-INF,ADV,N
117842,V-INF,ADV,N
117843,V-INF,ADV,N
117844,V-INF,ADV,N
117845,V-INF,ADV,N
117846,V-INF,ADV,N
117847,V-INF,ADV,N
117848,V-INF,ADV,N
117849,V-INF,ADV,N
117850,V-INF,ADV,N
117851,V-INF,ADV,N
117852,V-INF,ADV,N
117853,V-INF,ADV,N
117854,V-INF,ADV,N
117855,V-INF,ADV,N
117856,V-INF,ADV,N
117857,V-INF,ADV,N
117858,V-INF,ADV,N
117859,V-INF,ADV,N
117860,V-INF,ADV,N
117861,V-INF,ADV,N
117862,V-INF,ADV,N
117863,V-INF,ADV,N
117864,V-INF,ADV,N
117865,V-INF,ADV,N
117866,V-INF,ADV,N
117867,V-INF,ADV,N
117868,V-INF,ADV,N
117869,V-INF,ADV,N
117870,V-INF,ADV,N
117871,V-INF,ADV,N
117872,V-INF,ADV,N
117873,V-INF,ADV,N
117874,V-INF,ADV,N
117875,V-INF,ADV,N
117876,V-INF,ADV,N
117877,V-INF,ADV,N
117878,V-INF,,N
117879,V-FIN,N,
117880,V-FIN,N,N
117881,V-FIN,N,N
117882,V-FIN,N,N
117883,V-FIN,N,N
117884,V-FIN,,N
117885,V-FIN,ADV,
117886,V-FIN,ADV,N-ADJ
117887,V-FIN,ADV,N-ADJ
117888,V-FIN,ADV,N-ADJ
117889,V-FIN,ADV,N-ADJ
117890,V-FIN,ADV,N-ADJ
117891,V-FIN,ADV,N-ADJ
117892,V-FIN,ADV,N-ADJ
117893,V-FIN,ADV,N-ADJ
117894,V-FIN,ADV,N-ADJ
117895,V-FIN,ADV,N-ADJ
117896,V-FIN,,N-ADJ
117897,V-FIN,ART,
117898,V-FIN,ART,PRON-PERS
117899,V-FIN,ART,PRON-PERS
117900,V-FIN,ART,PRON-PERS
117901,V-FIN,ART,PRON-PERS
117902,V-FIN,ART,PRON-PERS
117903,V-FIN,ART,PRON-PERS
117904,V-FIN,ART,PRON-PERS
117905,V-FIN,ART,PRON-PERS
117906,V-FIN,ART,PRON-PERS
117907,V-FIN,,PRON-PERS
117908,V-FIN,ART,
117909,V-FIN,ART,PU
117910,V-FIN,ART,PU
117911,V-FIN,ART,PU
117912,V-FIN,ART,PU
117913,V-FIN,ART,PU
117914,V-FIN,ART,PU
117915,V-FIN,ART,PU
117916,V-FIN,ART,PU
117917,V-FIN,,PU
117918,V-FIN,V-INF,
117919,V-FIN,V-INF,ADJ
117920,V-FIN,V-INF,ADJ
117921,V-FIN,V-INF,ADJ
117922,V-FIN,V-INF,ADJ
117923,V-FIN,V-INF,ADJ
117924,V-FIN,V-INF,ADJ
117925,V-FIN,V-INF,ADJ
117926,V-FIN,V-INF,ADJ
117927,V-FIN,V-INF,ADJ
117928,V-FIN,V-INF,ADJ
117929,V-FIN,V-INF,ADJ
117930,V-FIN,V-INF,ADJ
117931,V-FIN,V-INF,ADJ
117932,V-FIN,V-INF,ADJ
117933,V-FIN,,ADJ
117934,V-INF,ADV,
117935,V-INF,ADV,V-FIN
117936,V-INF,ADV,V-FIN
117937,V-INF,ADV,V-FIN
117938,V-INF,ADV,V-FIN
117939,V-INF,ADV,V-FIN
117940,V-INF,ADV,V-FIN
117941,V-INF,ADV,V-FIN
117942,V-INF,ADV,V-FIN
117943,V-INF,ADV,V-FIN
117944,V-INF,ADV,V-FIN
117945,V-INF,ADV,V-FIN
117946,V-INF,ADV,V-FIN
117947,V-INF,ADV,V-FIN
117948,V-INF,ADV,V-FIN
117949,V-INF,,V-FIN
117950,V-INF,ART,
117951,V-INF,ART,PRP
117952,V-INF,ART,PRP
117953,V-INF,ART,PRP
117954,V-INF,ART,PRP
117955,V-INF,ART,PRP
117956,V-INF,ART,PRP
117957,V-INF,ART,PRP
117958,V-INF,ART,PRP
117959,V-INF,ART,PRP
117960,V-INF,ART,PRP
117961,V-INF,ART,PRP
117962,V-INF,ART,PRP
117963,V-INF,ART,PRP
117964,V-INF,ART,PRP
117965,V-INF,ART,PRP
117966,V-INF,ART,PRP
117967,V-INF,ART,PRP
117968,V-INF,,PRP
117969,V-INF,PRP,
117970,V-INF,PRP,PRON-PERS
117971,V-INF,PRP,PRON-PERS
117972,V-INF,PRP,PRON-PERS
117973,V-INF,PRP,PRON-PERS
117974,V-INF,PRP,PRON-PERS
117975,V-INF,PRP,PRON-PERS
117976,V-INF,PRP,PRON-PERS
117977,V-INF,PRP,PRON-PERS
117978,V-INF,PRP,PRON-PERS
117979,V-INF,PRP,PRON-PERS
117980,V-INF,PRP,PRON-PERS
117981,V-INF,PRP,PRON-PERS
117982,V-INF,PRP,PRON-PERS
117983,V-INF,PRP,PRON-PERS
117984,V-INF,PRP,PRON-PERS
117985,V-INF,PRP,PRON-PERS
117986,V-INF,PRP,PRON-PERS
117987,V-INF,PRP,PRON-PERS
117988,V-INF,PRP,PRON-PERS
117989,V-INF,PRP,PRON-PERS
117990,V-INF,PRP,PRON-PERS
117991,V-INF,PRP,PRON-PERS
117992,V-INF,,PRON-PERS
117993,V-INF,ART,
117994,V-INF,ART,PRP
117995,V-INF,ART,PRP
117996,V-INF,ART,PRP
117997,V-INF,ART,PRP
117998,V-INF,ART,PRP
117999,V-INF,ART,PRP
118000,V-INF,ART,PRP
118001,V-INF,ART,PRP
118002,V-INF,ART,PRP
118003,V-INF,ART,PRP
118004,V-INF,ART,PRP
118005,V-INF,ART,PRP
118006,V-INF,ART,PRP
118007,V-INF,ART,PRP
118008,V-INF,ART,PRP
118009,V-INF,ART,PRP
118010,V-INF,ART,PRP
118011,V-INF,ART,PRP
118012,V-INF,ART,PRP
118013,V-INF,ART,PRP
118014,V-INF,ART,PRP
118015,V-INF,ART,PRP
118016,V-INF,,PRP
118017,V-FIN,PRP,
118018,V-FIN,PRP,PROP
118019,V-FIN,PRP,PROP
118020,V-FIN,PRP,PROP
118021,V-FIN,PRP,PROP
118022,V-FIN,PRP,PROP
118023,V-FIN,PRP,PROP
118024,V-FIN,PRP,PROP
118025,V-FIN,PRP,PROP
118026,V-FIN,PRP,PROP
118027,V-FIN,PRP,PROP
118028,V-FIN,PRP,PROP
118029,V-FIN,PRP,PROP
118030,V-FIN,PRP,PROP
118031,V-FIN,PRP,PROP
118032,V-FIN,PRP,PROP
118033,V-FIN,PRP,PROP
118034,V-FIN,PRP,PROP
118035,V-FIN,PRP,PROP
118036,V-FIN,PRP,PROP
118037,V-FIN,PRP,PROP
118038,V-FIN,PRP,PROP
118039,V-FIN,PRP,PROP
118040,V-FIN,,PROP
118041,V-FIN,ART,
118042,V-FIN,ART,ADV
118043,V-FIN,ART,ADV
118044,V-FIN,ART,ADV
118045,V-FIN,ART,ADV
118046,V-FIN,ART,ADV
118047,V-FIN,ART,ADV
118048,V-FIN,ART,ADV
118049,V-FIN,ART,ADV
118050,V-FIN,ART,ADV
118051,V-FIN,ART,ADV
118052,V-FIN,,ADV
118053,V-FIN,ADV,
118054,V-FIN,ADV,ADV
118055,V-FIN,ADV,ADV
118056,V-FIN,ADV,ADV
118057,V-FIN,ADV,ADV
118058,V-FIN,ADV,ADV
118059,V-FIN,ADV,ADV
118060,V-FIN,ADV,ADV
118061,V-FIN,ADV,ADV
118062,V-FIN,ADV,ADV
118063,V-FIN,ADV,ADV
118064,V-FIN,ADV,ADV
118065,V-FIN,ADV,ADV
118066,V-FIN,ADV,ADV
118067,V-FIN,ADV,ADV
118068,V-FIN,ADV,ADV
118069,V-FIN,ADV,ADV
118070,V-FIN,ADV,ADV
118071,V-FIN,ADV,ADV
118072,V-FIN,ADV,ADV
118073,V-FIN,ADV,ADV
118074,V-FIN,ADV,ADV
118075,V-FIN,ADV,ADV
118076,V-FIN,ADV,ADV
118077,V-FIN,ADV,ADV
118078,V-FIN,ADV,ADV
118079,V-FIN,ADV,ADV
118080,V-FIN,ADV,ADV
118081,V-FIN,,ADV
118082,V-INF,PU,
118083,V-INF,PU,PRP
118084,V-INF,PU,PRP
118085,V-INF,PU,PRP
118086,V-INF,PU,PRP
118087,V-INF,PU,PRP
118088,V-INF,PU,PRP
118089,V-INF,PU,PRP
118090,V-INF,PU,PRP
118091,V-INF,PU,PRP
118092,V-INF,PU,PRP
118093,V-INF,PU,PRP
118094,V-INF,PU,PRP
118095,V-INF,PU,PRP
118096,V-INF,PU,PRP
118097,V-INF,PU,PRP
118098,V-INF,PU,PRP
118099,V-INF,PU,PRP
118100,V-INF,PU,PRP
118101,V-INF,PU,PRP
118102,V-INF,PU,PRP
118103,V-INF,PU,PRP
118104,V-INF,PU,PRP
118105,V-INF,PU,PRP
118106,V-INF,PU,PRP
118107,V-INF,PU,PRP
118108,V-INF,PU,PRP
118109,V-INF,PU,PRP
118110,V-INF,,PRP
118111,V-FIN,PRP,
118112,V-FIN,PRP,PU
118113,V-FIN,PRP,PU
118114,V-FIN,PRP,PU
118115,V-FIN,PRP,PU
118116,V-FIN,PRP,PU
118117,V-FIN,PRP,PU
118118,V-FIN,PRP,PU
118119,V-FIN,PRP,PU
118120,V-FIN,PRP,PU
118121,V-FIN,PRP,PU
118122,V-FIN,PRP,PU
118123,V-FIN,PRP,PU
118124,V-FIN,PRP,PU
118125,V-FIN,PRP,PU
118126,V-FIN,PRP,PU
118127,V-FIN,PRP,PU
118128,V-FIN,PRP,PU
118129,V-FIN,PRP,PU
118130,V-FIN,PRP,PU
118131,V-FIN,PRP,PU
118132,V-FIN,PRP,PU
118133,V-FIN,PRP,PU
118134,V-FIN,PRP,PU
118135,V-FIN,PRP,PU
118136,V-FIN,PRP,PU
118137,V-FIN,PRP,PU
118138,V-FIN,PRP,PU
118139,V-FIN,,PU
118140,V-FIN,ART,
118141,V-FIN,ART,PRON-PERS
118142,V-FIN,ART,PRON-PERS
118143,V-FIN,ART,PRON-PERS
118144,V-FIN,ART,PRON-PERS
118145,V-FIN,ART,PRON-PERS
118146,V-FIN,ART,PRON-PERS
118147,V-FIN,ART,PRON-PERS
118148,V-FIN,ART,PRON-PERS
118149,V-FIN,ART,PRON-PERS
118150,V-FIN,ART,PRON-PERS
118151,V-FIN,ART,PRON-PERS
118152,V-FIN,ART,PRON-PERS
118153,V-FIN,ART,PRON-PERS
118154,V-FIN,ART,PRON-PERS
118155,V-FIN,ART,PRON-PERS
118156,V-FIN,ART,PRON-PERS
118157,V-FIN,ART,PRON-PERS
118158,V-FIN,ART,PRON-PERS
118159,V-FIN,,PRON-PERS
118160,V-FIN,N,
118161,V-FIN,N,PU
118162,V-FIN,N,PU
118163,V-FIN,N,PU
118164,V-FIN,N,PU
118165,V-FIN,N,PU
118166,V-FIN,N,PU
118167,V-FIN,N,PU
118168,V-FIN,N,PU
118169,V-FIN,N,PU
118170,V-FIN,N,PU
118171,V-FIN,N,PU
118172,V-FIN,N,PU
118173,V-FIN,N,PU
118174,V-FIN,N,PU
118175,V-FIN,N,PU
118176,V-FIN,N,PU
118177,V-FIN,N,PU
118178,V-FIN,N,PU
118179,V-FIN,N,PU
118180,V-FIN,N,PU
118181,V-FIN,N,PU
118182,V-FIN,N,PU
118183,V-FIN,N,PU
118184,V-FIN,N,PU
118185,V-FIN,N,PU
118186,V-FIN,N,PU
118187,V-FIN,N,PU
118188,V-FIN,N,PU
118189,V-FIN,N,PU
118190,V-FIN,N,PU
118191,V-FIN,N,PU
118192,V-FIN,N,PU
