,SHALLOW_CHUNKS
123128,I-PP
123129,O
123130,B-NP
123131,B-VP
123132,I-VP
123133,B-NP
123134,I-NP
123135,B-PP
123136,I-PP
123137,I-PP
123138,I-PP
123139,I-PP
123140,O
123141,O
123142,B-ADVP
123143,B-VP
123144,B-NP
123145,B-PP
123146,I-PP
123147,I-PP
123148,B-PP
123149,I-PP
123150,B-NP
123151,O
123152,B-NP
123153,I-NP
123154,B-VP
123155,O
123156,O
123157,O
123158,B-ADVP
123159,B-VP
123160,B-NP
123161,B-PP
123162,I-PP
123163,I-PP
123164,B-PP
123165,I-PP
123166,B-NP
123167,O
123168,B-NP
123169,I-NP
123170,B-VP
123171,O
123172,O
123173,B-PP
123174,I-PP
123175,I-PP
123176,I-PP
123177,O
123178,B-VP
123179,I-VP
123180,B-PP
123181,I-PP
123182,I-PP
123183,B-NP
123184,I-NP
123185,B-PP
123186,I-PP
123187,I-PP
123188,B-NP
123189,B-ADVP
123190,B-VP
123191,B-PP
123192,I-PP
123193,I-PP
123194,B-NP
123195,B-VP
123196,I-VP
123197,I-VP
123198,B-NP
123199,I-NP
123200,O
123201,B-PP
123202,I-PP
123203,I-PP
123204,I-PP
123205,O
123206,B-VP
123207,I-VP
123208,B-PP
123209,I-PP
123210,I-PP
123211,B-NP
123212,I-NP
123213,B-PP
123214,I-PP
123215,I-PP
123216,B-NP
123217,B-ADVP
123218,B-VP
123219,B-PP
123220,I-PP
123221,I-PP
123222,B-NP
123223,B-VP
123224,I-VP
123225,I-VP
123226,B-NP
123227,I-NP
123228,O
123229,B-PP
123230,I-PP
123231,I-PP
123232,I-PP
123233,O
123234,B-VP
123235,I-VP
123236,B-PP
123237,I-PP
123238,I-PP
123239,B-NP
123240,I-NP
123241,B-PP
123242,I-PP
123243,I-PP
123244,B-NP
123245,B-ADVP
123246,B-VP
123247,B-PP
123248,I-PP
123249,I-PP
123250,B-NP
123251,B-VP
123252,I-VP
123253,I-VP
123254,B-NP
123255,I-NP
123256,O
123257,B-NP
123258,I-NP
123259,I-NP
123260,B-VP
123261,I-VP
123262,B-PP
123263,I-PP
123264,I-PP
123265,O
123266,B-PP
123267,I-PP
123268,I-PP
123269,B-VP
123270,B-NP
123271,I-NP
123272,I-NP
123273,B-PP
123274,I-PP
123275,I-PP
123276,B-NP
123277,I-NP
123278,I-NP
123279,I-NP
123280,B-NP
123281,I-NP
123282,I-NP
123283,O
123284,B-NP
123285,I-NP
123286,I-NP
123287,I-NP
123288,I-NP
123289,B-PP
123290,I-PP
123291,I-PP
123292,I-PP
123293,I-PP
123294,O
123295,B-NP
123296,I-NP
123297,B-PP
123298,I-PP
123299,I-PP
123300,B-VP
123301,O
123302,B-NP
123303,B-VP
123304,I-VP
123305,B-PP
123306,I-PP
123307,B-NP
123308,I-NP
123309,B-PP
123310,I-PP
123311,I-PP
123312,I-PP
123313,I-PP
123314,I-PP
123315,I-PP
123316,O
123317,B-NP
123318,I-NP
123319,B-PP
123320,I-PP
123321,I-PP
123322,B-VP
123323,O
123324,B-NP
123325,B-VP
123326,I-VP
123327,B-PP
123328,I-PP
123329,B-NP
123330,I-NP
123331,B-PP
123332,I-PP
123333,I-PP
123334,I-PP
123335,I-PP
123336,I-PP
123337,I-PP
123338,O
123339,B-NP
123340,B-VP
123341,B-VP
123342,B-NP
123343,I-NP
123344,B-PP
123345,I-PP
123346,B-PP
123347,B-VP
123348,O
123349,B-NP
123350,B-VP
123351,B-PP
123352,I-PP
123353,I-PP
123354,O
123355,B-NP
123356,B-VP
123357,B-VP
123358,B-NP
123359,I-NP
123360,B-PP
123361,I-PP
123362,B-PP
123363,B-VP
123364,O
123365,B-NP
123366,B-VP
123367,B-PP
123368,I-PP
123369,I-PP
123370,O
123371,B-NP
123372,B-VP
123373,B-VP
123374,B-NP
123375,I-NP
123376,B-PP
123377,I-PP
123378,B-PP
123379,B-VP
123380,O
123381,B-NP
123382,B-VP
123383,B-PP
123384,I-PP
123385,I-PP
123386,O
123387,B-NP
123388,I-NP
123389,I-NP
123390,B-PP
123391,I-PP
123392,I-PP
123393,I-PP
123394,I-PP
123395,I-PP
123396,I-PP
123397,I-PP
123398,I-PP
123399,B-VP
123400,B-ADJP
123401,B-PP
123402,I-PP
123403,I-PP
123404,I-PP
123405,I-PP
123406,I-PP
123407,O
123408,B-ADJP
123409,B-PP
123410,I-PP
123411,O
123412,B-NP
123413,B-VP
123414,B-NP
123415,I-NP
123416,B-PP
123417,I-PP
123418,I-PP
123419,I-PP
123420,O
123421,B-NP
123422,I-NP
123423,B-VP
123424,B-PP
123425,I-PP
123426,I-PP
123427,I-PP
123428,I-PP
123429,B-PP
123430,I-PP
123431,I-PP
123432,I-PP
123433,B-VP
123434,I-VP
123435,B-ADVP
123436,O
123437,B-NP
123438,B-PP
123439,I-PP
123440,I-PP
123441,B-PP
123442,I-PP
123443,B-NP
123444,I-NP
123445,B-VP
123446,B-VP
123447,B-PP
123448,I-PP
123449,I-PP
123450,I-PP
123451,I-PP
123452,I-PP
123453,I-PP
123454,I-PP
123455,I-PP
123456,I-PP
123457,O
123458,B-NP
123459,I-NP
123460,B-VP
123461,B-PP
123462,I-PP
123463,I-PP
123464,I-PP
123465,I-PP
123466,B-PP
123467,I-PP
123468,I-PP
123469,I-PP
123470,B-VP
123471,I-VP
123472,B-ADVP
123473,O
123474,B-NP
123475,B-PP
123476,I-PP
123477,I-PP
123478,B-PP
123479,I-PP
123480,B-NP
123481,I-NP
123482,B-VP
123483,B-VP
123484,B-PP
123485,I-PP
123486,I-PP
123487,I-PP
123488,I-PP
123489,I-PP
123490,I-PP
123491,I-PP
123492,I-PP
123493,I-PP
123494,O
123495,B-NP
123496,I-NP
123497,B-VP
123498,B-PP
123499,I-PP
123500,I-PP
123501,I-PP
123502,I-PP
123503,B-PP
123504,I-PP
123505,I-PP
123506,I-PP
123507,B-VP
123508,I-VP
123509,B-ADVP
123510,O
123511,B-NP
123512,B-PP
123513,I-PP
123514,I-PP
123515,B-PP
123516,I-PP
123517,B-NP
123518,I-NP
123519,B-VP
123520,B-VP
123521,B-PP
123522,I-PP
123523,I-PP
123524,I-PP
123525,I-PP
123526,I-PP
123527,I-PP
123528,I-PP
123529,I-PP
123530,I-PP
123531,O
123532,O
123533,B-NP
123534,I-NP
123535,B-VP
123536,B-NP
123537,I-NP
123538,I-NP
123539,O
123540,O
123541,O
123542,O
123543,B-VP
123544,B-NP
123545,I-NP
123546,I-NP
123547,B-PP
123548,I-PP
123549,I-PP
123550,I-PP
123551,I-PP
123552,I-PP
123553,O
123554,B-NP
123555,I-NP
123556,B-VP
123557,I-VP
123558,B-NP
123559,I-NP
123560,I-NP
123561,B-PP
123562,B-VP
123563,B-NP
123564,I-NP
123565,B-ADVP
123566,O
123567,B-PP
123568,I-PP
123569,I-PP
123570,O
123571,B-PP
123572,I-PP
123573,B-NP
123574,B-NP
123575,I-NP
123576,I-NP
123577,B-ADVP
123578,B-VP
123579,B-ADVP
123580,O
123581,B-NP
123582,I-NP
123583,B-PP
123584,I-PP
123585,I-PP
123586,O
123587,B-NP
123588,I-NP
123589,B-VP
123590,I-VP
123591,B-NP
123592,I-NP
123593,I-NP
123594,B-PP
123595,B-VP
123596,B-NP
123597,I-NP
123598,B-ADVP
123599,O
123600,B-PP
123601,I-PP
123602,I-PP
123603,O
123604,B-PP
123605,I-PP
123606,B-NP
123607,B-NP
123608,I-NP
123609,I-NP
123610,B-ADVP
123611,B-VP
123612,B-ADVP
123613,O
123614,B-NP
123615,I-NP
123616,B-PP
123617,I-PP
123618,I-PP
123619,O
123620,B-PP
123621,I-PP
123622,I-PP
123623,O
123624,B-NP
123625,I-NP
123626,B-VP
123627,I-VP
123628,B-ADVP
123629,B-PP
123630,I-PP
123631,I-PP
123632,O
123633,B-PP
123634,I-PP
123635,I-PP
123636,I-PP
123637,O
123638,B-NP
123639,I-NP
123640,B-VP
123641,I-VP
123642,O
123643,O
123644,B-VP
123645,B-NP
123646,B-PP
123647,I-PP
123648,I-PP
123649,B-PP
123650,I-PP
123651,O
123652,B-NP
123653,I-NP
123654,B-VP
123655,I-VP
123656,O
123657,O
123658,B-VP
123659,B-NP
123660,B-PP
123661,I-PP
123662,I-PP
123663,B-PP
123664,I-PP
123665,O
123666,B-NP
123667,I-NP
123668,B-VP
123669,O
123670,B-NP
123671,I-NP
123672,B-ADVP
123673,B-VP
123674,B-NP
123675,I-NP
123676,B-ADJP
123677,B-PP
123678,I-PP
123679,I-PP
123680,O
123681,B-NP
123682,I-NP
123683,B-VP
123684,O
123685,B-NP
123686,I-NP
123687,B-ADVP
123688,B-VP
123689,B-NP
123690,I-NP
123691,B-ADJP
123692,B-PP
123693,I-PP
123694,I-PP
123695,O
123696,O
123697,B-VP
123698,O
123699,B-NP
123700,I-NP
123701,B-VP
123702,B-NP
123703,I-NP
123704,I-NP
123705,B-PP
123706,B-VP
123707,B-PP
123708,I-PP
123709,I-PP
123710,I-PP
123711,I-PP
123712,I-PP
123713,I-PP
123714,I-PP
123715,I-PP
123716,I-PP
123717,I-PP
123718,I-PP
123719,I-PP
123720,I-PP
123721,I-PP
123722,I-PP
123723,I-PP
123724,I-PP
123725,I-PP
123726,I-PP
123727,O
123728,O
123729,B-VP
123730,O
123731,B-NP
123732,I-NP
123733,B-VP
123734,B-NP
123735,I-NP
123736,I-NP
123737,B-PP
123738,B-VP
123739,B-PP
123740,I-PP
123741,I-PP
123742,I-PP
123743,I-PP
123744,I-PP
123745,I-PP
123746,I-PP
123747,I-PP
123748,I-PP
123749,I-PP
123750,I-PP
123751,I-PP
123752,I-PP
123753,I-PP
123754,I-PP
123755,I-PP
123756,I-PP
123757,I-PP
123758,I-PP
123759,O
123760,O
123761,B-VP
123762,O
123763,B-NP
123764,I-NP
123765,B-VP
123766,B-NP
123767,I-NP
123768,I-NP
123769,B-PP
123770,B-VP
123771,B-PP
123772,I-PP
123773,I-PP
123774,I-PP
123775,I-PP
123776,I-PP
123777,I-PP
123778,I-PP
123779,I-PP
123780,I-PP
123781,I-PP
123782,I-PP
123783,I-PP
123784,I-PP
123785,I-PP
123786,I-PP
123787,I-PP
123788,I-PP
123789,I-PP
123790,I-PP
123791,O
123792,B-NP
123793,I-NP
123794,B-PP
123795,I-PP
123796,I-PP
123797,B-NP
123798,B-VP
123799,O
123800,B-NP
123801,I-NP
123802,I-NP
123803,I-NP
123804,B-VP
123805,B-NP
123806,B-PP
123807,I-PP
123808,I-PP
123809,I-PP
123810,I-PP
123811,I-PP
123812,I-PP
123813,I-PP
123814,I-PP
123815,O
123816,O
123817,O
123818,B-NP
123819,I-NP
123820,B-PP
123821,I-PP
123822,I-PP
123823,B-ADVP
123824,B-VP
123825,B-VP
123826,B-NP
123827,I-NP
123828,O
123829,B-VP
123830,B-NP
123831,B-PP
123832,I-PP
123833,I-PP
123834,O
123835,O
123836,B-VP
123837,O
123838,O
123839,O
123840,B-NP
123841,I-NP
123842,B-PP
123843,I-PP
123844,I-PP
123845,B-ADVP
123846,B-VP
123847,B-VP
123848,B-NP
123849,I-NP
123850,O
123851,B-VP
123852,B-NP
123853,B-PP
123854,I-PP
123855,I-PP
123856,O
123857,O
123858,B-VP
123859,O
123860,O
123861,B-VP
123862,B-NP
123863,I-NP
123864,O
123865,O
123866,O
123867,B-VP
123868,B-PP
123869,I-PP
123870,O
123871,B-ADVP
123872,B-VP
123873,B-NP
123874,O
123875,O
123876,B-VP
123877,B-ADVP
123878,B-NP
123879,I-NP
123880,I-NP
123881,B-PP
123882,I-PP
123883,I-PP
123884,I-PP
123885,I-PP
123886,I-PP
123887,O
123888,O
123889,B-VP
123890,B-NP
123891,I-NP
123892,O
123893,O
123894,O
123895,B-VP
123896,B-PP
123897,I-PP
123898,O
123899,B-ADVP
123900,B-VP
123901,B-NP
123902,O
123903,O
123904,B-VP
123905,B-ADVP
123906,B-NP
123907,I-NP
123908,I-NP
123909,B-PP
123910,I-PP
123911,I-PP
123912,I-PP
123913,I-PP
123914,I-PP
123915,O
123916,O
123917,B-VP
123918,B-NP
123919,I-NP
123920,O
123921,O
123922,O
123923,B-VP
123924,B-PP
123925,I-PP
123926,O
123927,B-ADVP
123928,B-VP
123929,B-NP
123930,O
123931,O
123932,B-VP
123933,B-ADVP
123934,B-NP
123935,I-NP
123936,I-NP
123937,B-PP
123938,I-PP
123939,I-PP
123940,I-PP
123941,I-PP
123942,I-PP
123943,O
123944,O
123945,B-VP
123946,B-NP
123947,I-NP
123948,O
123949,O
123950,O
123951,B-VP
123952,B-PP
123953,I-PP
123954,O
123955,B-ADVP
123956,B-VP
123957,B-NP
123958,O
123959,O
123960,B-VP
123961,B-ADVP
123962,B-NP
123963,I-NP
123964,I-NP
123965,B-PP
123966,I-PP
123967,I-PP
123968,I-PP
123969,I-PP
123970,I-PP
123971,O
123972,B-NP
123973,O
123974,B-NP
123975,O
123976,B-NP
123977,B-VP
123978,B-NP
123979,B-PP
123980,I-PP
123981,I-PP
123982,O
123983,B-VP
123984,B-PP
123985,I-PP
123986,I-PP
123987,I-PP
123988,O
123989,B-NP
123990,I-NP
123991,I-NP
123992,B-PP
123993,I-PP
123994,B-PP
123995,I-PP
123996,I-PP
123997,I-PP
123998,O
123999,B-PP
124000,I-PP
124001,I-PP
124002,I-PP
124003,I-PP
124004,I-PP
124005,I-PP
124006,B-VP
124007,B-PP
124008,I-PP
124009,I-PP
124010,I-PP
124011,O
124012,B-NP
124013,I-NP
124014,B-VP
124015,I-VP
124016,B-PP
124017,I-PP
124018,I-PP
124019,I-PP
124020,I-PP
124021,I-PP
124022,I-PP
124023,I-PP
124024,B-PP
124025,I-PP
124026,I-PP
124027,I-PP
124028,I-PP
124029,I-PP
124030,I-PP
124031,O
124032,B-VP
124033,B-PP
124034,I-PP
124035,I-PP
124036,I-PP
124037,O
124038,B-NP
124039,I-NP
124040,I-NP
124041,B-PP
124042,I-PP
124043,B-PP
124044,I-PP
124045,I-PP
124046,I-PP
124047,O
124048,B-PP
124049,I-PP
124050,I-PP
124051,I-PP
124052,I-PP
124053,I-PP
124054,I-PP
124055,B-VP
124056,B-PP
124057,I-PP
124058,I-PP
124059,I-PP
124060,O
124061,B-NP
124062,I-NP
124063,B-VP
124064,I-VP
124065,B-PP
124066,I-PP
124067,I-PP
124068,I-PP
124069,I-PP
124070,I-PP
124071,I-PP
124072,I-PP
124073,B-PP
124074,I-PP
124075,I-PP
124076,I-PP
124077,I-PP
124078,I-PP
124079,I-PP
124080,O
124081,B-NP
124082,I-NP
124083,B-VP
124084,B-PP
124085,I-PP
124086,I-PP
124087,I-PP
124088,I-PP
124089,I-PP
124090,I-PP
124091,B-NP
124092,O
124093,B-NP
124094,B-ADVP
124095,B-VP
124096,I-VP
124097,B-PP
124098,I-PP
124099,O
124100,B-NP
124101,I-NP
124102,B-VP
124103,O
124104,B-NP
124105,I-NP
124106,B-VP
124107,B-PP
124108,I-PP
124109,I-PP
124110,B-NP
124111,B-NP
124112,I-NP
124113,B-VP
124114,B-PP
124115,I-PP
124116,I-PP
124117,I-PP
124118,I-PP
124119,I-PP
124120,B-ADVP
124121,B-VP
124122,O
124123,B-NP
124124,I-NP
124125,B-VP
124126,O
124127,B-NP
124128,I-NP
124129,B-VP
124130,B-PP
124131,I-PP
124132,I-PP
124133,B-NP
124134,B-NP
124135,I-NP
124136,B-VP
124137,B-PP
124138,I-PP
124139,I-PP
124140,I-PP
124141,I-PP
124142,I-PP
124143,B-ADVP
124144,B-VP
124145,O
124146,B-NP
124147,I-NP
124148,B-VP
124149,O
124150,B-NP
124151,I-NP
124152,B-VP
124153,B-PP
124154,I-PP
124155,I-PP
124156,B-NP
124157,B-NP
124158,I-NP
124159,B-VP
124160,B-PP
124161,I-PP
124162,I-PP
124163,I-PP
124164,I-PP
124165,I-PP
124166,B-ADVP
124167,B-VP
124168,O
124169,B-NP
124170,I-NP
124171,B-PP
124172,I-PP
124173,B-ADJP
124174,O
124175,B-ADJP
124176,B-PP
124177,B-VP
124178,B-PP
124179,I-PP
124180,I-PP
124181,O
124182,B-NP
124183,I-NP
124184,B-VP
124185,B-ADJP
124186,B-PP
124187,I-PP
124188,I-PP
124189,B-PP
124190,I-PP
124191,I-PP
124192,I-PP
124193,O
124194,B-NP
124195,I-NP
124196,B-PP
124197,I-PP
124198,B-ADJP
124199,O
124200,B-ADJP
124201,B-PP
124202,B-VP
124203,B-PP
124204,I-PP
124205,I-PP
124206,O
124207,B-NP
124208,I-NP
124209,B-VP
124210,B-ADJP
124211,B-PP
124212,I-PP
124213,I-PP
124214,B-PP
124215,I-PP
124216,I-PP
124217,I-PP
124218,O
124219,B-VP
124220,B-ADVP
124221,O
124222,B-NP
124223,B-VP
124224,B-NP
124225,I-NP
124226,I-NP
124227,O
124228,O
124229,B-ADVP
124230,B-VP
124231,B-NP
124232,O
124233,B-ADVP
124234,B-VP
124235,O
124236,B-NP
124237,O
124238,O
124239,O
124240,B-VP
124241,B-PP
124242,I-PP
124243,I-PP
124244,I-PP
124245,O
124246,B-NP
124247,B-ADVP
124248,B-VP
124249,B-NP
124250,O
124251,B-ADVP
124252,B-VP
124253,O
124254,B-NP
124255,O
124256,O
124257,O
124258,B-VP
124259,B-PP
124260,I-PP
124261,I-PP
124262,I-PP
124263,O
124264,B-NP
124265,B-ADVP
124266,B-VP
124267,B-NP
124268,O
124269,B-ADVP
124270,B-VP
124271,O
124272,B-NP
124273,O
124274,O
124275,O
124276,B-VP
124277,B-PP
124278,I-PP
124279,I-PP
124280,I-PP
124281,O
124282,B-NP
124283,B-ADVP
124284,B-VP
124285,B-NP
124286,O
124287,B-ADVP
124288,B-VP
124289,B-ADJP
124290,B-VP
124291,O
124292,B-NP
124293,I-NP
124294,I-NP
124295,B-VP
124296,B-NP
124297,I-NP
124298,B-PP
124299,I-PP
124300,I-PP
124301,I-PP
124302,B-NP
124303,I-NP
124304,I-NP
124305,B-VP
124306,I-VP
124307,I-VP
124308,B-PP
124309,I-PP
124310,I-PP
124311,I-PP
124312,I-PP
124313,I-PP
124314,I-PP
124315,O
124316,B-NP
124317,B-VP
124318,B-PP
124319,I-PP
124320,B-VP
124321,B-PP
124322,I-PP
124323,I-PP
124324,I-PP
124325,I-PP
124326,I-PP
124327,B-NP
124328,I-NP
124329,I-NP
124330,I-NP
124331,B-VP
124332,B-PP
124333,I-PP
124334,I-PP
124335,I-PP
124336,B-VP
124337,B-PP
124338,I-PP
124339,I-PP
124340,I-PP
124341,I-PP
124342,B-PP
124343,I-PP
124344,I-PP
124345,B-PP
124346,I-PP
124347,B-VP
124348,B-PP
124349,B-NP
124350,B-VP
124351,B-PP
124352,I-PP
124353,I-PP
124354,I-PP
124355,O
124356,B-NP
124357,I-NP
124358,I-NP
124359,I-NP
124360,B-VP
124361,B-PP
124362,I-PP
124363,I-PP
124364,I-PP
124365,B-VP
124366,B-PP
124367,I-PP
124368,I-PP
124369,I-PP
124370,I-PP
124371,B-PP
124372,I-PP
124373,I-PP
124374,B-PP
124375,I-PP
124376,B-VP
124377,B-PP
124378,B-NP
124379,B-VP
124380,B-PP
124381,I-PP
124382,I-PP
124383,I-PP
124384,O
124385,B-NP
124386,I-NP
124387,I-NP
124388,I-NP
124389,B-VP
124390,B-PP
124391,I-PP
124392,I-PP
124393,I-PP
124394,B-VP
124395,B-PP
124396,I-PP
124397,I-PP
124398,I-PP
124399,I-PP
124400,B-PP
124401,I-PP
124402,I-PP
124403,B-PP
124404,I-PP
124405,B-VP
124406,B-PP
124407,B-NP
124408,B-VP
124409,B-PP
124410,I-PP
124411,I-PP
124412,I-PP
124413,O
124414,B-NP
124415,I-NP
124416,I-NP
124417,I-NP
124418,B-NP
124419,B-VP
124420,B-PP
124421,I-PP
124422,I-PP
124423,B-VP
124424,B-NP
124425,B-VP
124426,O
124427,B-NP
124428,I-NP
124429,I-NP
124430,I-NP
124431,B-NP
124432,B-VP
124433,B-PP
124434,I-PP
124435,I-PP
124436,B-VP
124437,B-NP
124438,B-VP
124439,O
124440,B-NP
124441,B-VP
124442,O
124443,B-VP
124444,B-NP
124445,O
124446,B-NP
124447,B-NP
124448,I-NP
124449,B-PP
124450,I-PP
124451,I-PP
124452,B-PP
124453,I-PP
124454,I-PP
124455,I-PP
124456,I-PP
124457,I-PP
124458,I-PP
124459,I-PP
124460,I-PP
124461,I-PP
124462,I-PP
124463,I-PP
124464,B-PP
124465,I-PP
124466,I-PP
124467,I-PP
124468,I-PP
124469,B-VP
124470,B-NP
124471,B-PP
124472,I-PP
124473,I-PP
124474,O
124475,B-NP
124476,I-NP
124477,B-VP
124478,B-NP
124479,I-NP
124480,B-PP
124481,I-PP
124482,I-PP
124483,I-PP
124484,I-PP
124485,B-NP
124486,B-VP
124487,B-PP
124488,I-PP
124489,I-PP
124490,B-VP
124491,B-PP
124492,I-PP
124493,I-PP
124494,I-PP
124495,I-PP
124496,B-NP
124497,B-VP
124498,B-PP
124499,I-PP
124500,I-PP
124501,O
124502,B-NP
124503,I-NP
124504,B-VP
124505,B-NP
124506,I-NP
124507,B-PP
124508,I-PP
124509,I-PP
124510,I-PP
124511,I-PP
124512,B-NP
124513,B-VP
124514,B-PP
124515,I-PP
124516,I-PP
124517,B-VP
124518,B-PP
124519,I-PP
124520,I-PP
124521,I-PP
124522,I-PP
124523,B-NP
124524,B-VP
124525,B-PP
124526,I-PP
124527,I-PP
124528,O
124529,B-NP
124530,I-NP
124531,B-VP
124532,B-NP
124533,I-NP
124534,B-PP
124535,I-PP
124536,I-PP
124537,I-PP
124538,I-PP
124539,B-NP
124540,B-VP
124541,B-PP
124542,I-PP
124543,I-PP
124544,B-VP
124545,B-PP
124546,I-PP
124547,I-PP
124548,I-PP
124549,I-PP
124550,B-NP
124551,B-VP
124552,B-PP
124553,I-PP
124554,I-PP
124555,O
124556,B-NP
124557,I-NP
124558,I-NP
124559,B-VP
124560,B-PP
124561,I-PP
124562,I-PP
124563,B-NP
124564,B-ADVP
124565,B-VP
124566,I-VP
124567,I-VP
124568,B-NP
124569,I-NP
124570,B-PP
124571,I-PP
124572,I-PP
124573,I-PP
124574,I-PP
124575,I-PP
124576,I-PP
124577,B-VP
124578,B-ADVP
124579,O
124580,B-PP
124581,I-PP
124582,O
124583,B-NP
124584,I-NP
124585,I-NP
124586,B-VP
124587,B-PP
124588,I-PP
124589,I-PP
124590,B-NP
124591,B-ADVP
124592,B-VP
124593,I-VP
124594,I-VP
124595,B-NP
124596,I-NP
124597,B-PP
124598,I-PP
124599,I-PP
124600,I-PP
124601,I-PP
124602,I-PP
124603,I-PP
124604,B-VP
124605,B-ADVP
124606,O
124607,B-PP
124608,I-PP
124609,O
124610,O
124611,B-NP
124612,O
124613,O
124614,B-VP
124615,B-ADJP
124616,B-PP
124617,I-PP
124618,I-PP
124619,I-PP
124620,I-PP
124621,I-PP
124622,I-PP
124623,O
124624,B-ADVP
124625,I-ADVP
124626,B-VP
124627,B-PP
124628,I-PP
124629,I-PP
124630,I-PP
124631,I-PP
124632,I-PP
124633,O
124634,B-NP
124635,I-NP
124636,B-PP
124637,I-PP
124638,I-PP
124639,I-PP
124640,I-PP
124641,I-PP
124642,I-PP
124643,I-PP
124644,I-PP
124645,I-PP
124646,O
124647,O
124648,O
124649,B-VP
124650,B-ADJP
124651,B-PP
124652,I-PP
124653,I-PP
124654,O
124655,O
124656,B-PP
124657,I-PP
124658,I-PP
124659,I-PP
124660,I-PP
124661,O
124662,B-NP
124663,I-NP
124664,B-VP
124665,O
124666,B-VP
124667,B-NP
124668,I-NP
124669,B-PP
124670,I-PP
124671,O
124672,O
124673,B-NP
124674,I-NP
124675,I-NP
124676,I-NP
124677,I-NP
124678,I-NP
124679,I-NP
124680,O
124681,B-VP
124682,B-PP
124683,I-PP
124684,I-PP
124685,I-PP
124686,I-PP
124687,I-PP
124688,O
124689,O
124690,B-NP
124691,B-VP
124692,B-NP
124693,B-PP
124694,I-PP
124695,I-PP
124696,I-PP
124697,O
124698,B-NP
124699,I-NP
124700,I-NP
124701,I-NP
124702,B-PP
124703,I-PP
124704,I-PP
124705,B-NP
124706,B-PP
124707,I-PP
124708,B-VP
124709,B-ADJP
124710,B-PP
124711,I-PP
124712,I-PP
124713,I-PP
124714,I-PP
124715,I-PP
124716,I-PP
124717,B-PP
124718,B-VP
124719,B-ADVP
124720,B-NP
124721,I-NP
124722,I-NP
124723,I-NP
124724,B-PP
124725,I-PP
124726,I-PP
124727,B-PP
124728,B-VP
124729,B-PP
124730,I-PP
124731,I-PP
124732,I-PP
124733,I-PP
124734,I-PP
124735,I-PP
124736,I-PP
124737,B-NP
124738,B-ADVP
124739,B-VP
124740,B-NP
124741,I-NP
124742,I-NP
124743,B-PP
124744,I-PP
124745,I-PP
124746,O
124747,B-NP
124748,I-NP
124749,I-NP
124750,I-NP
124751,B-PP
124752,I-PP
124753,I-PP
124754,B-NP
124755,B-PP
124756,I-PP
124757,B-VP
124758,B-ADJP
124759,B-PP
124760,I-PP
124761,I-PP
124762,I-PP
124763,I-PP
124764,I-PP
124765,I-PP
124766,B-PP
124767,B-VP
124768,B-ADVP
124769,B-NP
124770,I-NP
124771,I-NP
124772,I-NP
124773,B-PP
124774,I-PP
124775,I-PP
124776,B-PP
124777,B-VP
124778,B-PP
124779,I-PP
124780,I-PP
124781,I-PP
124782,I-PP
124783,I-PP
124784,I-PP
124785,I-PP
124786,B-NP
124787,B-ADVP
124788,B-VP
124789,B-NP
124790,I-NP
124791,I-NP
124792,B-PP
124793,I-PP
124794,I-PP
124795,O
124796,B-NP
124797,I-NP
124798,I-NP
124799,B-VP
124800,B-NP
124801,I-NP
124802,I-NP
124803,I-NP
124804,I-NP
124805,B-PP
124806,I-PP
124807,I-PP
124808,I-PP
124809,I-PP
124810,O
124811,B-ADVP
124812,B-NP
124813,I-NP
124814,O
124815,B-ADVP
124816,O
124817,B-NP
124818,O
124819,B-VP
124820,B-NP
124821,I-NP
124822,B-PP
124823,I-PP
124824,I-PP
124825,I-PP
124826,O
124827,B-NP
124828,O
124829,B-ADVP
124830,B-NP
124831,B-VP
124832,B-PP
124833,I-PP
124834,O
124835,B-ADVP
124836,B-NP
124837,B-VP
124838,B-ADVP
124839,B-PP
124840,I-PP
124841,I-PP
124842,I-PP
124843,O
124844,B-ADVP
124845,B-NP
124846,B-VP
124847,B-PP
124848,I-PP
124849,I-PP
124850,O
124851,B-VP
124852,B-NP
124853,B-PP
124854,I-PP
124855,B-NP
124856,B-VP
124857,B-NP
124858,B-NP
124859,B-VP
124860,I-VP
124861,B-NP
124862,I-NP
124863,B-PP
124864,I-PP
124865,O
124866,B-ADVP
124867,B-NP
124868,B-VP
124869,B-PP
124870,I-PP
124871,I-PP
124872,O
124873,B-VP
124874,B-NP
124875,B-PP
124876,I-PP
124877,B-NP
124878,B-VP
124879,B-NP
124880,B-NP
124881,B-VP
124882,I-VP
124883,B-NP
124884,I-NP
124885,B-PP
124886,I-PP
124887,O
124888,B-ADVP
124889,B-NP
124890,B-VP
124891,B-PP
124892,I-PP
124893,I-PP
124894,O
124895,B-VP
124896,B-NP
124897,B-PP
124898,I-PP
124899,B-NP
124900,B-VP
124901,B-NP
124902,B-NP
124903,B-VP
124904,I-VP
124905,B-NP
124906,I-NP
124907,B-PP
124908,I-PP
124909,O
124910,B-NP
124911,O
124912,B-NP
124913,I-NP
124914,I-NP
124915,I-NP
124916,I-NP
124917,B-NP
124918,B-VP
124919,B-PP
124920,I-PP
124921,B-VP
124922,B-PP
124923,I-PP
124924,I-PP
124925,I-PP
124926,I-PP
124927,B-NP
124928,B-VP
124929,B-ADVP
124930,B-NP
124931,I-NP
124932,I-NP
124933,O
124934,B-NP
124935,O
124936,B-NP
124937,I-NP
124938,I-NP
124939,I-NP
